"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5772.3.id.csv";"peptide.count.P5772.4.id.csv";"spectra.count.P5772.3.id.csv";"spectra.count.P5772.4.id.csv";"dNSAF.P5772.3.id.csv";"dNSAF.P5772.4.id.csv";"Go.Cc";"norm.sc"
"5";5;"O14949";"O14949";"QCR8_HUMAN";"Cytochrome b-c1 complex subunit 8";"UQCRQ";3;3;0,00330877930335785;3;NA;3;NA;0,00784314642475279;NA;"respiratory chain, mitochondrion, mitochondrial inner membrane";0,000718562874251497
"10";10;"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";4;6;0,000217752731039602;3;3;3;3;NA;NA;"histone pre-mRNA 3'end processing complex, membrane, GAIT complex, ribonucleoprotein complex, endoplasmic reticulum, nucleoplasm, CRD-mediated mRNA stability complex, catalytic step 2 spliceosome, nucleus";0,00143712574850299
"19";19;"O95831";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";3;3;0,000221304977875484;3;NA;3;NA;NA;NA;"cytosol, nucleus, mitochondrial intermembrane space, perinuclear region of cytoplasm, mitochondrion, mitochondrial inner membrane";0,000718562874251497
"33";33;"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";8;13;0,00193693505622157;7;6;7;6;0,00247224933981774;0,0021162403489012;"melanosome, rough endoplasmic reticulum, endoplasmic reticulum membrane, oligosaccharyltransferase complex, integral component of membrane";0,00311377245508982
"34";34;"P04844";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";3;4;0,000286655998811774;2;2;2;2;NA;NA;"rough endoplasmic reticulum, endoplasmic reticulum membrane, autophagic vacuole membrane, endoplasmic reticulum, oligosaccharyltransferase complex, integral component of membrane, nucleus";0,000958083832335329
"78";78;"P11498";"P11498";"PYC_HUMAN";"Pyruvate carboxylase, mitochondrial";"PC";39;64;0,00491354662818959;31;30;32;32;0,00582354731707734;0,00581576861022311;"cytosol, mitochondrion, mitochondrial inner membrane, mitochondrial matrix";0,0153293413173653
"83";83;"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";6;8;0,00118804555172564;6;2;6;2;0,00211211168088581;0,000703096820899304;"nuclear telomere cap complex, nucleoplasm, nonhomologous end joining complex, membrane, nucleus, transcription factor complex, cytosol, Ku70:Ku80 complex, nucleolus";0,00191616766467066
"109";109;"P18859";"P18859";"ATP5J_HUMAN";"ATP synthase-coupling factor 6, mitochondrial";"ATP5J";1;1;0,00083740710763995;NA;1;NA;1;NA;0,00198234242559109;"mitochondrion, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";0,000239520958083832
"115";115;"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";4;6;0,000926006494455099;3;3;3;3;0,00109750513110875;0,00109603915681146;"nuclear membrane, nucleoplasm, nuclear envelope, nuclear inner membrane, lamin filament";0,00143712574850299
"116";116;"P20930";"P20930";"FILA_HUMAN";"Filaggrin";"FLG";2;2;4,45407375646957e-05;NA;2;NA;2;NA;0,000105438553047938;"cytoplasmic membrane-bounded vesicle, intermediate filament, nucleus";0,000479041916167665
"131";131;"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";2;3;0,000335791959004138;2;NA;3;NA;0,000795962879739763;NA;"nucleoplasm, centrosome, intracellular membrane-bounded organelle, nucleus, alpha DNA polymerase:primase complex, perinuclear region of cytoplasm, MCM complex";0,000718562874251497
"151";151;"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";2;2;0,00107666628125136;2;NA;2;NA;0,00255213494773702;NA;"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrion";0,000479041916167665
"157";157;"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";2;2;0,000376833198437978;2;NA;2;NA;0,000893247231707957;NA;"mitochondrial inner membrane, mitochondrial respiratory chain, mitochondrion, mitochondrial respiratory chain complex III";0,000479041916167665
"186";186;"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";5;6;0,000711192405964204;4;2;4;2;0,00112387594028786;0,000561187370809536;"mitochondrial fatty acid beta-oxidation multienzyme complex, mitochondrial inner membrane, mitochondrion, mitochondrial nucleoid";0,00143712574850299
