"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6168.1.id.csv";"peptide.count.P6168.2.id.csv";"spectra.count.P6168.1.id.csv";"spectra.count.P6168.2.id.csv";"dNSAF.P6168.1.id.csv";"dNSAF.P6168.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";1;1;0,00300614984398502;1;NA;1;NA;0,00803888482132451;NA;"extracellular vesicular exosome, cytosol";0,00348432055749129
"3";3;"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";1;2;0,0412130789569892;1;1;1;1;0,0367366024163542;0,0520075934917225;"plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, cell surface";0,00696864111498258
"4";4;"P04075";"P04075-1,P04075-2";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";8;10;0,0172192923755735;5;4;5;5;NA;NA;"actin cytoskeleton, platelet alpha granule lumen, cytosol, extracellular space, extracellular vesicular exosome, extracellular region, I band";0,0348432055749129
"5";5;"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";7;9;0,0175187583299313;3;6;3;6;0,015615908247635;0,0221072650906196;"extracellular vesicular exosome, plasma membrane, blood microparticle, extracellular space, membrane, cytoskeleton, keratin filament";0,0313588850174216
"6";6;"P04406";"P04406-1,P04406-2";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";3;3;0,00561297530570935;3;NA;3;NA;NA;NA;"perinuclear region of cytoplasm, extracellular vesicular exosome, GAIT complex, ribonucleoprotein complex, cytosol, nucleus, microtubule cytoskeleton, lipid particle, cytoplasm, plasma membrane";0,0104529616724739
"7";7;"P05023";"P05023-1,P05023-2,P05023-3,P05023-4";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";1;1;0,000306345182048327;1;NA;1;NA;NA;NA;"basolateral plasma membrane, integral component of membrane, endosome, endoplasmic reticulum, T-tubule, membrane, extracellular vesicular exosome, caveola, sodium:potassium-exchanging ATPase complex, Golgi apparatus, melanosome, plasma membrane";0,00348432055749129
"8";8;"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";4;4;0,0168263689253927;2;2;2;2;0,022498087050284;0,0159251439802674;"integral component of membrane, mitochondrial nucleoid, integral component of plasma membrane, mitochondrion, mitochondrial inner membrane, MMXD complex";0,0139372822299652
"9";9;"P05388";"P05388,Q8NHW5";"RLA0_HUMAN, RLA0L_HUMAN";"60S acidic ribosomal protein P0, 60S acidic ribosomal protein P0-like";"RPLP0, RPLP0P6";1;1;0,00197723104880403;1;NA;1;NA;0,00528740531623395;NA;"ribonucleoprotein complex, extracellular vesicular exosome, cytoplasm, cytosolic large ribosomal subunit, nucleus, cytosol";0,00348432055749129
"10";10;"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";1;1;0,00236968711709216;1;NA;1;NA;0,00633689030338813;NA;"mitochondrial nucleoid, mitochondrial membrane, mitochondrial proton-transporting ATP synthase, catalytic core, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, cell surface, mitochondrion, plasma membrane";0,00348432055749129
"13";13;"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";7;10;0,028233434345535;6;4;6;4;0,0453002023039503;0,0213769950726112;"cytosol, cell body, microtubule, nuclear envelope lumen, extracellular vesicular exosome, cytoskeleton";0,0348432055749129
