"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5746.3.id.csv";"peptide.count.P5746.4.id.csv";"spectra.count.P5746.3.id.csv";"spectra.count.P5746.4.id.csv";"dNSAF.P5746.3.id.csv";"dNSAF.P5746.4.id.csv";"Go.Cc";"norm.sc"
"4";4;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";3;5;0,000141387784287318;2;3;2;3;NA;NA;"plasma membrane, myosin complex, extracellular vesicular exosome";0,000378587112894677
"7";7;"O00154";"O00154-1,O00154-4,O00154-6";"BACH_HUMAN";"Cytosolic acyl coenzyme A thioester hydrolase";"ACOT7";4;8;0,000202010897409811;4;3;5;3;NA;NA;"neuron projection, nucleus, extracellular vesicular exosome, mitochondrion, cytoplasm, cytosol, cell body";0,000605739380631483
"9";9;"O00231";"O00231-1,O00231-2";"PSD11_HUMAN";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";9;14;0,000477502062005418;6;8;6;8;NA;NA;"nucleus, nucleoplasm, extracellular vesicular exosome, proteasome accessory complex, cytosol, proteasome complex";0,0010600439161051
"10";10;"O00232";"O00232-1";"PSD12_HUMAN";"26S proteasome non-ATPase regulatory subunit 12";"PSMD12";8;12;0,00075754086528679;6;6;6;6;NA;NA;"nucleoplasm, proteasome regulatory particle, extracellular vesicular exosome, proteasome accessory complex, cytosol";0,000908609070947225
"12";12;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";11;25;0,00298615693785249;11;11;13;12;0,00401890369314191;0,00378230013535485;"extracellular space, cytoplasm, brush border, blood microparticle, nuclear envelope, extracellular vesicular exosome, perinuclear region of cytoplasm, mitochondrion, nucleus, chloride channel complex, plasma membrane, nuclear membrane";0,00189293556447339
"17";17;"O00487";"O00487";"PSDE_HUMAN";"26S proteasome non-ATPase regulatory subunit 14";"PSMD14";4;6;0,000557159088017381;3;3;3;3;0,00072100927298799;0,000735108332758484;"cytosol, proteasome complex, proteasome regulatory particle, lid subcomplex, nucleoplasm, extracellular vesicular exosome, proteasome accessory complex, nucleus";0,000454304535473612
"20";20;"O00571";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";11;17;0,000383056436989703;9;8;9;8;NA;NA;"nuclear speck, cytoplasmic stress granule, nucleus, cytoplasm, extracellular vesicular exosome, mitochondrial outer membrane";0,0012871961838419
"21";21;"O00584";"O00584-1";"RNT2_HUMAN";"Ribonuclease T2";"RNASET2";1;2;0,000224894944382016;1;1;1;1;NA;NA;"lysosomal lumen, lysosome, extracellular region, extracellular space, extracellular vesicular exosome, endoplasmic reticulum lumen";0,000151434845157871
"23";23;"O00629";"O00629";"IMA3_HUMAN";"Importin subunit alpha-3";"KPNA4";2;2;0,000110505001462181;2;NA;2;NA;0,000286004957935095;NA;"cytosol, extracellular vesicular exosome, nucleoplasm";0,000151434845157871
"24";24;"O14578";"O14578-4";"CTRO_HUMAN";"Citron Rho-interacting kinase";"CIT";2;2;2,84031108839645e-05;2;NA;2;NA;NA;NA;"Golgi cisterna, ruffle, plasma membrane, vacuole, actin cytoskeleton, neuronal cell body";0,000151434845157871
"26";26;"O14737";"O14737";"PDCD5_HUMAN";"Programmed cell death protein 5";"PDCD5";4;10;0,00230292423047184;4;4;5;5;0,00298017166168369;0,00303844777540173;"nucleus, cytoplasm, extracellular vesicular exosome";0,000757174225789354
"28";28;"O14773";"O14773-1,O14773-2";"TPP1_HUMAN";"Tripeptidyl-peptidase 1";"TPP1";1;1;2,55653222743322e-05;NA;1;NA;1;NA;NA;"lysosomal lumen, melanosome, mitochondrion, extracellular vesicular exosome, lysosome";7,57174225789354e-05
"29";29;"O14818";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";4;10;0,00116074810003621;4;4;5;5;NA;NA;"extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, proteasome complex, nucleoplasm, nucleus, cytosol, proteasome core complex";0,000757174225789354
"30";30;"O14828";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";1;2;8,2958365651003e-05;1;1;1;1;NA;NA;"integral component of membrane, extracellular vesicular exosome, Golgi membrane";0,000151434845157871
"33";33;"O14950";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";5;10;0,000839258101483908;5;5;5;5;0,00108606838982642;0,0011073060405983;"Z disc, apical part of cell, extracellular vesicular exosome, cytosol, myosin II complex, stress fiber";0,000757174225789354
"34";34;"O14979";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRNPDL";4;6;0,000177027508873006;3;3;3;3;NA;NA;"nucleus, cytoplasm, spliceosomal complex, extracellular vesicular exosome";0,000454304535473612
"37";37;"O15067";"O15067";"PUR4_HUMAN";"Phosphoribosylformylglycinamidine synthase";"PFAS";15;28;0,000602409178374548;13;12;14;14;0,000779566578168379;0,000794810703580423;"extracellular vesicular exosome, cytosol";0,00212008783221019
"40";40;"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";4;6;0,000464299240014484;3;3;3;3;0,000600841060823325;0,000612590277298736;"Arp2/3 protein complex, actin cytoskeleton, extracellular vesicular exosome, cytoplasm";0,000454304535473612
"41";41;"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";8;17;0,00163123799658422;7;7;9;8;0,00223512874626277;0,00202563185026782;"cytosol, actin cytoskeleton, Arp2/3 protein complex, plasma membrane, Golgi apparatus, endosome, neuron projection, cytoplasm, focal adhesion, cell leading edge, extracellular vesicular exosome, synapse";0,0012871961838419
"42";42;"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";2;4;0,000646888828784225;2;2;2;2;0,000837126871259463;0,000853496566124082;"lamellipodium, Arp2/3 protein complex, cytosol, actin cytoskeleton, extracellular vesicular exosome";0,000302869690315742
"45";45;"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";8;15;0,00122669969662918;6;7;7;8;0,0014816194340757;0,00172639078147826;"extracellular vesicular exosome, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol";0,00113576133868403
"47";47;"O15400";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";2;2;0,000110293306057081;2;NA;2;NA;NA;NA;"early endosome membrane, lysosomal membrane, extracellular vesicular exosome, SNARE complex, perinuclear region of cytoplasm, intracellular membrane-bounded organelle, integral component of membrane";0,000151434845157871
"49";49;"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";11;18;0,000972153755827701;8;9;9;9;0,00125804619864696;0,00128264680950355;"extracellular vesicular exosome, cytosol";0,00136291360642084
"50";50;"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";7;11;0,00059298142638554;6;5;6;5;0,000837126871259463;0,000711247138436735;"proteasome accessory complex, nucleoplasm, cytoplasm, extracellular vesicular exosome, proteasome complex, nucleus, cytosol";0,000832891648368289
"52";52;"O43396";"O43396";"TXNL1_HUMAN";"Thioredoxin-like protein 1";"TXNL1";6;9;0,000896467044733849;6;3;6;3;0,00154680190052787;0,000788524509187301;"nucleus, cytoplasm, proteasome complex, extracellular vesicular exosome";0,000681456803210419
"55";55;"O43488";"O43488";"ARK72_HUMAN";"Aflatoxin B1 aldehyde reductase member 2";"AKR7A2";2;6;0,000481112304416123;2;2;3;3;0,000622598536563445;0,000634773212131281;"Golgi apparatus, extracellular vesicular exosome";0,000454304535473612
"56";56;"O43491";"O43491-1,O43491-2";"E41L2_HUMAN";"Band 4.1-like protein 2";"EPB41L2";3;5;7,16083404997464e-05;3;2;3;2;NA;NA;"plasma membrane, extrinsic component of membrane, spectrin, extracellular vesicular exosome";0,000378587112894677
"59";59;"O43663";"O43663-1,O43663-3";"PRC1_HUMAN";"Protein regulator of cytokinesis 1";"PRC1";2;2;4,64299240014484e-05;2;NA;2;NA;NA;NA;"spindle microtubule, plasma membrane, nucleus, spindle pole, cytoplasm, microtubule cytoskeleton, spindle";0,000151434845157871
"61";61;"O43681";"O43681";"ASNA_HUMAN";"ATPase ASNA1";"ASNA1";5;5;0,000413599897714052;5;NA;5;NA;0,00107046395893811;NA;"nucleolus, nucleus, cytoplasm, endoplasmic reticulum, extracellular vesicular exosome";0,000378587112894677
"63";63;"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";23;39;0,00166669573710179;19;17;20;19;0,00221020211974438;0,00214641950069985;"ribonucleoprotein complex, neuron projection, extracellular vesicular exosome, nucleus, protein complex, cell-cell junction, Z disc, extracellular space, extracellular region, perinuclear region of cytoplasm, stress fiber, cortical cytoskeleton, pseudopodium, cytoplasm, platelet alpha granule lumen";0,00295297948057848
"68";68;"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";9;16;0,000840483295792643;8;7;8;8;0,00108765389112543;0,00110892254576706;"cytosol, extracellular vesicular exosome, mitochondrion, cytoplasm";0,00121147876126297
"74";74;"O60488";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";2;2;4,04874161475359e-05;NA;2;NA;2;NA;NA;"extracellular vesicular exosome, neuronal cell body, mitochondrial outer membrane, peroxisome, peroxisomal membrane, cytoplasm, integral component of membrane, mitochondrial membrane, endoplasmic reticulum membrane, lipid particle";0,000151434845157871
"79";79;"O60711";"O60711-1,O60711-2";"LPXN_HUMAN";"Leupaxin";"LPXN";3;4;0,000149153123735223;3;1;3;1;NA;NA;"nucleus, perinuclear region of cytoplasm, podosome, cytoplasm, cell projection, focal adhesion, plasma membrane";0,000302869690315742
"82";82;"O60869";"O60869-1,O60869-2";"EDF1_HUMAN";"Endothelial differentiation-related factor 1";"EDF1";2;2;0,000194503735681744;2;NA;2;NA;NA;NA;"extracellular vesicular exosome, nucleolus, nucleus, intracellular, cytoplasm";0,000151434845157871
"83";83;"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";3;5;0,000349351369913811;3;1;4;1;0,000723342636330993;0,000184371831031658;"cytosol, membrane, extracellular vesicular exosome";0,000378587112894677
"84";84;"O60888";"O60888-1,O60888-2,O60888-3";"CUTA_HUMAN";"Protein CutA";"CUTA";3;6;0,000321637462356403;3;2;3;3;NA;NA;"membrane, extracellular vesicular exosome";0,000454304535473612
"85";85;"O75083";"O75083-1";"WDR1_HUMAN";"WD repeat-containing protein 1";"WDR1";12;19;0,000902548687684922;9;10;9;10;NA;NA;"extracellular region, extracellular vesicular exosome, podosome, cytoplasm, cell junction, cytosol, cell projection";0,00143863102899977
"86";86;"O75131";"O75131";"CPNE3_HUMAN";"Copine-3";"CPNE3";2;4;0,000214424974904268;2;2;2;2;0,000277483394942615;0,000282909476294389;"extracellular vesicular exosome, cytosol, cytoplasm";0,000302869690315742
"88";88;"O75223";"O75223-1";"GGCT_HUMAN";"Gamma-glutamylcyclotransferase";"GGCT";3;5;0,000765599810662182;2;3;2;3;NA;NA;"cytosol, extracellular vesicular exosome";0,000378587112894677
"89";89;"O75340";"O75340";"PDCD6_HUMAN";"Programmed cell death protein 6";"PDCD6";2;2;0,000301429873098409;2;NA;2;NA;0,000780149649655416;NA;"endoplasmic reticulum membrane, nucleus, extracellular vesicular exosome, cytoplasm, endosome, endoplasmic reticulum, cytoplasmic vesicle, nuclear membrane";0,000151434845157871
"90";90;"O75347";"O75347";"TBCA_HUMAN";"Tubulin-specific chaperone A";"TBCA";3;3;0,000799626468913834;3;NA;3;NA;0,00206956365394701;NA;"nucleolus, cytoplasm, extracellular vesicular exosome, microtubule, microtubule cytoskeleton";0,000227152267736806
"91";91;"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";2;2;0,000487907675947424;2;NA;2;NA;0,00126278460240834;NA;"plasma membrane, lysosomal membrane, vacuolar proton-transporting V-type ATPase complex, cytosol, extracellular vesicular exosome";0,000151434845157871
