"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A0FGR8";"A0FGR8-2";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";3;6;0,000110557402150255;2;2;3;3;0,000110768569809907;0,000110402977792867;"integral component of plasma membrane, membrane, extrinsic component of cytoplasmic side of plasma membrane, organelle membrane contact site, intrinsic component of endoplasmic reticulum membrane";0,000263516184285652
"2";2;"A1L0T0";"A1L0T0";"ILVBL_HUMAN";"Acetolactate synthase-like protein";"ILVBL";1;2;5,37043076900762e-05;1;1;1;1;5,38068843855087e-05;5,36292945924211e-05;"integral component of membrane, membrane";8,78387280952172e-05
"4";4;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";7;10;0,0001667049236745;6;4;6;4;0,000200428001561738;0,000133177658869981;"plasma membrane, myosin complex, extracellular vesicular exosome, membrane";0,000439193640476086
"6";6;"O00116";"O00116";"ADAS_HUMAN";"Alkyldihydroxyacetonephosphate synthase, peroxisomal";"AGPS";3;5;0,000128955632447295;3;2;3;2;0,000155042329475569;0,000103020407849271;"peroxisomal membrane, peroxisomal matrix, mitochondrion, intracellular membrane-bounded organelle, peroxisome, nucleolus, membrane";0,000219596820238043
"7";7;"O00139";"O00139-1,O00139-2,O00139-3,O00139-4";"KIF2A_HUMAN";"Kinesin-like protein KIF2A";"KIF2A";2;2;1,20188110694505e-05;NA;2;NA;2;NA;2,40040468713953e-05;"kinesin complex, cytosol, spindle pole, membrane, centrosome, microtubule";8,78387280952172e-05
"8";8;"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";3;6;0,000442858406137504;3;3;3;3;0,000424742556523235;0,000456414183955171;"cytoplasm, membrane, nucleus";0,000263516184285652
"11";11;"O00170";"O00170";"AIP_HUMAN";"AH receptor-interacting protein";"AIP";2;4;0,000205703772485625;2;2;2;2;0,000206096672312979;0,000205416449590364;"cytosol, cytoplasm, membrane, nucleus";0,000175677456190434
"12";12;"O00178";"O00178";"GTPB1_HUMAN";"GTP-binding protein 1";"GTPBP1";2;4;0,000101468228580353;2;2;2;2;0,000101662035670079;0,000101326499797938;"cytoplasmic exosome (RNase complex), membrane, cytosol";0,000175677456190434
"14";14;"O00217";"O00217";"NDUS8_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial";"NDUFS8";5;10;0,000808121963336385;4;5;5;5;0,000809665498372417;0,000806993194819288;"mitochondrial respiratory chain complex I, mitochondrion, mitochondrial inner membrane";0,000439193640476086
"15";15;"O00231";"O00231-1,O00231-2";"PSD11_HUMAN";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";11;22;0,000442360600783661;11;8;14;8;0,000564079754790262;0,000321267433008627;"cytosol, extracellular vesicular exosome, proteasome complex, proteasome accessory complex, membrane, nucleoplasm, nucleus";0,000966226009047389
