"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"A0FGR8";"A0FGR8-1,A0FGR8-2,A0FGR8-6";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";2;4;2,66483813844789e-05;1;2;1;3;1,33114785953135e-05;4,00103510990947e-05;"integral component of plasma membrane, membrane, extrinsic component of cytoplasmic side of plasma membrane, organelle membrane contact site, intrinsic component of endoplasmic reticulum membrane";0,000190458051614132
"5";5;"A8MTJ3";"A8MTJ3";"GNAT3_HUMAN";"Guanine nucleotide-binding protein G(t) subunit alpha-3";"GNAT3";1;1;6,21155192436894e-05;0;1;0;1;0;0,000121939537356975;"photoreceptor inner segment, apical plasma membrane, photoreceptor outer segment, acrosomal vesicle, protein complex, axoneme, heterotrimeric G-protein complex, plasma membrane";4,7614512903533e-05
"7";7;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";6;8;0,000144655162603762;5;3;5;3;0,000180646440858797;0,000108593909711983;"plasma membrane, myosin complex, extracellular vesicular exosome, membrane";0,000380916103228264
"13";13;"O00161";"O00161-1,O00161-2";"SNP23_HUMAN";"Synaptosomal-associated protein 23";"SNAP23";2;2;8,7238717731416e-05;NA;2;NA;2;NA;0,000174642338209793;"plasma membrane, cell junction, extracellular vesicular exosome, nucleus, synapse, azurophil granule, neuron projection, specific granule";9,5229025807066e-05
"21";21;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";11;27;0,00206223641043932;11;11;14;13;0,00213657516607434;0,00198773416476955;"brush border, blood microparticle, plasma membrane, cytoplasm, chloride channel complex, nuclear envelope, mitochondrion, vesicle, nucleus, extracellular vesicular exosome, perinuclear region of cytoplasm, extracellular space, nuclear membrane, membrane";0,00128559184839539
"40";40;"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";1;1;2,46087826755732e-05;NA;1;NA;1;NA;4,92640820351153e-05;"cytoplasm, nucleus, plasma membrane, postsynaptic density, membrane, integral component of membrane, extracellular vesicular exosome, Golgi-associated vesicle, cell surface, tetraspanin-enriched microdomain, Golgi apparatus, perinuclear endoplasmic reticulum";4,7614512903533e-05
"61";61;"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";11;26;0,00159530535158183;10;9;14;12;0,00171638205007972;0,00147398133449065;"cell leading edge, synapse, extracellular vesicular exosome, Arp2/3 protein complex, focal adhesion, actin cytoskeleton, Golgi apparatus, neuron projection, endosome, plasma membrane, cytosol, cytoplasm";0,00123797733549186
"90";90;"O43491";"O43491-1";"E41L2_HUMAN";"Band 4.1-like protein 2";"EPB41L2";4;5;0,000146526323911075;4;1;4;1;0,000182983160989309;0,000109998607051541;"spectrin, plasma membrane, extracellular vesicular exosome, extrinsic component of membrane";0,000238072564517665
"91";91;"O43493";"O43493-1,O43493-2,O43493-3,O43493-4,O43493-5,O43493-6";"TGON2_HUMAN";"Trans-Golgi network integral membrane protein 2";"TGOLN2";1;1;6,3914477226836e-06;1;NA;1;NA;1,27706997773789e-05;NA;"nucleus, integral component of membrane, plasma membrane, Golgi apparatus, trans-Golgi network, transport vesicle";4,7614512903533e-05
"94";94;"O43665";"O43665-3";"RGS10_HUMAN";"Regulator of G-protein signaling 10";"RGS10";1;1;0,000106400979429646;1;NA;1;NA;0,000212598932710122;NA;"cytoplasm, plasma membrane, axon terminus, neuronal cell body, nucleus, dendritic spine";4,7614512903533e-05
"110";110;"O43847";"O43847-1,O43847-2";"NRDC_HUMAN";"Nardilysin";"NRD1";4;5;4,00160205246278e-05;3;2;3;2;4,79734113376319e-05;3,20430724889272e-05;"cell surface, cytosol";0,000238072564517665
"126";126;"O60711";"O60711-1,O60711-2";"LPXN_HUMAN";"Leupaxin";"LPXN";2;3;7,1531228398946e-05;1;2;1;2;4,7641988806802e-05;9,54651123374773e-05;"perinuclear region of cytoplasm, nucleus, focal adhesion, membrane, podosome, plasma membrane, cytoplasm, cell projection";0,000142843538710599
"139";139;"O75122";"O75122-1";"CLAP2_HUMAN";"CLIP-associating protein 2";"CLASP2";2;3;4,26755087511486e-05;2;1;2;1;5,68463915901872e-05;2,84772282552289e-05;"kinetochore microtubule, microtubule organizing center, plasma membrane, condensed chromosome kinetochore, cell cortex, cytosol, ruffle membrane, trans-Golgi network, microtubule, cytoplasmic microtubule, cytoplasm, membrane, Golgi apparatus";0,000142843538710599
"143";143;"O75323";"O75323-1";"NIPS2_HUMAN";"Protein NipSnap homolog 2";"GBAS";5;8;0,000551669413826037;4;4;4;4;0,000578700241660245;0,000515378088982744;"membrane, mitochondrion, integral component of plasma membrane";0,000380916103228264
"146";146;"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";4;8;0,00124795725025958;4;2;5;3;0,00155845827791742;0,000936852543108463;"cytosol, lysosomal membrane, vacuolar proton-transporting V-type ATPase complex, plasma membrane, extracellular vesicular exosome";0,000380916103228264
"149";149;"O75369";"O75369-1,O75369-2,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";27;46;8,77448494654592e-05;22;23;22;24;8,1445288576937e-05;9,40337231916057e-05;"extracellular vesicular exosome, cytoplasm, integral component of membrane, actin cytoskeleton, focal adhesion, stress fiber, cytosol, cell cortex, plasma membrane, Z disc";0,00219026759356252
"157";157;"O75449";"O75449-1,O75449-2";"KTNA1_HUMAN";"Katanin p60 ATPase-containing subunit A1";"KATNA1";1;2;3,74895507970036e-05;1;1;1;1;3,74537834611519e-05;3,75249830572976e-05;"midbody, spindle, lipid particle, plasma membrane, growth cone, spindle pole, cytoplasm, axon, nucleus, microtubule, neuronal cell body, centrosome";9,5229025807066e-05
"164";164;"O75534";"O75534-1,O75534-2";"CSDE1_HUMAN";"Cold shock domain-containing protein E1";"CSDE1";2;4;4,61337579983177e-05;2;2;2;2;4,60897435574576e-05;4,61773601030905e-05;"CRD-mediated mRNA stability complex, cytoplasm, plasma membrane, Golgi apparatus";0,000190458051614132
"168";168;"O75695";"O75695";"XRP2_HUMAN";"Protein XRP2";"RP2";2;4;0,000210369936472329;2;2;2;2;0,000210169230622007;0,000210568762070093;"plasma membrane, ciliary basal body, extracellular vesicular exosome, cytoplasmic vesicle, cytoplasm";0,000190458051614132
"188";188;"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";4;7;0,000157313168591371;2;4;3;4;0,000151981881648145;0,000171304648894833;"extracellular vesicular exosome, plasma membrane";0,000333301590324731
"199";199;"O95232";"O95232-1";"LC7L3_HUMAN";"Luc7-like protein 3";"LUC7L3";2;5;0,000213048257422787;2;2;2;3;0,000170275997031718;0,00025589953723796;"nuclear speck, nucleus, plasma membrane, U1 snRNP, focal adhesion";0,000238072564517665
"209";209;"O95466";"O95466-1,O95466-2,O95466-3";"FMNL_HUMAN";"Formin-like protein 1";"FMNL1";5;6;3,34679444387796e-05;4;2;4;2;4,45813519501226e-05;2,23330505225856e-05;"phagocytic vesicle, cell cortex, cytosol, extracellular vesicular exosome, plasma membrane, membrane, bleb";0,000285687077421198
"214";214;"O95716";"O95716";"RAB3D_HUMAN";"Ras-related protein Rab-3D";"RAB3D";0;0;0;0;0;0;0;NA;0;"extracellular vesicular exosome, plasma membrane, zymogen granule, mitochondrion, transport vesicle";0
"215";215;"O95721";"O95721";"SNP29_HUMAN";"Synaptosomal-associated protein 29";"SNAP29";1;2;0,00014269278636689;1;1;1;1;0,000142556648677718;0,000142827648690954;"SNARE complex, plasma membrane, cell junction, cytoplasm, synapse, centrosome, neuron projection";9,5229025807066e-05
"219";219;"O95782";"O95782-1,O95782-2";"AP2A1_HUMAN";"AP-2 complex subunit alpha-1";"AP2A1";3;6;5,65221170153391e-05;3;3;3;3;5,64681914414296e-05;5,65755374036841e-05;"clathrin-coated endocytic vesicle membrane, clathrin coat of trans-Golgi network vesicle, plasma membrane, cytosol, AP-2 adaptor complex, endocytic vesicle membrane, membrane, basolateral plasma membrane, apical plasma membrane";0,000285687077421198
"227";227;"O96019";"O96019-1";"ACL6A_HUMAN";"Actin-like protein 6A";"ACTL6A";1;1;4,29076210753585e-05;1;NA;1;NA;8,57333691348512e-05;NA;"nucleoplasm, nuclear chromatin, Ino80 complex, nucleus, protein complex, SWI/SNF complex, plasma membrane, NuA4 histone acetyltransferase complex, npBAF complex";4,7614512903533e-05
"236";236;"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";12;26;0,00111300373366174;12;9;14;12;0,00119747584889283;0,00102835907057487;"extracellular vesicular exosome, mitochondrial inner membrane, plasma membrane, mitochondrion, mitochondrial matrix";0,00123797733549186
"238";238;"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";7;14;0,000709926094155931;6;6;7;7;0,000709248781024678;0,000710597062082269;"cytosol, neuronal cell body, extracellular space, lysosome, cytoplasm, plasma membrane, membrane, external side of plasma membrane, cytoplasmic membrane-bounded vesicle lumen, dendrite cytoplasm, cell junction, cell surface";0,000666603180649462
"239";239;"P00918";"P00918";"CAH2_HUMAN";"Carbonic anhydrase 2";"CA2";2;4;0,000283190299097366;2;2;2;2;0,000282920118145009;0,000283457948940509;"axon, extracellular vesicular exosome, apical part of cell, basolateral plasma membrane, plasma membrane, extracellular space, cytoplasm, cytosol, microvillus";0,000190458051614132
"240";240;"P01889";"P01889";"1B07_HUMAN";"HLA class I histocompatibility antigen, B-7 alpha chain";"HLA-B";0;0;NA;0;0;0;0;NA;NA;"extracellular vesicular exosome, cell surface, membrane, MHC class I protein complex, endoplasmic reticulum, Golgi apparatus, Golgi membrane, early endosome membrane, ER to Golgi transport vesicle membrane, integral component of lumenal side of endoplasmic reticulum membrane, integral component of plasma membrane, phagocytic vesicle membrane, plasma membrane";0
"241";241;"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"early endosome membrane, Golgi medial cisterna, Golgi membrane, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface, endoplasmic reticulum, ER to Golgi transport vesicle membrane, endoplasmic reticulum exit site, Golgi apparatus, MHC class I protein complex, phagocytic vesicle membrane";0
