"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A0FGR8";"A0FGR8-2";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";3;6;0,000110557402150255;2;2;3;3;0,000110768569809907;0,000110402977792867;"integral component of plasma membrane, membrane, extrinsic component of cytoplasmic side of plasma membrane, organelle membrane contact site, intrinsic component of endoplasmic reticulum membrane";0,000263516184285652
"4";4;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";7;10;0,0001667049236745;6;4;6;4;0,000200428001561738;0,000133177658869981;"plasma membrane, myosin complex, extracellular vesicular exosome, membrane";0,000439193640476086
"19";19;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";10;24;0,00169001439635493;9;9;13;11;0,00183434590087693;0,00154701600002702;"brush border, blood microparticle, plasma membrane, cytoplasm, chloride channel complex, nuclear envelope, mitochondrion, vesicle, nucleus, extracellular vesicular exosome, perinuclear region of cytoplasm, extracellular space, nuclear membrane, membrane";0,00105406473714261
"21";21;"O00400";"O00400";"ACATN_HUMAN";"Acetyl-coenzyme A transporter 1";"SLC33A1";1;1;3,09117690893699e-05;1;NA;1;NA;6,19416228263051e-05;NA;"endoplasmic reticulum membrane, Golgi membrane, membrane, integral component of plasma membrane";4,39193640476086e-05
"43";43;"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";2;4;9,07516643318935e-05;2;2;2;2;9,09250024910201e-05;9,06249042310431e-05;"cytoplasm, nucleus, plasma membrane, postsynaptic density, membrane, integral component of membrane, extracellular vesicular exosome, Golgi-associated vesicle, cell surface, tetraspanin-enriched microdomain, Golgi apparatus, perinuclear endoplasmic reticulum";0,000175677456190434
"46";46;"O14745";"O14745";"NHRF1_HUMAN";"Na(+)/H(+) exchange regulatory cofactor NHE-RF1";"SLC9A3R1";2;3;0,000142211406955844;2;NA;3;NA;0,000284966069259566;NA;"microvillus membrane, filopodium, sperm midpiece, plasma membrane, actin cytoskeleton, ruffle, intracellular membrane-bounded organelle, apical plasma membrane, membrane, microvillus, vesicle, brush border membrane, extracellular vesicular exosome, cell periphery, membrane raft, centrosome, endomembrane system, cytoplasm";0,000131758092142826
"51";51;"O14920";"O14920-1,O14920-2,O14920-4";"IKKB_HUMAN";"Inhibitor of nuclear factor kappa-B kinase subunit beta";"IKBKB";2;2;1,49652215432664e-05;2;NA;2;NA;2,99876110508303e-05;NA;"cytosol, cytoplasm, IkappaB kinase complex, nucleus, membrane raft, CD40 receptor complex, cytoplasmic side of plasma membrane";8,78387280952172e-05
"66";66;"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";11;25;0,00141421343583867;11;9;14;11;0,00158694437680994;0,0012427695200217;"cell leading edge, synapse, extracellular vesicular exosome, Arp2/3 protein complex, focal adhesion, actin cytoskeleton, Golgi apparatus, neuron projection, endosome, plasma membrane, cytosol, cytoplasm";0,00109798410119021
"72";72;"O15294";"O15294-1,O15294-2,O15294-3,O15294-4";"OGT1_HUMAN";"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit";"OGT";1;1;4,05606147946082e-06;NA;1;NA;1;NA;8,10079210860662e-06;"mitochondrion, cytoplasm, nucleus, cytosol, microtubule organizing center, histone acetyltransferase complex, MLL5-L complex, plasma membrane, nucleoplasm";4,39193640476086e-05
"96";96;"O43464";"O43464-1,O43464-2,O43464-3";"HTRA2_HUMAN";"Serine protease HTRA2, mitochondrial";"HTRA2";1;1;1,2351209046626e-05;NA;1;NA;1;NA;2,4667914252118e-05;"endoplasmic reticulum membrane, mitochondrial membrane, chromatin, membrane, nucleus, mitochondrial intermembrane space, cytoplasmic side of plasma membrane, cytoskeleton, mitochondrion, CD40 receptor complex, cytosol, endoplasmic reticulum";4,39193640476086e-05
