"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"A0FGR8";"A0FGR8-1,A0FGR8-2,A0FGR8-6";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";2;4;2,66483813844789e-05;1;2;1;3;1,33114785953135e-05;4,00103510990947e-05;"integral component of plasma membrane, membrane, extrinsic component of cytoplasmic side of plasma membrane, organelle membrane contact site, intrinsic component of endoplasmic reticulum membrane";0,000190458051614132
"3";3;"A1L0T0";"A1L0T0";"ILVBL_HUMAN";"Acetolactate synthase-like protein";"ILVBL";1;2;5,8251169118129e-05;1;1;1;1;5,81955939222328e-05;5,83062236744719e-05;"integral component of membrane, membrane";9,5229025807066e-05
"5";5;"A8MTJ3";"A8MTJ3";"GNAT3_HUMAN";"Guanine nucleotide-binding protein G(t) subunit alpha-3";"GNAT3";1;1;6,21155192436894e-05;0;1;0;1;0;0,000121939537356975;"photoreceptor inner segment, apical plasma membrane, photoreceptor outer segment, acrosomal vesicle, protein complex, axoneme, heterotrimeric G-protein complex, plasma membrane";4,7614512903533e-05
"7";7;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";6;8;0,000144655162603762;5;3;5;3;0,000180646440858797;0,000108593909711983;"plasma membrane, myosin complex, extracellular vesicular exosome, membrane";0,000380916103228264
"9";9;"O00116";"O00116";"ADAS_HUMAN";"Alkyldihydroxyacetonephosphate synthase, peroxisomal";"AGPS";2;3;8,39241767841737e-05;1;2;1;2;5,58960719739379e-05;0,000112004660675581;"peroxisomal membrane, peroxisomal matrix, mitochondrion, intracellular membrane-bounded organelle, peroxisome, nucleolus, membrane";0,000142843538710599
"10";10;"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";4;8;0,00057081723859083;3;4;3;5;0,000419907786591099;0,00073021954059616;"cytoplasm, membrane, nucleus";0,000380916103228264
"13";13;"O00161";"O00161-1,O00161-2";"SNP23_HUMAN";"Synaptosomal-associated protein 23";"SNAP23";2;2;8,7238717731416e-05;NA;2;NA;2;NA;0,000174642338209793;"plasma membrane, cell junction, extracellular vesicular exosome, nucleus, synapse, azurophil granule, neuron projection, specific granule";9,5229025807066e-05
"15";15;"O00203";"O00203-1,Q13367-1";"AP3B1_HUMAN, AP3B2_HUMAN";"AP-3 complex subunit beta-1, AP-3 complex subunit beta-2";"AP3B1, AP3B2";1;1;8,4592690447283e-06;1;NA;1;NA;1,69023967641779e-05;NA;"Golgi apparatus, lysosomal membrane, membrane, AP-3 adaptor complex, clathrin-coated vesicle membrane";4,7614512903533e-05
"16";16;"O00217";"O00217";"NDUS8_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial";"NDUFS8";4;9;0,000788887261771233;4;4;5;4;0,000875705127591694;0,000701895873566976;"mitochondrial respiratory chain complex I, mitochondrion, mitochondrial inner membrane";0,000428530616131797
"17";17;"O00231";"O00231-1,O00231-2";"PSD11_HUMAN";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";9;13;0,000283525832627102;6;7;6;7;0,000261466459897046;0,000305624091867137;"cytosol, extracellular vesicular exosome, proteasome complex, proteasome accessory complex, membrane, nucleoplasm, nucleus";0,000618988667745929
"18";18;"O00232";"O00232-1";"PSD12_HUMAN";"26S proteasome non-ATPase regulatory subunit 12";"PSMD12";8;13;0,000524771497230864;7;5;8;5;0,000645256409804406;0,000404051900902042;"proteasome accessory complex, membrane, nucleoplasm, cytosol, extracellular vesicular exosome, proteasome regulatory particle";0,000618988667745929
"20";20;"O00264";"O00264";"PGRC1_HUMAN";"Membrane-associated progesterone receptor component 1";"PGRMC1";3;6;0,000637178172969073;3;3;3;3;0,000707300295362522;0,000566915897881019;"endoplasmic reticulum, extracellular vesicular exosome, membrane, nucleolus, integral component of membrane, endoplasmic reticulum membrane";0,000285687077421198
"21";21;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";11;27;0,00206223641043932;11;11;14;13;0,00213657516607434;0,00198773416476955;"brush border, blood microparticle, plasma membrane, cytoplasm, chloride channel complex, nuclear envelope, mitochondrion, vesicle, nucleus, extracellular vesicular exosome, perinuclear region of cytoplasm, extracellular space, nuclear membrane, membrane";0,00128559184839539
"22";22;"O00303";"O00303";"EIF3F_HUMAN";"Eukaryotic translation initiation factor 3 subunit F";"EIF3F";7;18;0,000928102660907333;6;7;8;10;0,000824193061262771;0,00103219981406908;"eukaryotic translation initiation factor 3 complex, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, membrane, cytosol";0,000857061232263594
"23";23;"O00410";"O00410-1,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";20;36;0,000302035232401019;15;17;16;20;0,000268219619754612;0,000335911881151014;"cytoplasm, membrane, Golgi apparatus, nuclear membrane, intracellular membrane-bounded organelle, nucleus, nuclear pore";0,00171412246452719
"25";25;"O00429";"O00429-1,O00429-2,O00429-3,O00429-4,O00429-5,O00429-6";"DNM1L_HUMAN";"Dynamin-1-like protein";"DNM1L";7;10;4,16833547131539e-05;5;5;5;5;4,16435862305833e-05;4,17227506366239e-05;"synaptic vesicle membrane, mitochondrion, membrane, microtubule, cytosol, cytoplasm, cell junction, mitochondrial outer membrane, protein complex, Golgi apparatus, coated pit, perinuclear region of cytoplasm, peroxisome, intracellular membrane-bounded organelle";0,00047614512903533
"26";26;"O00461";"O00461";"GOLI4_HUMAN";"Golgi integral membrane protein 4";"GOLIM4";3;3;7,93421096608999e-05;3;NA;3;NA;0,000158532824822634;NA;"endosome membrane, nucleus, cis-Golgi network, membrane, Golgi cisterna membrane, integral component of membrane, Golgi apparatus, endocytic vesicle, Golgi lumen";0,000142843538710599
"27";27;"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";3;7;0,00159076032209014;3;3;4;3;0,00181627730167166;0,00136479753193579;"mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome, mitochondrial respiratory chain complex I, mitochondrial respiratory chain complex IV";0,000333301590324731
"30";30;"O00571";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";9;17;0,000243972541079886;8;9;8;9;0,000229641102945496;0,000258315507189225;"cytoplasm, mitochondrial outer membrane, extracellular vesicular exosome, nucleus, cytoplasmic stress granule, nuclear speck";0,000809446719360061
"35";35;"O00767";"O00767";"ACOD_HUMAN";"Acyl-CoA desaturase";"SCD";1;1;5,1274009585874e-05;1;NA;1;NA;0,000102450182058081;NA;"membrane, endoplasmic reticulum membrane, endoplasmic reticulum, integral component of membrane";4,7614512903533e-05
"36";36;"O14548";"O14548";"COX7R_HUMAN";"Cytochrome c oxidase subunit 7A-related protein, mitochondrial";"COX7A2L";1;1;0,000161468152994112;1;NA;1;NA;0,000322628204902203;NA;"mitochondrial inner membrane, mitochondrial respiratory chain";4,7614512903533e-05
"37";37;"O14561";"O14561";"ACPM_HUMAN";"Acyl carrier protein, mitochondrial";"NDUFAB1";2;4;0,000471983831828943;1;2;2;2;0,000471533530241681;0,000472429914900849;"mitochondrial matrix, mitochondrial membrane, mitochondrial inner membrane, mitochondrial respiratory chain complex I";0,000190458051614132
"40";40;"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";1;1;2,46087826755732e-05;NA;1;NA;1;NA;4,92640820351153e-05;"cytoplasm, nucleus, plasma membrane, postsynaptic density, membrane, integral component of membrane, extracellular vesicular exosome, Golgi-associated vesicle, cell surface, tetraspanin-enriched microdomain, Golgi apparatus, perinuclear endoplasmic reticulum";4,7614512903533e-05
"48";48;"O14828";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";2;4;0,000106094348365007;2;2;2;2;0,000105993127835306;0,000106194620640537;"integral component of membrane, Golgi membrane, extracellular vesicular exosome";0,000190458051614132
"49";49;"O14929";"O14929-1";"HAT1_HUMAN";"Histone acetyltransferase type B catalytic subunit";"HAT1";5;8;0,000351453354488378;5;3;5;3;0,000438897557981517;0,000263839141018613;"intracellular membrane-bounded organelle, cytoplasm, nucleoplasm, nucleus, protein complex, nuclear matrix, nuclear chromatin";0,000380916103228264
"54";54;"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";19;35;0,000601548020958457;16;18;17;18;0,000583803418394463;0,000619319888441449;"intracellular membrane-bounded organelle, nucleolus, membrane, cytoplasm, nucleus, nucleoplasm, ribonucleoprotein complex, cytosol, nuclear envelope, nuclear membrane, Cajal body, annulate lamellae, kinetochore";0,00166650795162365
"58";58;"O15126";"O15126-1";"SCAM1_HUMAN";"Secretory carrier-associated membrane protein 1";"SCAMP1";1;2;0,000108919345806679;1;1;1;1;0,000108815430055773;0,000109022288054042;"recycling endosome membrane, clathrin-coated vesicle, trans-Golgi network, integral component of membrane";9,5229025807066e-05
"59";59;"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";2;4;0,000223797804757797;1;2;2;2;0,000223584287895752;0,000224009321351162;"integral component of membrane, intracellular membrane-bounded organelle, transport vesicle, trans-Golgi network membrane, extracellular vesicular exosome, recycling endosome membrane, nucleus, Golgi apparatus";0,000190458051614132
"61";61;"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";11;26;0,00159530535158183;10;9;14;12;0,00171638205007972;0,00147398133449065;"cell leading edge, synapse, extracellular vesicular exosome, Arp2/3 protein complex, focal adhesion, actin cytoskeleton, Golgi apparatus, neuron projection, endosome, plasma membrane, cytosol, cytoplasm";0,00123797733549186
"62";62;"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";4;9;0,000930709690853702;4;4;5;4;0,00103313526288908;0,000828079401399241;"extracellular vesicular exosome, membrane, cytosol, Arp2/3 protein complex, actin cytoskeleton, lamellipodium";0,000428530616131797
"63";63;"O15173";"O15173";"PGRC2_HUMAN";"Membrane-associated progesterone receptor component 2";"PGRMC2";1;2;0,000185724579564976;1;1;1;1;0,00020616376322226;0,000165244544225409;"membrane, integral component of membrane";9,5229025807066e-05
"65";65;"O15260";"O15260-1,O15260-2";"SURF4_HUMAN";"Surfeit locus protein 4";"SURF4";2;6;0,000205286648044559;2;2;3;3;0,000205090791963854;0,000205480669306317;"endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, Golgi membrane, integral component of membrane";0,000285687077421198
"67";67;"O15269";"O15269-1,O15269-2";"SPTC1_HUMAN";"Serine palmitoyltransferase 1";"SPTLC1";1;1;1,94581072318486e-05;1;NA;1;NA;3,88790860030139e-05;NA;"serine C-palmitoyltransferase complex, integral component of membrane, endoplasmic reticulum membrane, SPOTS complex";4,7614512903533e-05
"68";68;"O15270";"O15270";"SPTC2_HUMAN";"Serine palmitoyltransferase 2";"SPTLC2";1;1;3,27533264080583e-05;1;NA;1;NA;6,54441554427956e-05;NA;"serine C-palmitoyltransferase complex, mitochondrion, endoplasmic reticulum membrane, integral component of membrane";4,7614512903533e-05
"72";72;"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";5;10;0,000335900902214029;3;5;4;6;0,000268464345685045;0,000403462044112404;"eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex, cytosol, eukaryotic 48S preinitiation complex, membrane";0,00047614512903533
"73";73;"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";8;16;0,00083669861096949;8;7;9;7;0,000940387892697899;0,00073280322027234;"cytosol, eukaryotic 48S preinitiation complex, extracellular vesicular exosome, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex, membrane";0,000761832206456528
"75";75;"O15400";"O15400-1,O15400-2";"STX7_HUMAN";"Syntaxin-7";"STX7";2;2;7,05263196985777e-05;2;NA;2;NA;0,000140918066509008;NA;"perinuclear region of cytoplasm, extracellular vesicular exosome, SNARE complex, early endosome membrane, lysosomal membrane, integral component of membrane, intracellular membrane-bounded organelle";9,5229025807066e-05
"78";78;"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";3;7;0,000882545110200695;2;3;3;4;0,000755745521072284;0,00100957625650044;"mitochondrial outer membrane, membrane, integral component of membrane";0,000333301590324731
"80";80;"O43181";"O43181";"NDUS4_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial";"NDUFS4";2;3;0,000315554904708493;2;1;2;1;0,000420338461244013;0,000210568762070093;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrion";0,000142843538710599
"81";81;"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";10;22;0,000758356044399313;9;7;11;11;0,000757632526118657;0,000759072784615971;"cytoplasm, proteasome accessory complex, cytosol, extracellular vesicular exosome, proteasome complex, nucleus, membrane, nucleoplasm";0,00104751928387773
"82";82;"O43264";"O43264";"ZW10_HUMAN";"Centromere/kinetochore protein zw10 homolog";"ZW10";1;1;2,36294858040164e-05;1;NA;1;NA;4,72138836442248e-05;NA;"spindle pole, cytosol, kinetochore microtubule, nucleus, kinetochore, cytoplasm, endoplasmic reticulum, endoplasmic reticulum membrane, membrane, condensed chromosome kinetochore";4,7614512903533e-05
"90";90;"O43491";"O43491-1";"E41L2_HUMAN";"Band 4.1-like protein 2";"EPB41L2";4;5;0,000146526323911075;4;1;4;1;0,000182983160989309;0,000109998607051541;"spectrin, plasma membrane, extracellular vesicular exosome, extrinsic component of membrane";0,000238072564517665
"91";91;"O43493";"O43493-1,O43493-2,O43493-3,O43493-4,O43493-5,O43493-6";"TGON2_HUMAN";"Trans-Golgi network integral membrane protein 2";"TGOLN2";1;1;6,3914477226836e-06;1;NA;1;NA;1,27706997773789e-05;NA;"nucleus, integral component of membrane, plasma membrane, Golgi apparatus, trans-Golgi network, transport vesicle";4,7614512903533e-05
"93";93;"O43615";"O43615";"TIM44_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM44";"TIMM44";7;10;0,000407242686755061;4;5;4;6;0,000325483321759745;0,000489153097729198;"mitochondrion, mitochondrial matrix, mitochondrial inner membrane";0,00047614512903533
"94";94;"O43665";"O43665-3";"RGS10_HUMAN";"Regulator of G-protein signaling 10";"RGS10";1;1;0,000106400979429646;1;NA;1;NA;0,000212598932710122;NA;"cytoplasm, plasma membrane, axon terminus, neuronal cell body, nucleus, dendritic spine";4,7614512903533e-05
"96";96;"O43676";"O43676";"NDUB3_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3";"NDUFB3";2;2;0,000375660600843444;NA;2;NA;2;NA;0,000752031293107474;"integral component of membrane, extracellular vesicular exosome, mitochondrial respiratory chain complex I, mitochondrial inner membrane";9,5229025807066e-05
"97";97;"O43678";"O43678";"NDUA2_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2";"NDUFA2";2;2;0,000371866049319773;2;NA;2;NA;0,000743022532502044;NA;"mitochondrial respiratory chain complex I, mitochondrial membrane, mitochondrial inner membrane";9,5229025807066e-05
"102";102;"O43747";"O43747-1,O43747-2";"AP1G1_HUMAN";"AP-1 complex subunit gamma-1";"AP1G1";4;6;6,71801804428057e-05;4;2;4;2;8,94881152283483e-05;4,48291160124893e-05;"cytosol, cytoplasm, cytoplasmic vesicle membrane, perinuclear region of cytoplasm, clathrin-coated vesicle membrane, membrane, Golgi apparatus, lysosomal membrane, intracellular membrane-bounded organelle, recycling endosome, clathrin-coated vesicle, Golgi membrane, AP-type membrane coat adaptor complex, trans-Golgi network membrane, clathrin adaptor complex";0,000285687077421198
"103";103;"O43760";"O43760";"SNG2_HUMAN";"Synaptogyrin-2";"SYNGR2";1;1;8,21757564345035e-05;NA;1;NA;1;NA;0,00016450684536726;"integral component of membrane, synaptic vesicle, extracellular vesicular exosome";4,7614512903533e-05
"108";108;"O43823";"O43823";"AKAP8_HUMAN";"A-kinase anchor protein 8";"AKAP8";2;6;0,000159601469144469;2;2;3;3;0,000159449199532592;0,00015975231226416;"female pronucleus, condensed chromosome, membrane, mitochondrion, nucleus, Golgi apparatus, nuclear matrix";0,000285687077421198
"111";111;"O43852";"O43852-1,O43852-3";"CALU_HUMAN";"Calumenin";"CALU";7;12;0,000350616560787215;6;5;7;5;0,000408662392876124;0,00029245661398624;"sarcoplasmic reticulum lumen, Golgi apparatus, extracellular region, membrane, endoplasmic reticulum, melanosome";0,000571374154842396
"113";113;"O43920";"O43920";"NDUS5_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5";"NDUFS5";1;2;0,000347308857383562;1;1;1;1;0,000346977503385388;0,000347637107191191;"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrion, mitochondrial respiratory chain complex I";9,5229025807066e-05
"116";116;"O60306";"O60306";"AQR_HUMAN";"Intron-binding protein aquarius";"AQR";0;0;0;0;0;0;0;NA;0;"nucleus, catalytic step 2 spliceosome, membrane";0
"117";117;"O60313";"O60313-1,O60313-2";"OPA1_HUMAN";"Dynamin-like 120 kDa protein, mitochondrial";"OPA1";4;5;4,7935857920127e-05;2;3;2;3;3,83120993321366e-05;5,7577395878541e-05;"mitochondrion, dendrite, mitochondrial intermembrane space, integral component of membrane, mitochondrial outer membrane, membrane, mitochondrial inner membrane, mitochondrial crista";0,000238072564517665
"118";118;"O60343";"O60343-1,O60343-2,O60343-3";"TBCD4_HUMAN";"TBC1 domain family member 4";"TBC1D4";1;1;4,7271107964378e-06;NA;1;NA;1;NA;9,46315700109559e-06;"cytoplasm, cytoplasmic vesicle membrane, extracellular vesicular exosome";4,7614512903533e-05
"119";119;"O60488";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";8;11;0,000162733424837948;6;5;6;5;0,00018340429599734;0,000142526324537598;"endoplasmic reticulum membrane, lipid particle, membrane, neuronal cell body, mitochondrial outer membrane, cytoplasm, peroxisomal membrane, integral component of membrane, extracellular vesicular exosome";0,000523759641938863
"120";120;"O60493";"O60493-1";"SNX3_HUMAN";"Sorting nexin-3";"SNX3";2;2;0,000227251474584306;NA;2;NA;2;NA;0,000454932510645262;"intracellular membrane-bounded organelle, cytoplasm, endosome membrane, extracellular vesicular exosome, cytosol, early endosome";9,5229025807066e-05
"121";121;"O60506";"O60506-1";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";11;28;0,000998462503597841;11;9;16;12;0,00113349697414116;0,000861878560640026;"ribonucleoprotein complex, catalytic step 2 spliceosome, CRD-mediated mRNA stability complex, membrane, histone pre-mRNA 3'end processing complex, nucleoplasm, nucleus, endoplasmic reticulum, GAIT complex";0,00133320636129892
"124";124;"O60610";"O60610-1,O60610-2,O60610-3";"DIAP1_HUMAN";"Protein diaphanous homolog 1";"DIAPH1";21;42;0,000202596833473744;15;19;17;25;0,000163850487709767;0,00024141465777166;"ruffle membrane, neuron projection, cytoplasm, mitotic spindle";0,00199980954194839
"125";125;"O60664";"O60664-1,O60664-3";"PLIN3_HUMAN";"Perilipin-3";"PLIN3";8;16;0,000339306349148918;8;6;9;7;0,000381355458789931;0,000297173656147308;"Golgi apparatus, intracellular membrane-bounded organelle, cytoplasm, endosome, endosome membrane, lipid particle, membrane";0,000761832206456528
"126";126;"O60711";"O60711-1,O60711-2";"LPXN_HUMAN";"Leupaxin";"LPXN";2;3;7,1531228398946e-05;1;2;1;2;4,7641988806802e-05;9,54651123374773e-05;"perinuclear region of cytoplasm, nucleus, focal adhesion, membrane, podosome, plasma membrane, cytoplasm, cell projection";0,000142843538710599
"127";127;"O60749";"O60749";"SNX2_HUMAN";"Sorting nexin-2";"SNX2";1;1;4,0533706449389e-05;1;NA;1;NA;8,50395730840489e-05;NA;"retromer complex, early endosome membrane, extracellular vesicular exosome, cytoplasmic membrane-bounded vesicle, intracellular membrane-bounded organelle, endosome membrane, cytoplasm";4,7614512903533e-05
"128";128;"O60762";"O60762";"DPM1_HUMAN";"Dolichol-phosphate mannosyltransferase subunit 1";"DPM1";1;1;7,07975747743415e-05;1;NA;1;NA;0,000141460059072504;NA;"dolichol-phosphate-mannose synthase complex, membrane, endoplasmic reticulum membrane, endoplasmic reticulum, nucleus";4,7614512903533e-05
"129";129;"O60763";"O60763-1,O60763-2";"USO1_HUMAN";"General vesicular transport factor p115";"USO1";4;6;5,74034390062228e-05;3;3;3;3;5,73486725969613e-05;5,7457692352806e-05;"ER to Golgi transport vesicle membrane, cytosol, Golgi stack, endoplasmic reticulum, nucleolus, Golgi apparatus, Golgi membrane, membrane";0,000285687077421198
"133";133;"O60884";"O60884";"DNJA2_HUMAN";"DnaJ homolog subfamily A member 2";"DNAJA2";4;6;0,000268068487009642;4;2;4;2;0,000357083644260691;0,000178881229913914;"extracellular vesicular exosome, cytosol, membrane";0,000285687077421198
"134";134;"O60888";"O60888-1,O60888-2,O60888-3";"CUTA_HUMAN";"Protein CutA";"CUTA";2;2;6,85563107684498e-05;NA;2;NA;2;NA;0,00013724220991533;"membrane, extracellular vesicular exosome";9,5229025807066e-05
"137";137;"O75027";"O75027-1,O75027-2";"ABCB7_HUMAN";"ATP-binding cassette sub-family B member 7, mitochondrial";"ABCB7";2;2;2,4477884895384e-05;NA;2;NA;2;NA;4,90020390455668e-05;"integral component of membrane, mitochondrial inner membrane, mitochondrion";9,5229025807066e-05
"139";139;"O75122";"O75122-1";"CLAP2_HUMAN";"CLIP-associating protein 2";"CLASP2";2;3;4,26755087511486e-05;2;1;2;1;5,68463915901872e-05;2,84772282552289e-05;"kinetochore microtubule, microtubule organizing center, plasma membrane, condensed chromosome kinetochore, cell cortex, cytosol, ruffle membrane, trans-Golgi network, microtubule, cytoplasmic microtubule, cytoplasm, membrane, Golgi apparatus";0,000142843538710599
"142";142;"O75306";"O75306";"NDUS2_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial";"NDUFS2";4;7;0,000278297162179917;2;4;3;4;0,000238312842497956;0,000318354499889989;"nucleus, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I";0,000333301590324731
"143";143;"O75323";"O75323-1";"NIPS2_HUMAN";"Protein NipSnap homolog 2";"GBAS";5;8;0,000551669413826037;4;4;4;4;0,000578700241660245;0,000515378088982744;"membrane, mitochondrion, integral component of plasma membrane";0,000380916103228264
"144";144;"O75340";"O75340";"PDCD6_HUMAN";"Programmed cell death protein 6";"PDCD6";4;7;0,0006746156339754;3;4;3;4;0,000577690293594521;0,000771717976173115;"cytoplasmic vesicle, nuclear membrane, cytoplasm, nucleus, endosome, endoplasmic reticulum, endoplasmic reticulum membrane, extracellular vesicular exosome";0,000333301590324731
"146";146;"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";4;8;0,00124795725025958;4;2;5;3;0,00155845827791742;0,000936852543108463;"cytosol, lysosomal membrane, vacuolar proton-transporting V-type ATPase complex, plasma membrane, extracellular vesicular exosome";0,000380916103228264
"147";147;"O75351";"O75351";"VPS4B_HUMAN";"Vacuolar protein sorting-associated protein 4B";"VPS4B";1;1;8,2916078564544e-05;0;1;0;1;0;0,000165988889019217;"late endosome, cytoplasm, endosome, endosome membrane, lysosome, early endosome, late endosome membrane, extracellular vesicular exosome, cytosol, vacuolar membrane, nucleus";4,7614512903533e-05
"149";149;"O75369";"O75369-1,O75369-2,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";27;46;8,77448494654592e-05;22;23;22;24;8,1445288576937e-05;9,40337231916057e-05;"extracellular vesicular exosome, cytoplasm, integral component of membrane, actin cytoskeleton, focal adhesion, stress fiber, cytosol, cell cortex, plasma membrane, Z disc";0,00219026759356252
"150";150;"O75381";"O75381-1,O75381-2";"PEX14_HUMAN";"Peroxisomal membrane protein PEX14";"PEX14";1;2;4,88259136374769e-05;1;1;1;1;4,87793307146567e-05;4,88720601621568e-05;"peroxisomal membrane, intracellular membrane-bounded organelle, protein complex, peroxisome, membrane, intracellular, nucleus, nucleolus, integral component of membrane";9,5229025807066e-05
"152";152;"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";4;6;0,000513694030920803;4;2;4;2;0,000684271913653045;0,00034278635685829;"integral component of membrane, melanosome, Golgi apparatus, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum membrane";0,000285687077421198
"153";153;"O75400";"O75400-1,O75400-2,O75400-3";"PR40A_HUMAN";"Pre-mRNA-processing factor 40 homolog A";"PRPF40A";2;2;1,28229672179232e-05;2;NA;2;NA;2,56214666380015e-05;NA;"nuclear speck, nuclear matrix, cytoplasm, nucleus, membrane";9,5229025807066e-05
"154";154;"O75431";"O75431";"MTX2_HUMAN";"Metaxin-2";"MTX2";3;3;0,000209969993627324;NA;3;NA;3;NA;0,000420336882459311;"mitochondrial outer membrane";0,000142843538710599
"155";155;"O75436";"O75436";"VP26A_HUMAN";"Vacuolar protein sorting-associated protein 26A";"VPS26A";7;12;0,000675499796012065;6;6;6;6;0,000674855327685342;0,000676138226830573;"endosome membrane, intracellular membrane-bounded organelle, cytosol, endosome, extracellular vesicular exosome, vesicle";0,000571374154842396
"156";156;"O75439";"O75439";"MPPB_HUMAN";"Mitochondrial-processing peptidase subunit beta";"PMPCB";2;3;0,000112928646879318;1;2;1;2;7,52139373391639e-05;0,000150713837882479;"mitochondrial matrix, mitochondrial inner membrane";0,000142843538710599
"157";157;"O75449";"O75449-1,O75449-2";"KTNA1_HUMAN";"Katanin p60 ATPase-containing subunit A1";"KATNA1";1;2;3,74895507970036e-05;1;1;1;1;3,74537834611519e-05;3,75249830572976e-05;"midbody, spindle, lipid particle, plasma membrane, growth cone, spindle pole, cytoplasm, axon, nucleus, microtubule, neuronal cell body, centrosome";9,5229025807066e-05
