"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"3";3;"A8MWD9";"A8MWD9,P62308";"RUXG_HUMAN, RUXGL_HUMAN";"Small nuclear ribonucleoprotein G, Small nuclear ribonucleoprotein G-like protein";"SNRPG";3;6;0,00066989057487095;3;3;3;3;0,000671170084177135;0,000668954885179147;"spliceosomal complex";0,000263516184285652
"5";5;"O00115";"O00115";"DNS2A_HUMAN";"Deoxyribonuclease-2-alpha";"DNASE2";1;2;9,42808957225782e-05;1;1;1;1;9,44609748101153e-05;9,41492060622503e-05;"extracellular vesicular exosome, intracellular, lysosome";8,78387280952172e-05
"9";9;"O00151";"O00151";"PDLI1_HUMAN";"PDZ and LIM domain protein 1";"PDLIM1";6;11;0,0005674047827681;4;6;4;7;0,000413446211934851;0,000721142854944896;"transcription factor complex, cytoskeleton, cytoplasm";0,000483113004523694
"10";10;"O00154";"O00154-1,O00154-4,O00154-6";"BACH_HUMAN";"Cytosolic acyl coenzyme A thioester hydrolase";"ACOT7";8;16;0,000238183315509671;7;7;8;8;0,00023863825215187;0,000237850625841474;"nucleus, mitochondrion, extracellular vesicular exosome, cytoplasm, cytosol, cell body, neuron projection";0,000702709824761737
"13";13;"O00182";"O00182-1,O00182-2";"LEG9_HUMAN";"Galectin-9";"LGALS9";3;4;9,56087956623329e-05;2;2;2;2;9,57914110750465e-05;9,54752512180566e-05;"cytoplasm, extracellular vesicular exosome";0,000175677456190434
"17";17;"O00233";"O00233-1,O00233-2";"PSMD9_HUMAN";"26S proteasome non-ATPase regulatory subunit 9";"PSMD9";2;4;0,00015220234287053;2;2;2;2;0,000152493053505119;0,000151989749696906;"cytosol, nucleus, nucleoplasm, proteasome regulatory particle";0,000175677456190434
"23";23;"O00422";"O00422";"SAP18_HUMAN";"Histone deacetylase complex subunit SAP18";"SAP18";2;3;0,000332756102550276;NA;2;NA;3;NA;0,000664582631027649;"nuclear speck, nucleus, histone deacetylase complex, ASAP complex, cytoplasm";0,000131758092142826
"27";27;"O00487";"O00487";"PSDE_HUMAN";"26S proteasome non-ATPase regulatory subunit 14";"PSMD14";4;10;0,000547437459034325;3;4;4;6;0,000438786463634084;0,000656007371272454;"proteasome complex, proteasome accessory complex, extracellular vesicular exosome, cytosol, nucleoplasm, nucleus, proteasome regulatory particle, lid subcomplex";0,000439193640476086
"28";28;"O00505";"O00505";"IMA4_HUMAN";"Importin subunit alpha-4";"KPNA3";3;3;9,77191625531521e-05;3;NA;3;NA;0,000195811617648608;NA;"cytosol, nuclear pore, nucleoplasm";0,000131758092142826
"29";29;"O00507";"O00507-1,O00507-2,Q93008-1,Q93008-3";"USP9X_HUMAN, USP9Y_HUMAN";"Probable ubiquitin carboxyl-terminal hydrolase FAF-X, Probable ubiquitin carboxyl-terminal hydrolase FAF-Y";"USP9X, USP9Y";3;3;4,96699353075046e-06;3;NA;3;NA;9,95296124828532e-06;NA;"cytoplasm";0,000131758092142826
"31";31;"O00584";"O00584-1";"RNT2_HUMAN";"Ribonuclease T2";"RNASET2";3;5;0,000331456274024689;2;3;2;3;0,000265671491653449;0,000397191963075118;"extracellular vesicular exosome, lysosomal lumen, extracellular space, lysosome, endoplasmic reticulum lumen, extracellular region";0,000219596820238043
"32";32;"O00625";"O00625";"PIR_HUMAN";"Pirin";"PIR";3;7;0,000409634236587754;3;3;3;4;0,000351785699292843;0,000467499505964277;"cytoplasm, nucleus";0,00030743554833326
