"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"A1L0T0";"A1L0T0";"ILVBL_HUMAN";"Acetolactate synthase-like protein";"ILVBL";1;2;5,37043076900762e-05;1;1;1;1;5,38068843855087e-05;5,36292945924211e-05;"integral component of membrane, membrane";8,78387280952172e-05
"6";6;"O00116";"O00116";"ADAS_HUMAN";"Alkyldihydroxyacetonephosphate synthase, peroxisomal";"AGPS";3;5;0,000128955632447295;3;2;3;2;0,000155042329475569;0,000103020407849271;"peroxisomal membrane, peroxisomal matrix, mitochondrion, intracellular membrane-bounded organelle, peroxisome, nucleolus, membrane";0,000219596820238043
"7";7;"O00139";"O00139-1,O00139-2,O00139-3,O00139-4";"KIF2A_HUMAN";"Kinesin-like protein KIF2A";"KIF2A";2;2;1,20188110694505e-05;NA;2;NA;2;NA;2,40040468713953e-05;"kinesin complex, cytosol, spindle pole, membrane, centrosome, microtubule";8,78387280952172e-05
"8";8;"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";3;6;0,000442858406137504;3;3;3;3;0,000424742556523235;0,000456414183955171;"cytoplasm, membrane, nucleus";0,000263516184285652
"11";11;"O00170";"O00170";"AIP_HUMAN";"AH receptor-interacting protein";"AIP";2;4;0,000205703772485625;2;2;2;2;0,000206096672312979;0,000205416449590364;"cytosol, cytoplasm, membrane, nucleus";0,000175677456190434
"12";12;"O00178";"O00178";"GTPB1_HUMAN";"GTP-binding protein 1";"GTPBP1";2;4;0,000101468228580353;2;2;2;2;0,000101662035670079;0,000101326499797938;"cytoplasmic exosome (RNase complex), membrane, cytosol";0,000175677456190434
"14";14;"O00217";"O00217";"NDUS8_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial";"NDUFS8";5;10;0,000808121963336385;4;5;5;5;0,000809665498372417;0,000806993194819288;"mitochondrial respiratory chain complex I, mitochondrion, mitochondrial inner membrane";0,000439193640476086
"20";20;"O00303";"O00303";"EIF3F_HUMAN";"Eukaryotic translation initiation factor 3 subunit F";"EIF3F";10;27;0,00128348782412249;9;8;13;14;0,00123831193868723;0,0013291652620553;"eukaryotic translation initiation factor 3 complex, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, membrane, cytosol";0,00118582282928543
"22";22;"O00410";"O00410-1,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";22;46;0,000355809396801708;17;20;21;25;0,000325489958780525;0,000386209140638219;"cytoplasm, membrane, Golgi apparatus, nuclear membrane, intracellular membrane-bounded organelle, nucleus, nuclear pore";0,00202029074619
"24";24;"O00429";"O00429-1,O00429-2,O00429-3,O00429-4,O00429-5,O00429-6";"DNM1L_HUMAN";"Dynamin-1-like protein";"DNM1L";5;8;3,0743770344319e-05;3;4;3;5;2,31018688394304e-05;3,83760350797216e-05;"synaptic vesicle membrane, mitochondrion, membrane, microtubule, cytosol, cytoplasm, cell junction, mitochondrial outer membrane, protein complex, Golgi apparatus, coated pit, perinuclear region of cytoplasm, peroxisome, intracellular membrane-bounded organelle";0,000351354912380869
