"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5774.3.id.csv";"peptide.count.P5774.4.id.csv";"spectra.count.P5774.3.id.csv";"spectra.count.P5774.4.id.csv";"dNSAF.P5774.3.id.csv";"dNSAF.P5774.4.id.csv";"Go.Cc";"norm.sc"
"1";1;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";6;8;0,00287133102163954;4;4;4;4;0,00338703124902907;0,00344396692679953;"extracellular space, cytoplasm, brush border, blood microparticle, nuclear envelope, extracellular vesicular exosome, perinuclear region of cytoplasm, mitochondrion, nucleus, chloride channel complex, plasma membrane, nuclear membrane";0,00195790504160548
"2";2;"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";2;2;0,00213577400066398;2;NA;2;NA;0,0050387316729383;NA;"mitochondrial respiratory chain complex IV, extracellular vesicular exosome, mitochondrion, mitochondrial respiratory chain complex I, mitochondrial inner membrane";0,000489476260401371
"3";3;"O00571";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";4;6;0,000391988732750262;3;3;3;3;NA;NA;"nuclear speck, cytoplasmic stress granule, nucleus, cytoplasm, extracellular vesicular exosome, mitochondrial outer membrane";0,00146842878120411
"4";4;"O14818";"O14818-1,O14818-2";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";3;4;0,000697571346991057;2;2;2;2;NA;NA;"extracellular vesicular exosome, proteasome core complex, alpha-subunit complex, proteasome complex, nucleoplasm, nucleus, cytosol, proteasome core complex";0,000978952520802741
"5";5;"O14950";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";1;2;0,000504366454967295;1;1;1;1;0,000594952282081636;0,000604953374168139;"Z disc, apical part of cell, extracellular vesicular exosome, cytosol, myosin II complex, stress fiber";0,000489476260401371
"6";6;"O14979";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRNPDL";1;2;0,000155606391476947;1;1;1;1;NA;NA;"nucleus, cytoplasm, spliceosomal complex, extracellular vesicular exosome";0,000489476260401371
"7";7;"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";3;4;0,000930095129321409;2;2;2;2;0,00109714318684947;0,00111558606096598;"Arp2/3 protein complex, actin cytoskeleton, extracellular vesicular exosome, cytoplasm";0,000978952520802741
"8";8;"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";1;2;0,000491470721743699;1;1;1;1;0,000579740433960231;0,000589485816305886;"extracellular vesicular exosome, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol";0,000489476260401371
"10";10;"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";4;6;0,000973720604430293;3;3;3;3;0,0011486039367017;0,0011679118611989;"extracellular vesicular exosome, cytosol";0,00146842878120411
"11";11;"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";1;1;0,00016198285960092;NA;1;NA;1;NA;0,000388574920111745;"proteasome accessory complex, nucleoplasm, cytoplasm, extracellular vesicular exosome, proteasome complex, nucleus, cytosol";0,000244738130200685
"13";13;"O43396";"O43396";"TXNL1_HUMAN";"Thioredoxin-like protein 1";"TXNL1";1;1;0,00029930396895118;NA;1;NA;1;NA;0,000717989644773951;"nucleus, cytoplasm, proteasome complex, extracellular vesicular exosome";0,000244738130200685
"15";15;"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";3;3;0,000284848014358587;NA;3;NA;3;NA;0,000683311769504956;"ribonucleoprotein complex, neuron projection, extracellular vesicular exosome, nucleus, protein complex, cell-cell junction, Z disc, extracellular space, extracellular region, perinuclear region of cytoplasm, stress fiber, cortical cytoskeleton, pseudopodium, cytoplasm, platelet alpha granule lumen";0,000734214390602056
"16";16;"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";1;1;0,00015784461136294;1;NA;1;NA;0,000372388015974455;NA;"cytosol, extracellular vesicular exosome, mitochondrion, cytoplasm";0,000244738130200685
"19";19;"O60814";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";2;3;0,000457665857285138;2;1;2;1;0,000771234439735454;0,00058814911377458;"nucleosome, nucleus, nucleoplasm, extracellular space";0,000734214390602056
"21";21;"O75347";"O75347";"TBCA_HUMAN";"Tubulin-specific chaperone A";"TBCA";4;5;0,00400457625124496;3;2;3;2;0,00566857313205559;0,00384257420999392;"nucleolus, cytoplasm, extracellular vesicular exosome, microtubule, microtubule cytoskeleton";0,00122369065100343
"23";23;"O75874";"O75874";"IDHC_HUMAN";"Isocitrate dehydrogenase [NADP] cytoplasmic";"IDH1";1;2;0,000501442591460238;1;1;1;1;0,000739379104181164;0,000501205331738338;"cytosol, peroxisomal matrix, extracellular vesicular exosome, cytoplasm, mitochondrion, peroxisome";0,000489476260401371
"24";24;"O75947";"O75947-1,O75947-2";"ATP5H_HUMAN";"ATP synthase subunit d, mitochondrial";"ATP5H";4;5;0,00134314979855421;3;2;3;2;NA;NA;"mitochondrial proton-transporting ATP synthase complex, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome";0,00122369065100343
"26";26;"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";2;2;0,000178716626088618;NA;2;NA;2;NA;0,000428716957313371;"cytoplasm, extracellular vesicular exosome, plasma membrane";0,000489476260401371
"28";28;"O95716";"O95716";"RAB3D_HUMAN";"Ras-related protein Rab-3D";"RAB3D";0;0;0;0;0;0;0;0;0;"mitochondrion, extracellular vesicular exosome, zymogen granule, transport vesicle, plasma membrane";0
"32";32;"P00338";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";9;14;0,00194954817250056;7;7;7;7;NA;NA;"extracellular vesicular exosome, cilium, nucleus, cytosol, mitochondrion";0,00342633382280959
"33";33;"P00387";"P00387-1,P00387-2,P00387-3";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";5;9;0,000862114754420841;4;5;4;5;NA;NA;"cytoplasm, mitochondrial outer membrane, endoplasmic reticulum membrane, endoplasmic reticulum, lipid particle, extracellular vesicular exosome, membrane, mitochondrion, hemoglobin complex, mitochondrial inner membrane";0,00220264317180617
"34";34;"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";2;4;0,00158713480783286;2;2;2;2;0,00187218929132111;0,00190366061779515;"cytosol, cytoplasm, extracellular vesicular exosome";0,000978952520802741
"35";35;"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";26;62;0,0128607398457248;23;23;31;31;0,0151705698210409;0,0154255856775296;"cytosol, extracellular vesicular exosome";0,0151737640724425
"36";36;"P01892";"P01892,P10316";"1A02_HUMAN, 1A69_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain, HLA class I histocompatibility antigen, A-69 alpha chain";"HLA-A";2;2;0,000450267970824912;2;0;2;0;0,000885229228841558;0;"ER to Golgi transport vesicle membrane, endoplasmic reticulum exit site, early endosome membrane, Golgi apparatus, cell surface, MHC class I protein complex, phagocytic vesicle membrane, Golgi medial cisterna, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane, Golgi membrane";0,000489476260401371
"37";37;"P01893";"P01893,P04439,P05534,P13746-1,P13746-2,P16188,P30443,P30447,P30455,P30501,P30505,P30508,Q07000,Q29960-1,Q29960-2,Q29963,Q9TNN7";"1A01_HUMAN, 1A03_HUMAN, 1A11_HUMAN, 1A23_HUMAN, 1A24_HUMAN, 1A30_HUMAN, 1A36_HUMAN, 1C02_HUMAN, 1C05_HUMAN, 1C06_HUMAN, 1C08_HUMAN, 1C12_HUMAN, 1C15_HUMAN, 1C16_HUMAN, HLAH_HUMAN";"HLA class I histocompatibility antigen, A-1 alpha chain, HLA class I histocompatibility antigen, A-11 alpha chain, HLA class I histocompatibility antigen, A-23 alpha chain, HLA class I histocompatibility antigen, A-24 alpha chain, HLA class I histocompatibility antigen, A-3 alpha chain, HLA class I histocompatibility antigen, A-30 alpha chain, HLA class I histocompatibility antigen, A-36 alpha chain, HLA class I histocompatibility antigen, Cw-12 alpha chain, HLA class I histocompatibility antigen, Cw-15 alpha chain, HLA class I histocompatibility antigen, Cw-16 alpha chain, HLA class I histocompatibility antigen, Cw-2 alpha chain, HLA class I histocompatibility antigen, Cw-5 alpha chain, HLA class I histocompatibility antigen, Cw-6 alpha chain, HLA class I histocompatibility antigen, Cw-8 alpha chain, Putative HLA class I histocompatibility antigen, alpha chain H";"HLA-A, HLA-C, HLA-H";1;1;1,95005452234537e-05;1;0;1;0;5,37248927848571e-05;NA;"MHC class I protein complex, integral component of plasma membrane, cell surface";0,000244738130200685
"38";38;"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";9;13;0,00387678769321216;4;9;4;9;0,00303830998583558;0,00600747179932528;"cytoplasm, cell periphery, nucleus, keratin filament, intermediate filament, cytosol, extracellular vesicular exosome";0,00318159569260891
"40";40;"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";3;4;0,000656537738344524;2;2;2;2;0,000774454014246684;0,000787472513623043;"peroxisomal matrix, lysosome, mitochondrial intermembrane space, membrane, intracellular membrane-bounded organelle, Golgi apparatus, peroxisomal membrane, cytosol, peroxisome, endoplasmic reticulum, extracellular vesicular exosome, plasma membrane";0,000978952520802741
