"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5774.3.id.csv";"peptide.count.P5774.4.id.csv";"spectra.count.P5774.3.id.csv";"spectra.count.P5774.4.id.csv";"dNSAF.P5774.3.id.csv";"dNSAF.P5774.4.id.csv";"Go.Cc";"norm.sc"
"1";1;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";6;8;0,00287133102163954;4;4;4;4;0,00338703124902907;0,00344396692679953;"extracellular space, cytoplasm, brush border, blood microparticle, nuclear envelope, extracellular vesicular exosome, perinuclear region of cytoplasm, mitochondrion, nucleus, chloride channel complex, plasma membrane, nuclear membrane";0,00195790504160548
"26";26;"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";2;2;0,000178716626088618;NA;2;NA;2;NA;0,000428716957313371;"cytoplasm, extracellular vesicular exosome, plasma membrane";0,000489476260401371
"28";28;"O95716";"O95716";"RAB3D_HUMAN";"Ras-related protein Rab-3D";"RAB3D";0;0;0;0;0;0;0;0;0;"mitochondrion, extracellular vesicular exosome, zymogen granule, transport vesicle, plasma membrane";0
"36";36;"P01892";"P01892,P10316";"1A02_HUMAN, 1A69_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain, HLA class I histocompatibility antigen, A-69 alpha chain";"HLA-A";2;2;0,000450267970824912;2;0;2;0;0,000885229228841558;0;"ER to Golgi transport vesicle membrane, endoplasmic reticulum exit site, early endosome membrane, Golgi apparatus, cell surface, MHC class I protein complex, phagocytic vesicle membrane, Golgi medial cisterna, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane, Golgi membrane";0,000489476260401371
"37";37;"P01893";"P01893,P04439,P05534,P13746-1,P13746-2,P16188,P30443,P30447,P30455,P30501,P30505,P30508,Q07000,Q29960-1,Q29960-2,Q29963,Q9TNN7";"1A01_HUMAN, 1A03_HUMAN, 1A11_HUMAN, 1A23_HUMAN, 1A24_HUMAN, 1A30_HUMAN, 1A36_HUMAN, 1C02_HUMAN, 1C05_HUMAN, 1C06_HUMAN, 1C08_HUMAN, 1C12_HUMAN, 1C15_HUMAN, 1C16_HUMAN, HLAH_HUMAN";"HLA class I histocompatibility antigen, A-1 alpha chain, HLA class I histocompatibility antigen, A-11 alpha chain, HLA class I histocompatibility antigen, A-23 alpha chain, HLA class I histocompatibility antigen, A-24 alpha chain, HLA class I histocompatibility antigen, A-3 alpha chain, HLA class I histocompatibility antigen, A-30 alpha chain, HLA class I histocompatibility antigen, A-36 alpha chain, HLA class I histocompatibility antigen, Cw-12 alpha chain, HLA class I histocompatibility antigen, Cw-15 alpha chain, HLA class I histocompatibility antigen, Cw-16 alpha chain, HLA class I histocompatibility antigen, Cw-2 alpha chain, HLA class I histocompatibility antigen, Cw-5 alpha chain, HLA class I histocompatibility antigen, Cw-6 alpha chain, HLA class I histocompatibility antigen, Cw-8 alpha chain, Putative HLA class I histocompatibility antigen, alpha chain H";"HLA-A, HLA-C, HLA-H";1;1;1,95005452234537e-05;1;0;1;0;5,37248927848571e-05;NA;"MHC class I protein complex, integral component of plasma membrane, cell surface";0,000244738130200685
"40";40;"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";3;4;0,000656537738344524;2;2;2;2;0,000774454014246684;0,000787472513623043;"peroxisomal matrix, lysosome, mitochondrial intermembrane space, membrane, intracellular membrane-bounded organelle, Golgi apparatus, peroxisomal membrane, cytosol, peroxisome, endoplasmic reticulum, extracellular vesicular exosome, plasma membrane";0,000978952520802741
"43";43;"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";25;90;0,0143843954731402;25;22;48;42;0,0181752484230734;0,0160379163314028;"plasma membrane, extracellular vesicular exosome, membrane, keratin filament, cytoskeleton, nucleus, blood microparticle, extracellular space";0,0220264317180617
"44";44;"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";14;37;0,00955360399998498;13;12;17;20;0,0103557216621433;0,0123880004381894;"nucleus, extracellular vesicular exosome, cytosol, ribonucleoprotein complex, cytoplasm, microtubule cytoskeleton, lipid particle, plasma membrane, perinuclear region of cytoplasm, GAIT complex";0,00905531081742536
"47";47;"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";2;2;0,000843891190506254;2;NA;2;NA;0,00199091349028294;NA;"Z disc, cytosol, proteasome complex, cytoplasm, cytoskeleton, spindle, nucleus, extracellular vesicular exosome, extracellular space, plasma membrane";0,000489476260401371
"51";51;"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";8;10;0,00290264587338561;6;4;6;4;0,0041087644178658;0,00278522157502915;"MMXD complex, mitochondrion, extracellular vesicular exosome, mitochondrial nucleoid, integral component of plasma membrane, mitochondrial inner membrane, nucleus";0,00244738130200685
"60";60;"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";12;21;0,0034337916589125;10;9;10;11;0,00385763010877129;0,00431472416018221;"mitochondrial nucleoid, mitochondrion, mitochondrial membrane, mitochondrial proton-transporting ATP synthase, catalytic core, plasma membrane, extracellular vesicular exosome, nucleus, cell surface, membrane, mitochondrial proton-transporting ATP synthase complex, mitochondrial matrix";0,00513950073421439
"61";61;"P06733";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";24;47;0,00936738665959419;21;18;24;23;NA;NA;"M band, cytoplasm, extracellular vesicular exosome, plasma membrane, extracellular space, phosphopyruvate hydratase complex, cytosol, nucleus";0,0115026921194322
"62";62;"P06744";"P06744-1,P06744-2";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";7;11;0,000852587201877958;4;7;4;7;NA;NA;"cytoplasm, cytosol, neuron projection, extracellular vesicular exosome, plasma membrane, nucleus, extracellular space";0,00269211943220754
