"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5774.3.id.csv";"peptide.count.P5774.4.id.csv";"spectra.count.P5774.3.id.csv";"spectra.count.P5774.4.id.csv";"dNSAF.P5774.3.id.csv";"dNSAF.P5774.4.id.csv";"Go.Cc";"norm.sc"
"18";18;"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";5;6;0,000286362555365911;4;2;4;2;NA;NA;"histone pre-mRNA 3'end processing complex, membrane, GAIT complex, ribonucleoprotein complex, endoplasmic reticulum, nucleoplasm, CRD-mediated mRNA stability complex, catalytic step 2 spliceosome, nucleus";0,00146842878120411
"22";22;"O75533";"O75533";"SF3B1_HUMAN";"Splicing factor 3B subunit 1";"SF3B1";3;3;0,000199000414939167;NA;3;NA;3;NA;0,000477375016885748;"nuclear speck, nucleoplasm, U12-type spliceosomal complex, nucleus, intracellular membrane-bounded organelle, catalytic step 2 spliceosome, spliceosomal complex";0,000734214390602056
"27";27;"O95202";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";1;1;0,000117048507478878;NA;1;NA;1;NA;NA;"mitochondrial inner membrane, integral component of membrane, mitochondrion";0,000244738130200685
"30";30;"O95831";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";4;6;0,000423322252986416;3;3;3;3;NA;NA;"cytosol, nucleus, mitochondrial intermembrane space, perinuclear region of cytoplasm, mitochondrion, mitochondrial inner membrane";0,00146842878120411
"48";48;"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";5;9;0,00128251997239212;5;4;5;4;0,00168096073108732;0,00136737401871283;"melanosome, rough endoplasmic reticulum, endoplasmic reticulum membrane, oligosaccharyltransferase complex, integral component of membrane";0,00220264317180617
"49";49;"P04844";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";1;1;6,85410832225761e-05;NA;1;NA;1;NA;NA;"rough endoplasmic reticulum, endoplasmic reticulum membrane, autophagic vacuole membrane, endoplasmic reticulum, oligosaccharyltransferase complex, integral component of membrane, nucleus";0,000244738130200685
"93";93;"P11498";"P11498";"PYC_HUMAN";"Pyruvate carboxylase, mitochondrial";"PC";27;43;0,00315742820217005;24;19;24;19;0,00415759523437693;0,00334675818289793;"cytosol, mitochondrion, mitochondrial inner membrane, mitochondrial matrix";0,0105237395986295
"101";101;"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";4;6;0,000852205389427498;2;3;3;3;0,00100526420075863;0,00102216259773237;"nuclear telomere cap complex, nucleoplasm, nonhomologous end joining complex, membrane, nucleus, transcription factor complex, cytosol, Ku70:Ku80 complex, nucleolus";0,00146842878120411
"111";111;"P14317";"P14317";"HCLS1_HUMAN";"Hematopoietic lineage cell-specific protein";"HCLS1";2;3;0,000533943500165994;2;1;2;1;0,000839788612156384;0,000426952689999325;"membrane, mitochondrion, cytoplasm, nucleus, transcription factor complex";0,000734214390602056
"134";134;"P18859";"P18859";"ATP5J_HUMAN";"ATP synthase-coupling factor 6, mitochondrial";"ATP5J";1;1;0,000800915250248991;NA;1;NA;1;NA;0,00192128710499696;"mitochondrion, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";0,000244738130200685
"142";142;"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";5;8;0,00118087163176643;4;4;4;4;0,00139295995053926;0,00141637547672131;"nuclear membrane, nucleoplasm, nuclear envelope, nuclear inner membrane, lamin filament";0,00195790504160548
"143";143;"P20930";"P20930";"FILA_HUMAN";"Filaggrin";"FLG";2;4;8,51995538309688e-05;2;2;2;2;0,000100501665970944;0,000102191089554135;"cytoplasmic membrane-bounded vesicle, intermediate filament, nucleus";0,000978952520802741
