"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6169.1.id.csv";"peptide.count.P6169.2.id.csv";"spectra.count.P6169.1.id.csv";"spectra.count.P6169.2.id.csv";"dNSAF.P6169.1.id.csv";"dNSAF.P6169.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";4;7;0,078321190806892;3;4;3;4;0,0826792544725093;0,0962859836071388;"plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, cell surface";0,0291666666666667
"4";4;"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";3;3;0,00959786289894765;3;NA;3;NA;0,024448766850499;NA;"extracellular vesicular exosome, plasma membrane, blood microparticle, extracellular space, membrane, cytoskeleton, keratin filament";0,0125
"5";5;"P04406";"P04406-1,P04406-2";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";4;10;0,0307513617259815;4;3;5;5;NA;NA;"perinuclear region of cytoplasm, extracellular vesicular exosome, GAIT complex, ribonucleoprotein complex, cytosol, nucleus, microtubule cytoskeleton, lipid particle, cytoplasm, plasma membrane";0,0416666666666667
"6";6;"P05107";"P05107";"ITB2_HUMAN";"Integrin beta-2";"ITGB2";1;1;0,00267924738054715;NA;1;NA;1;NA;0,00571267620556009;"integrin complex, extracellular vesicular exosome, receptor complex, plasma membrane";0,00416666666666667
"7";7;"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";2;2;0,0138277935277903;NA;2;NA;2;NA;0,029483543638092;"integral component of membrane, mitochondrial nucleoid, integral component of plasma membrane, mitochondrion, mitochondrial inner membrane, MMXD complex";0,00833333333333333
"8";8;"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";1;1;0,00389478494450049;1;NA;1;NA;0,00992123872194161;NA;"mitochondrial nucleoid, mitochondrial membrane, mitochondrial proton-transporting ATP synthase, catalytic core, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, cell surface, mitochondrion, plasma membrane";0,00416666666666667
"11";11;"P08575";"P08575-1,P08575-2";"PTPRC_HUMAN";"Receptor-type tyrosine-protein phosphatase C";"PTPRC";3;5;0,00395004071250146;3;2;3;2;NA;NA;"external side of plasma membrane, membrane raft, plasma membrane, integral component of plasma membrane, extracellular vesicular exosome, focal adhesion";0,0208333333333333
"13";13;"P10809";"P10809";"CH60_HUMAN";"60 kDa heat shock protein, mitochondrial";"HSPD1";3;4;0,0143828358508954;2;2;2;2;0,0183187968024681;0,0153335008798454;"mitochondrion, coated pit, secretory granule, mitochondrial matrix, extracellular space, protein complex, mitochondrial inner membrane, plasma membrane, extracellular vesicular exosome, early endosome, cytoplasm, cell surface, coated vesicle, cytosol, lipopolysaccharide receptor complex";0,0166666666666667
"14";14;"P14618";"P14618-1,P14618-2";"KPYM_HUMAN";"Pyruvate kinase PKM";"PKM";4;7;0,0135804036247508;2;4;3;4;NA;NA;"cilium, cytosol, mitochondrion, plasma membrane, extracellular vesicular exosome, nucleus, cytoplasm";0,0291666666666667
"15";15;"P14625";"P14625";"ENPL_HUMAN";"Endoplasmin";"HSP90B1";1;1;0,00256580477663856;NA;1;NA;1;NA;0,00547079452313289;"extracellular vesicular exosome, melanosome, midbody, cytosol, endoplasmic reticulum, endoplasmic reticulum lumen, perinuclear region of cytoplasm, plasma membrane, endoplasmic reticulum membrane, endocytic vesicle lumen, extracellular region";0,00416666666666667
