"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5833.1.id.csv";"peptide.count.P5833.2.id.csv";"spectra.count.P5833.1.id.csv";"spectra.count.P5833.2.id.csv";"dNSAF.P5833.1.id.csv";"dNSAF.P5833.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A8MWD9";"A8MWD9,P62308";"RUXG_HUMAN, RUXGL_HUMAN";"Small nuclear ribonucleoprotein G, Small nuclear ribonucleoprotein G-like protein";"SNRPG";4;7;0,00638100695670056;4;3;4;3;0,00875322192231585;0,00659817140663856;"spliceosomal complex";0,00325581395348837
"2";2;"B2RPK0";"B2RPK0,P09429";"HGB1A_HUMAN, HMGB1_HUMAN";"High mobility group protein B1, Putative high mobility group protein B1-like 1";"HMGB1, HMGB1P1";3;5;0,00216837258533084;2;3;2;3;0,00208214355585604;0,00313903616215669;"nucleus, chromosome";0,00232558139534884
"4";4;"O00330";"O00330";"ODPX_HUMAN";"Pyruvate dehydrogenase protein X component, mitochondrial";"PDHX";1;2;0,000553129773264035;1;1;1;1;0,000663917032031941;0,000667280142254864;"mitochondrial matrix";0,000930232558139535
"5";5;"O14979";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRNPDL";3;5;0,000573743305186918;3;2;3;2;NA;NA;"spliceosomal complex, cytoplasm, nucleus";0,00232558139534884
"6";6;"O15042";"O15042-1,O15042-2,O15042-3";"SR140_HUMAN";"U2 snRNP-associated SURP motif-containing protein";"U2SURP";1;1;4,48846803377521e-05;1;NA;1;NA;NA;NA;"nucleus";0,000465116279069767
"9";9;"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";1;1;0,000923726721350938;NA;1;NA;1;NA;0,00222871567513125;"nucleus, chromosome";0,000465116279069767
"10";10;"O15371";"O15371";"EIF3D_HUMAN";"Eukaryotic translation initiation factor 3 subunit D";"EIF3D";1;1;0,000252844905479271;1;NA;1;NA;0,000606975242788325;NA;"eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex";0,000465116279069767
"13";13;"O43290";"O43290-1";"SNUT1_HUMAN";"U4/U6.U5 tri-snRNP-associated protein 1";"SART1";1;1;0,000173198760253301;1;NA;1;NA;NA;NA;"nucleus, nucleoplasm, Cajal body, catalytic step 2 spliceosome, Golgi apparatus, cytoplasm, cytosol";0,000465116279069767
"14";14;"O43390";"O43390-1,O43390-2";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";3;5;0,000547231469994631;3;2;3;2;NA;NA;"cytoplasm, catalytic step 2 spliceosome, spliceosomal complex, ribonucleoprotein complex, nucleus, nucleoplasm";0,00232558139534884
"15";15;"O43396";"O43396";"TXNL1_HUMAN";"Thioredoxin-like protein 1";"TXNL1";2;3;0,0014383288048717;1;2;1;2;0,00115094267490658;0,00231354568352725;"nucleus, cytoplasm, proteasome complex";0,0013953488372093
