"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5833.1.id.csv";"peptide.count.P5833.2.id.csv";"spectra.count.P5833.1.id.csv";"spectra.count.P5833.2.id.csv";"dNSAF.P5833.1.id.csv";"dNSAF.P5833.2.id.csv";"Go.Cc";"norm.sc"
"3";3;"B9A064";"B9A064-1,P0CF74,P0CG04,P0CG05,P0CG06";"IGLL5_HUMAN, LAC1_HUMAN, LAC2_HUMAN, LAC3_HUMAN, LAC6_HUMAN";"Ig lambda-1 chain C regions, Ig lambda-2 chain C regions, Ig lambda-3 chain C regions, Ig lambda-6 chain C region, Immunoglobulin lambda-like polypeptide 5";"IGLC1, IGLC2, IGLC3, IGLC6, IGLL5";1;2;0,000434354257688529;1;1;1;1;0,000784486870396232;0,00078846073412662;"extracellular region";0,000930232558139535
"7";7;"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";1;1;0,000421152000615929;1;NA;1;NA;0,00101101043479636;NA;"transport vesicle, intracellular membrane-bounded organelle, integral component of membrane, Golgi apparatus, extracellular vesicular exosome, recycling endosome membrane, nucleus, trans-Golgi network membrane";0,000465116279069767
"8";8;"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";1;3;0,00111741135647291;1;1;1;2;0,000894146325397856;0,0017973513509123;"cytoplasm, extracellular vesicular exosome, Arp2/3 protein complex, actin cytoskeleton";0,0013953488372093
"11";11;"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";1;1;0,000393633546030229;1;NA;1;NA;0,00094495009388637;NA;"eukaryotic translation initiation factor 3 complex, cytosol, extracellular vesicular exosome, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex";0,000465116279069767
"12";12;"O15511";"O15511-1,O15511-2";"ARPC5_HUMAN";"Actin-related protein 2/3 complex subunit 5";"ARPC5";1;1;0,000458804662922651;1;NA;1;NA;NA;NA;"extracellular vesicular exosome, cell projection, cytosol, cytoplasm, Arp2/3 protein complex, actin cytoskeleton";0,000465116279069767
"22";22;"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";1;1;0,00014313947128372;NA;1;NA;1;NA;0,000345358833956288;"plasma membrane, cytoplasm, extracellular vesicular exosome";0,000465116279069767
"25";25;"P00338";"P00338-1,P00338-2,P00338-3,P00338-4,P00338-5";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";1;1;8,34692820497835e-05;1;NA;1;NA;NA;NA;"extracellular vesicular exosome, cytosol, cilium, mitochondrion";0,000465116279069767
"26";26;"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";10;20;0,006645515980942;9;7;11;9;0,00877421286217752;0,00721526657416591;"extracellular vesicular exosome, cytosol";0,00930232558139535
"27";27;"P01834";"P01834";"IGKC_HUMAN";"Ig kappa chain C region";"IGKC";1;3;0,00392148136422568;1;1;2;1;0,00627589496316986;0,00315384293650648;"blood microparticle, extracellular region, plasma membrane, extracellular space";0,0013953488372093
"28";28;"P02533";"P02533";"K1C14_HUMAN";"Keratin, type I cytoskeletal 14";"KRT14";1;1;0,000410980109075629;1;0;1;0;0,000939611392790967;NA;"keratin filament, cytosol, cell periphery, intermediate filament, extracellular vesicular exosome, nucleus, cytoplasm";0,000465116279069767
"29";29;"P02538";"P02538,P48668";"K2C6A_HUMAN, K2C6C_HUMAN";"Keratin, type II cytoskeletal 6A, Keratin, type II cytoskeletal 6C";"KRT6A, KRT6C";5;9;0,00130111670959517;4;5;4;5;0,00149404875364351;0,00163004470920503;"extracellular vesicular exosome, intermediate filament, keratin filament";0,00418604651162791
"31";31;"P04075";"P04075";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";17;41;0,0159698729106545;17;16;23;18;0,0210173515387474;0,017401770742783;"actin cytoskeleton, platelet alpha granule lumen, cytosol, extracellular space, extracellular vesicular exosome, extracellular region, I band";0,0190697674418605
"32";32;"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";10;20;0,00444188365306001;9;8;11;9;0,00568143907380128;0,00500571122686421;"extracellular vesicular exosome, plasma membrane, blood microparticle, extracellular space, membrane, cytoskeleton, keratin filament";0,00930232558139535
"33";33;"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";22;64;0,0264709747014;18;22;30;34;0,0297870835565375;0,0339297013228936;"perinuclear region of cytoplasm, extracellular vesicular exosome, GAIT complex, ribonucleoprotein complex, cytosol, nucleus, microtubule cytoskeleton, lipid particle, cytoplasm, plasma membrane";0,0297674418604651
"34";34;"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";5;8;0,00540718080790793;4;4;4;4;0,00649019381557078;0,00652307026867682;"spindle, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleus, extracellular space, Z disc, proteasome complex, plasma membrane, cytosol";0,00372093023255814
"35";35;"P04908";"P04908,P0C0S8,P20671,Q16777,Q6FI13,Q7L7L0,Q93077,Q96KK5,Q99878,Q9BTM1-1";"H2A1_HUMAN, H2A1B_HUMAN, H2A1C_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2A2A_HUMAN, H2A2C_HUMAN, H2A3_HUMAN, H2AJ_HUMAN";"Histone H2A type 1, Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A type 2-A, Histone H2A type 2-C, Histone H2A type 3, Histone H2A.J";"H2AFJ, HIST1H2AC, HIST1H2AD, HIST1H2AE,HIST1H2AB, HIST1H2AH, HIST1H2AJ, HIST1H2AK,HIST1H2AI,HIST1H2AG,HIST1H2AL,HIST1H2AM, HIST2H2AA4,HIST2H2AA3, HIST2H2AC, HIST3H2A";2;7;0,00103062631680867;2;2;4;3;0,00159887178117495;0,00114783639920923;"nucleus, extracellular vesicular exosome, nucleosome";0,00325581395348837
"36";36;"P05109";"P05109";"S10A8_HUMAN";"Protein S100-A8";"S100A8";1;2;0,00297976361726109;1;1;1;1;0,00357658530159142;0,00359470270182459;"cytoskeleton, cytosol, extracellular vesicular exosome, extracellular space, plasma membrane, extracellular region";0,000930232558139535
"38";38;"P05198";"P05198";"IF2A_HUMAN";"Eukaryotic translation initiation factor 2 subunit 1";"EIF2S1";1;3;0,00131960960192991;1;1;1;2;0,00105594423189842;0,00212258635726785;"polysome, nucleus, extracellular vesicular exosome, cytoplasmic stress granule, eukaryotic translation initiation factor 2 complex, cytosol";0,0013953488372093
"41";41;"P05387";"P05387";"RLA2_HUMAN";"60S acidic ribosomal protein P2";"RPLP2";3;4;0,00642592501809348;2;2;2;2;0,00771298395473629;0,00775205452219564;"extracellular vesicular exosome, cytosolic large ribosomal subunit, cytosol";0,00186046511627907
