"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6285.1.id.csv";"peptide.count.P6285.2.id.csv";"spectra.count.P6285.1.id.csv";"spectra.count.P6285.2.id.csv";"dNSAF.P6285.1.id.csv";"dNSAF.P6285.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A6NIZ1";"A6NIZ1,P61224-1,P61224-2,P61224-3,P61224-4,P62834";"RAP1A_HUMAN, RAP1B_HUMAN, RP1BL_HUMAN";"Ras-related protein Rap-1A, Ras-related protein Rap-1b, Ras-related protein Rap-1b-like protein";"RAP1A, RAP1B";1;1;0,000102257826453635;1;NA;1;NA;0,000759851868901847;NA;"plasma membrane, cytosol";0,00031675641431739
"6";6;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";3;6;0,00281060515530656;3;3;3;3;0,00348081520028066;0,00401745242882334;"nucleus, extracellular space, extracellular vesicular exosome, nuclear envelope, cytoplasm, perinuclear region of cytoplasm, nuclear membrane, plasma membrane, brush border, blood microparticle, mitochondrion, chloride channel complex";0,00190053848590434
"8";8;"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";3;4;0,000603703959384029;3;NA;4;NA;0,00149532346393518;NA;"extracellular vesicular exosome, tetraspanin-enriched microdomain, Golgi-associated vesicle, postsynaptic density, plasma membrane, cytoplasm, nucleus, cell surface, integral component of membrane, perinuclear endoplasmic reticulum, Golgi apparatus";0,00126702565726956
"9";9;"O14818";"O14818-1";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";2;3;0,00136563677909049;2;1;2;1;NA;NA;"nucleoplasm, proteasome core complex, alpha-subunit complex, proteasome core complex, extracellular vesicular exosome, nucleus, cytosol, proteasome complex";0,00095026924295217
"10";10;"O14828";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";3;5;0,0008133475533488;2;3;2;3;NA;NA;"integral component of membrane, extracellular vesicular exosome, Golgi membrane";0,00158378207158695
"12";12;"O15067";"O15067";"PUR4_HUMAN";"Phosphoribosylformylglycinamidine synthase";"PFAS";2;2;0,000168748341412277;2;NA;2;NA;0,000417975318020747;NA;"extracellular vesicular exosome, cytosol";0,00063351282863478
"13";13;"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";2;4;0,0025369132675239;2;2;2;2;0,00314185941298741;0,00362623983275815;"actin cytoskeleton, extracellular vesicular exosome, cytosol, lamellipodium, Arp2/3 protein complex";0,00126702565726956
"17";17;"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";1;2;0,000423612159117499;1;1;1;1;0,000524625680592645;0,000605507214100329;"extracellular vesicular exosome, cytosol";0,00063351282863478
"19";19;"O43665";"O43665-3";"RGS10_HUMAN";"Regulator of G-protein signaling 10";"RGS10";1;1;0,000652558615056725;NA;1;NA;1;NA;NA;"cytoplasm, axon terminus, dendritic spine, nucleus, plasma membrane, neuronal cell body";0,00031675641431739
"20";20;"O43707";"O43707-1,O43707-2,O43707-3";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";3;5;0,000265546433443971;2;3;2;3;NA;NA;"extracellular region, cell-cell junction, stress fiber, protein complex, nucleus, neuron projection, Z disc, perinuclear region of cytoplasm, cortical cytoskeleton, cytoplasm, extracellular vesicular exosome, ribonucleoprotein complex, platelet alpha granule lumen, pseudopodium";0,00158378207158695
"21";21;"O60488";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";1;1;0,000119085063718158;NA;1;NA;1;NA;NA;"peroxisomal membrane, mitochondrial outer membrane, integral component of membrane, neuronal cell body, extracellular vesicular exosome, lipid particle, endoplasmic reticulum membrane, cytoplasm";0,00031675641431739
"27";27;"O75351";"O75351,Q9UN37";"VPS4A_HUMAN, VPS4B_HUMAN";"Vacuolar protein sorting-associated protein 4A, Vacuolar protein sorting-associated protein 4B";"VPS4A, VPS4B";2;4;0,000512565904221627;2;2;2;2;0,000634791118628557;0,000732656856107776;"cytosol, nucleus, extracellular vesicular exosome, endosome membrane, late endosome, late endosome membrane, endosome, early endosome, cytoplasm, lysosome, vacuolar membrane";0,00126702565726956
"28";28;"O75369";"O75369-1,O75369-2,O75369-4,O75369-5,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";5;7;6,07416205098919e-05;3;4;3;4;NA;NA;"cytoplasm, focal adhesion, cytosol, cell cortex, stress fiber, actin cytoskeleton, plasma membrane, extracellular vesicular exosome, integral component of membrane, Z disc";0,00221729490022173
"29";29;"O75390";"O75390";"CISY_HUMAN";"Citrate synthase, mitochondrial";"CS";3;5;0,00121129442494435;2;3;2;3;0,00120010938951021;0,00207769535482066;"nucleus, extracellular vesicular exosome, mitochondrial matrix, mitochondrion";0,00158378207158695
"32";32;"O75828";"O75828";"CBR3_HUMAN";"Carbonyl reductase [NADPH] 3";"CBR3";2;2;0,000815109317002263;NA;2;NA;2;NA;0,00233021909830668;"extracellular space, nucleus, cytosol, cytoplasm";0,00063351282863478
"33";33;"O75874";"O75874";"IDHC_HUMAN";"Isocitrate dehydrogenase [NADP] cytoplasmic";"IDH1";2;3;0,000818062611629083;1;2;1;2;0,000675423883468308;0,00155910794741775;"extracellular vesicular exosome, peroxisomal matrix, cytoplasm, peroxisome, cytosol, mitochondrion";0,00095026924295217
"40";40;"P00338";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";5;7;0,00138055457844441;4;3;4;3;NA;NA;"mitochondrion, nucleus, cilium, cytosol, extracellular vesicular exosome";0,00221729490022173
"41";41;"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";26;60;0,0162435453819875;24;22;34;26;0,0227992004405274;0,0201225874652335;"extracellular vesicular exosome, cytosol";0,0190053848590434
"42";42;"P01889";"P01889";"1B07_HUMAN";"HLA class I histocompatibility antigen, B-7 alpha chain";"HLA-B";1;1;0,00251885406768071;1;0;1;0;0,00320013383777447;NA;"integral component of plasma membrane, extracellular vesicular exosome, Golgi apparatus, ER to Golgi transport vesicle membrane, MHC class I protein complex, early endosome membrane, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane, cell surface, phagocytic vesicle membrane, Golgi membrane";0,00031675641431739
"43";43;"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";6;12;0,00832717052511796;5;5;6;6;0,0113820159399654;0,0106104770996869;"MHC class I protein complex, integral component of lumenal side of endoplasmic reticulum membrane, phagocytic vesicle membrane, early endosome membrane, Golgi medial cisterna, ER to Golgi transport vesicle membrane, endoplasmic reticulum exit site, Golgi membrane, endoplasmic reticulum, plasma membrane, cell surface, Golgi apparatus";0,00380107697180868
"44";44;"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";5;8;0,00118834358320856;5;3;5;3;0,001839641366815;0,00127395530966635;"external side of plasma membrane, cell surface, intracellular membrane-bounded organelle, melanosome, extracellular vesicular exosome, membrane, cytoplasmic membrane-bounded vesicle, coated pit, perinuclear region of cytoplasm, integral component of plasma membrane, extracellular space, blood microparticle, endosome, plasma membrane, extracellular region";0,00253405131453912
"46";46;"P04075";"P04075-1,P04075-2";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";13;29;0,00449709693920273;11;12;15;14;NA;NA;"extracellular region, extracellular vesicular exosome, I band, nucleus, cytosol, extracellular space, M band, platelet alpha granule lumen, actin cytoskeleton";0,00918593601520431
"47";47;"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";3;3;0,000788846089785187;0;3;0;3;0;0,00200456736096568;"blood microparticle, cytoskeleton, membrane, nucleus, plasma membrane, extracellular vesicular exosome, extracellular space, keratin filament";0,00095026924295217
"48";48;"P04406";"P04406-1,P04406-2";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";14;38;0,0064028661722133;14;11;21;17;NA;NA;"perinuclear region of cytoplasm, cytoplasm, nucleus, extracellular vesicular exosome, ribonucleoprotein complex, GAIT complex, lipid particle, microtubule cytoskeleton, plasma membrane, cytosol";0,0120367437440608
"49";49;"P04632";"P04632";"CPNS1_HUMAN";"Calpain small subunit 1";"CAPNS1";2;5;0,00210620597770174;2;2;2;3;0,00208675737131253;0,00361270908711353;"cytosol, plasma membrane, cytoplasm, extracellular vesicular exosome, membrane";0,00158378207158695
