"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6285.1.id.csv";"peptide.count.P6285.2.id.csv";"spectra.count.P6285.1.id.csv";"spectra.count.P6285.2.id.csv";"dNSAF.P6285.1.id.csv";"dNSAF.P6285.2.id.csv";"Go.Cc";"norm.sc"
"3";3;"A8MWD9";"A8MWD9,P62308";"RUXG_HUMAN, RUXGL_HUMAN";"Small nuclear ribonucleoprotein G, Small nuclear ribonucleoprotein G-like protein";"SNRPG";2;2;0,0014854294790107;2;NA;2;NA;0,00367928273362999;NA;"spliceosomal complex";0,00063351282863478
"4";4;"O00148";"O00148-1";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";1;2;0,00123379934868649;1;1;1;1;NA;NA;"nucleus, cytoplasm";0,00063351282863478
"5";5;"O00231";"O00231-1,O00231-2";"PSD11_HUMAN";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";2;2;0,000267518105224676;2;NA;2;NA;NA;NA;"proteasome accessory complex, nucleus, cytosol, proteasome complex, nucleoplasm";0,00063351282863478
"7";7;"O00330";"O00330-1,O00330-3";"ODPX_HUMAN";"Pyruvate dehydrogenase protein X component, mitochondrial";"PDHX";1;1;0,000112667305793227;1;NA;1;NA;NA;NA;"mitochondrial matrix";0,00031675641431739
"14";14;"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";1;2;0,00117801016074588;0;1;0;2;NA;0,00336767316642235;"nucleus, chromosome";0,00063351282863478
"15";15;"O15355";"O15355";"PPM1G_HUMAN";"Protein phosphatase 1G";"PPM1G";3;3;0,000620289232993481;3;NA;3;NA;0,00153640377887846;NA;"nucleus, cytoplasm";0,00095026924295217
"18";18;"O43390";"O43390-1,O43390-2";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";1;1;0,000105385920240024;1;0;1;0;NA;NA;"nucleus, catalytic step 2 spliceosome, spliceosomal complex, ribonucleoprotein complex, nucleoplasm, cytoplasm";0,00031675641431739
"26";26;"O60869";"O60869-1";"EDF1_HUMAN";"Endothelial differentiation-related factor 1";"EDF1";4;6;0,00457672866506;3;3;3;3;NA;NA;"nucleus, cytoplasm, intracellular, nucleolus";0,00190053848590434
"31";31;"O75821";"O75821";"EIF3G_HUMAN";"Eukaryotic translation initiation factor 3 subunit G";"EIF3G";2;3;0,00105836850379513;1;2;1;2;0,000873829649237124;0,00201709590697172;"eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, perinuclear region of cytoplasm, nucleus, eukaryotic 43S preinitiation complex, cytosol";0,00095026924295217
"35";35;"O94903";"O94903";"PROSC_HUMAN";"Proline synthase co-transcribed bacterial homolog protein";"PROSC";3;5;0,0020525934619057;3;2;3;2;0,00305045986642778;0,00234716614629437;"mitochondrion, intracellular, cytoplasm";0,00158378207158695
"37";37;"O95319";"O95319-1,O95319-2,O95319-3,O95319-4,O95319-5";"CELF2_HUMAN";"CUGBP Elav-like family member 2";"CELF2";2;2;8,88918428384358e-05;2;NA;2;NA;NA;NA;"cytoplasm, nucleus";0,00063351282863478
"39";39;"O95757";"O95757";"HS74L_HUMAN";"Heat shock 70 kDa protein 4L";"HSPA4L";1;1;0,000183485708751999;0;1;0;1;0;0,000494571446626814;"cytoplasm, cytosol, nucleus";0,00031675641431739
"45";45;"P02795";"P02795,P04732-1,P13640-1,P13640-2,P80297,Q8N339";"MT1E_HUMAN, MT1G_HUMAN, MT1M_HUMAN, MT1X_HUMAN, MT2_HUMAN";"Metallothionein-1E, Metallothionein-1G, Metallothionein-1M, Metallothionein-1X, Metallothionein-2";"MT1E, MT1G, MT1M, MT1X, MT2A";2;3;0,000920320438082718;1;2;1;2;0,00152800812981355;0,00352716224169918;"cytosol, perinuclear region of cytoplasm, cytoplasm, nucleus";0,00095026924295217
"54";54;"P05114";"P05114";"HMGN1_HUMAN";"Non-histone chromosomal protein HMG-14";"HMGN1";3;8;0,00903141123238508;3;3;4;4;0,0111850195102352;0,012909413804619;"chromatin, nucleus, cytoplasm";0,00253405131453912
"55";55;"P05204";"P05204";"HMGN2_HUMAN";"Non-histone chromosomal protein HMG-17";"HMGN2";2;6;0,00752617602698756;2;2;3;3;0,00932084959186265;0,0107578448371825;"cytoplasm, chromatin, nucleus";0,00190053848590434
