"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6285.1.id.csv";"peptide.count.P6285.2.id.csv";"spectra.count.P6285.1.id.csv";"spectra.count.P6285.2.id.csv";"dNSAF.P6285.1.id.csv";"dNSAF.P6285.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"A6NMY6";"A6NMY6,P07355-1,P07355-2";"ANXA2_HUMAN, AXA2L_HUMAN";"Annexin A2, Putative annexin A2-like protein";"ANXA2, ANXA2P2";2;2;0,000222011092241521;NA;2;NA;2;NA;0,0019040433340146;"basement membrane, melanosome";0,00063351282863478
"11";11;"O14980";"O14980";"XPO1_HUMAN";"Exportin-1";"XPO1";1;2;0,000210817255657915;1;1;1;1;0,000261088223861699;0,000301340191517717;"nucleus, annulate lamellae, nucleolus, nucleoplasm, Cajal body, cytoplasm, nuclear envelope, ribonucleoprotein complex, intracellular membrane-bounded organelle, cytosol, kinetochore, nuclear membrane";0,00063351282863478
"16";16;"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";2;2;0,00154647452609333;2;NA;2;NA;0,00383048613364219;NA;"integral component of membrane, mitochondrial outer membrane";0,00063351282863478
"22";22;"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";6;10;0,000535387540224199;4;6;4;6;NA;NA;"nucleus, CRD-mediated mRNA stability complex, GAIT complex, histone pre-mRNA 3'end processing complex, catalytic step 2 spliceosome, ribonucleoprotein complex, nucleoplasm, endoplasmic reticulum, membrane";0,0031675641431739
"23";23;"O60610";"O60610-1,O60610-2,O60610-3";"DIAP1_HUMAN";"Protein diaphanous homolog 1";"DIAPH1";2;2;5,91680505266318e-05;2;NA;2;NA;NA;NA;"cytoplasm, mitotic spindle, ruffle membrane, neuron projection";0,00063351282863478
"24";24;"O60664";"O60664-1,O60664-3,O60664-4";"PLIN3_HUMAN";"Perilipin-3";"PLIN3";3;5;0,000433535485425551;2;2;2;3;NA;NA;"cytoplasm, intracellular membrane-bounded organelle, endosome, lipid particle, Golgi apparatus, endosome membrane";0,00158378207158695
"25";25;"O60749";"O60749";"SNX2_HUMAN";"Sorting nexin-2";"SNX2";1;2;0,000435039076704483;1;1;1;1;0,000538777433055645;0,000621840742033671;"retromer complex, cytoplasm, cytoplasmic membrane-bounded vesicle, intracellular membrane-bounded organelle, early endosome membrane, endosome membrane";0,00063351282863478
"30";30;"O75396";"O75396";"SC22B_HUMAN";"Vesicle-trafficking protein SEC22b";"SEC22B";1;1;0,000525082048394481;1;NA;1;NA;0,00130058366398084;NA;"melanosome, integral component of membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, endoplasmic reticulum membrane, Golgi apparatus, endoplasmic reticulum-Golgi intermediate compartment";0,00031675641431739
"34";34;"O75964";"O75964";"ATP5L_HUMAN";"ATP synthase subunit g, mitochondrial";"ATP5L";3;6;0,0065762703148435;3;3;3;3;0,00814443168221009;0,00940005859559637;"mitochondrion, mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)";0,00190053848590434
"36";36;"O95182";"O95182";"NDUA7_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7";"NDUFA7";2;5;0,00499524957543422;2;2;3;2;0,00742368551564282;0,00571213000204381;"mitochondrial respiratory chain complex I, mitochondrial inner membrane";0,00158378207158695
"38";38;"O95573";"O95573";"ACSL3_HUMAN";"Long-chain-fatty-acid--CoA ligase 3";"ACSL3";1;1;0,000235193000843361;NA;1;NA;1;NA;0,000672365302323907;"endoplasmic reticulum membrane, perinuclear region of cytoplasm, endoplasmic reticulum, peroxisomal membrane, integral component of membrane, lipid particle, Golgi apparatus, mitochondrial outer membrane";0,00031675641431739
"50";50;"P04843";"P04843";"RPN1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";5;7;0,00130189206397643;3;4;3;4;0,00138200405810155;0,00212675680471483;"melanosome, integral component of membrane, oligosaccharyltransferase complex, rough endoplasmic reticulum, endoplasmic reticulum membrane";0,00221729490022173
"98";98;"P12236";"P05141,P12235,P12236";"ADT1_HUMAN, ADT2_HUMAN, ADT3_HUMAN";"ADP/ATP translocase 1, ADP/ATP translocase 2, ADP/ATP translocase 3";"SLC25A4, SLC25A5, SLC25A6";2;2;0,000252556242516361;NA;2;NA;2;NA;0,00072200300920688;"nucleus, mitochondrion, integral component of membrane, mitochondrial inner membrane, mitochondrial inner membrane presequence translocase complex";0,00063351282863478
"99";99;"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";4;4;0,000191100533905736;2;2;2;2;0,00023666990076672;0,000273157295908147;"nuclear membrane, extrinsic component of membrane, mitotic spindle, cytoplasmic dynein complex, nucleoplasm, nuclear pore, kinetochore, nuclear envelope, cytoplasm, nuclear periphery, nuclear pore nuclear basket, nucleus, nuclear inclusion body";0,00126702565726956
"111";111;"P15531";"P15531-1,P15531-2";"NDKA_HUMAN";"Nucleoside diphosphate kinase A";"NME1";1;3;0,00315653764289774;1;1;2;1;NA;NA;"perinuclear region of cytoplasm, mitochondrion, nucleus, ruffle membrane, cytoplasm, cytosol, centrosome";0,00095026924295217
"128";128;"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";4;5;0,000963247785024006;3;2;3;2;0,00143152980079802;0,00110148581950674;"nuclear membrane, nuclear inner membrane, nuclear envelope, lamin filament, nucleoplasm";0,00158378207158695
"136";136;"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";2;4;0,00099684450688577;2;2;2;2;0,00123454961481625;0,0014248801108851;"mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex III";0,00126702565726956
"144";144;"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase F(0) complex subunit B1, mitochondrial";"ATP5F1";3;7;0,00308690813606912;2;3;3;4;0,00327686118463921;0,0050427397674293;"nucleus, mitochondrial proton-transporting ATP synthase complex, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial inner membrane, mitochondrial matrix, mitochondrion";0,00221729490022173
"147";147;"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";4;9;0,00125746752926154;4;4;5;4;0,00173035574106361;0,00159769972829443;"nucleoplasm, nucleus, alpha DNA polymerase:primase complex, MCM complex, intracellular membrane-bounded organelle, perinuclear region of cytoplasm, centrosome";0,00285080772885651
"165";165;"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";6;11;0,00209766730481917;5;4;6;5;0,00283404210563391;0,00272580527969151;"dendritic spine, endoplasmic reticulum lumen, dendrite cytoplasm, integral component of lumenal side of endoplasmic reticulum membrane, neuronal cell body, melanosome, axon, ribosome, protein complex, endoplasmic reticulum membrane, endoplasmic reticulum";0,00348432055749129
"171";171;"P30153";"P30153";"2AAA_HUMAN";"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform";"PPP2R1A";2;2;0,000383336639744698;2;NA;2;NA;0,000949492318356128;NA;"nucleus, mitochondrion, microtubule cytoskeleton, protein phosphatase type 2A complex, cytosol, membrane, chromosome, centromeric region";0,00063351282863478
"205";205;"P37268";"P37268";"FDFT_HUMAN";"Squalene synthase";"FDFT1";1;1;0,000270725756366459;1;NA;1;NA;0,00067056471883904;NA;"endoplasmic reticulum, integral component of membrane, endoplasmic reticulum membrane";0,00031675641431739
"217";217;"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";4;8;0,000647877419826763;4;4;4;4;0,000802368687965221;0,000926069856859327;"nucleoplasm, microtubule, condensed nuclear chromosome, perinuclear region of cytoplasm, mitochondrial nucleoid, nucleus, ribonucleoprotein complex, nuclear inner membrane, nuclear outer membrane, mitochondrion, cytoskeleton";0,00253405131453912
"219";219;"P43243";"P43243-1,P43243-2";"MATR3_HUMAN";"Matrin-3";"MATR3";3;3;0,000199927934601204;3;NA;3;NA;NA;NA;"nucleus, nuclear matrix, nuclear inner membrane";0,00095026924295217
"227";227;"P48444";"P48444-1,P48444-2";"COPD_HUMAN";"Coatomer subunit delta";"ARCN1";2;4;0,000441849864598096;2;2;2;2;NA;NA;"COPI vesicle coat, clathrin adaptor complex, intracellular membrane-bounded organelle, Golgi apparatus, cytoplasm, endoplasmic reticulum, cytosol";0,00126702565726956
"237";237;"P49790";"P49790";"NU153_HUMAN";"Nuclear pore complex protein Nup153";"NUP153";2;2;0,000153074766650595;2;NA;2;NA;0,000379153203736786;NA;"nuclear pore, cytoplasm, nuclear periphery, nuclear membrane, nucleoplasm, nucleolus, nuclear pore nuclear basket, nuclear inclusion body";0,00063351282863478
"238";238;"P49792";"P49792";"RBP2_HUMAN";"E3 SUMO-protein ligase RanBP2";"RANBP2";2;2;7,00326553379736e-05;2;NA;2;NA;0,0001734649427766;NA;"mitochondrion, nuclear inclusion body, cytosol, nuclear pore, nuclear membrane, nuclear pore nuclear basket";0,00063351282863478
"248";248;"P51659";"P51659-1,P51659-2,P51659-3";"DHB4_HUMAN";"Peroxisomal multifunctional enzyme type 2";"HSD17B4";1;1;5,11289132268177e-05;NA;1;NA;1;NA;NA;"peroxisomal matrix, intracellular membrane-bounded organelle, membrane, mitochondrion, peroxisomal membrane, peroxisome";0,00031675641431739
"305";305;"P63241";"P63241-1,P63241-2,Q9GZV4";"IF5A1_HUMAN, IF5A2_HUMAN";"Eukaryotic translation initiation factor 5A-1, Eukaryotic translation initiation factor 5A-2";"EIF5A, EIF5A2";2;2;0,000489772843404831;NA;2;NA;2;NA;0,00421876268124804;"endoplasmic reticulum membrane, nuclear pore, cytoplasm, nucleus, annulate lamellae, cytosol";0,00063351282863478
"320";320;"Q00688";"Q00688";"FKBP3_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";5;8;0,00403188001445762;5;3;5;3;0,00624164035169374;0,00432234837208226;"membrane, nucleus";0,00253405131453912
"326";326;"Q02218";"Q02218-1,Q02218-2";"ODO1_HUMAN";"2-oxoglutarate dehydrogenase, mitochondrial";"OGDH";1;1;5,51772435996156e-05;1;NA;1;NA;NA;NA;"mitochondrion, oxoglutarate dehydrogenase complex, mitochondrial matrix, mitochondrial membrane";0,00031675641431739
"335";335;"Q07666";"Q07666-1,Q07666-2,Q07666-3";"KHDR1_HUMAN";"KH domain-containing, RNA-binding, signal transduction-associated protein 1";"KHDRBS1";2;2;0,000169891106704008;NA;2;NA;2;NA;NA;"cytoplasm, Grb2-Sos complex, nucleus, membrane";0,00063351282863478
"338";338;"Q12931";"Q12931";"TRAP1_HUMAN";"Heat shock protein 75 kDa, mitochondrial";"TRAP1";1;3;0,000513691954846633;1;1;2;1;0,000845641596035926;0,000491175951372984;"mitochondrial matrix, nucleus, mitochondrion, mitochondrial inner membrane";0,00095026924295217
