"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5747.3.id.csv";"peptide.count.P5747.4.id.csv";"spectra.count.P5747.3.id.csv";"spectra.count.P5747.4.id.csv";"dNSAF.P5747.3.id.csv";"dNSAF.P5747.4.id.csv";"Go.Cc";"norm.sc"
"5";5;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";4;5;0,000153376859205528;2;3;2;3;NA;NA;"plasma membrane, myosin complex, extracellular vesicular exosome";0,000417745843428858
"16";16;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";10;17;0,00220277172233267;8;8;8;9;0,0027029152041183;0,00308182432626227;"extracellular space, cytoplasm, brush border, blood microparticle, nuclear envelope, extracellular vesicular exosome, perinuclear region of cytoplasm, mitochondrion, nucleus, chloride channel complex, plasma membrane, nuclear membrane";0,00142033586765812
"29";29;"O14578";"O14578-4";"CTRO_HUMAN";"Citron Rho-interacting kinase";"CIT";2;4;6,16231446161727e-05;2;2;2;2;NA;NA;"Golgi cisterna, ruffle, plasma membrane, vacuole, actin cytoskeleton, neuronal cell body";0,000334196674743086
"33";33;"O14745";"O14745";"NHRF1_HUMAN";"Na(+)/H(+) exchange regulatory cofactor NHE-RF1";"SLC9A3R1";2;2;0,000174455466671762;NA;2;NA;2;NA;0,000461030206473747;"brush border membrane, actin cytoskeleton, endomembrane system, sperm midpiece, membrane raft, plasma membrane, extracellular vesicular exosome, centrosome, microvillus, apical plasma membrane, cytoplasm, membrane, ruffle, filopodium, intracellular membrane-bounded organelle, microvillus membrane, cell periphery";0,000167098337371543
"46";46;"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";6;13;0,00135319290315064;6;3;8;5;0,0021713418806417;0,00137540678264668;"cytosol, actin cytoskeleton, Arp2/3 protein complex, plasma membrane, Golgi apparatus, endosome, neuron projection, cytoplasm, focal adhesion, cell leading edge, extracellular vesicular exosome, synapse";0,00108613919291503
"62";62;"O43491";"O43491-1,O43491-2";"E41L2_HUMAN";"Band 4.1-like protein 2";"EPB41L2";2;4;6,21443353915333e-05;2;2;2;2;NA;NA;"plasma membrane, extrinsic component of membrane, spectrin, extracellular vesicular exosome";0,000334196674743086
"75";75;"O43847";"O43847-1,O43847-2";"NRDC_HUMAN";"Nardilysin";"NRD1";2;2;2,71543726384743e-05;NA;2;NA;2;NA;NA;"cell surface, cytosol";0,000167098337371543
"81";81;"O60711";"O60711-1,O60711-2";"LPXN_HUMAN";"Leupaxin";"LPXN";2;4;0,000161800665980547;1;2;2;2;NA;NA;"nucleus, perinuclear region of cytoplasm, podosome, cytoplasm, cell projection, focal adhesion, plasma membrane";0,000334196674743086
"93";93;"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";2;2;0,000529280144648229;2;NA;2;NA;0,00138009017837396;NA;"plasma membrane, lysosomal membrane, vacuolar proton-transporting V-type ATPase complex, cytosol, extracellular vesicular exosome";0,000167098337371543
"97";97;"O75369";"O75369-1,O75369-2,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";22;28;9,10769578481923e-05;14;13;15;13;NA;NA;"stress fiber, Z disc, plasma membrane, cytosol, actin cytoskeleton, integral component of membrane, focal adhesion, extracellular vesicular exosome, cytoplasm, cell cortex";0,0023393767232016
"103";103;"O75534";"O75534-1,O75534-2";"CSDE1_HUMAN";"Cold shock domain-containing protein E1";"CSDE1";4;4;7,82644825419686e-05;4;NA;4;NA;NA;NA;"Golgi apparatus, cytoplasm, CRD-mediated mRNA stability complex, plasma membrane";0,000334196674743086
"108";108;"O75695";"O75695";"XRP2_HUMAN";"Protein XRP2";"RP2";1;1;8,92215100978442e-05;NA;1;NA;1;NA;0,000235784019882288;"plasma membrane, cytoplasmic vesicle, extracellular vesicular exosome, cytoplasm, ciliary basal body";8,35491686857716e-05
"122";122;"O95232";"O95232-1";"LC7L3_HUMAN";"Luc7-like protein 3";"LUC7L3";3;5;0,000361429728405619;2;3;2;3;NA;NA;"nucleus, plasma membrane, U1 snRNP, nuclear speck, focal adhesion";0,000417745843428858
"128";128;"O95466";"O95466-2,Q96PY5-3";"FMNL_HUMAN, FMNL2_HUMAN";"Formin-like protein 1, Formin-like protein 2";"FMNL1, FMNL2";1;1;1,42852372068827e-05;1;NA;1;NA;NA;NA;"cell cortex, cytosol, extracellular vesicular exosome, bleb, phagocytic vesicle, plasma membrane";8,35491686857716e-05
"135";135;"O96019";"O96019-1";"ACL6A_HUMAN";"Actin-like protein 6A";"ACTL6A";1;1;7,2791441804768e-05;NA;1;NA;1;NA;NA;"plasma membrane, npBAF complex, Ino80 complex, nucleoplasm, nucleus, NuA4 histone acetyltransferase complex, protein complex, SWI/SNF complex, nuclear chromatin";8,35491686857716e-05
"143";143;"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";6;11;0,000798843753201629;6;4;6;5;0,00113616726312647;0,000959586127427916;"mitochondrial matrix, mitochondrial inner membrane, extracellular vesicular exosome, mitochondrion, plasma membrane";0,000919040855543487
"145";145;"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";2;2;0,00017205249881127;2;NA;2;NA;0,000448624355504483;NA;"cell surface, cytoplasmic membrane-bounded vesicle lumen, cytoplasm, external side of plasma membrane, plasma membrane, cell junction, cytosol, neuronal cell body, membrane, dendrite cytoplasm, lysosome, extracellular space";0,000167098337371543
"146";146;"P01892";"P01891,P01892,P10316";"1A02_HUMAN, 1A68_HUMAN, 1A69_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain, HLA class I histocompatibility antigen, A-68 alpha chain, HLA class I histocompatibility antigen, A-69 alpha chain";"HLA-A";1;2;0,000247158521123404;1;1;1;1;0,00040898562820306;0,00022609426564055;"ER to Golgi transport vesicle membrane, endoplasmic reticulum exit site, early endosome membrane, Golgi apparatus, cell surface, MHC class I protein complex, phagocytic vesicle membrane, Golgi medial cisterna, integral component of lumenal side of endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane, Golgi membrane";0,000167098337371543
