"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6157.1.id.csv";"peptide.count.P6157.2.id.csv";"spectra.count.P6157.1.id.csv";"spectra.count.P6157.2.id.csv";"dNSAF.P6157.1.id.csv";"dNSAF.P6157.2.id.csv";"Go.Cc";"norm.sc"
"4";4;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";4;6;0,000413988105458125;4;2;4;2;NA;NA;"myosin complex, extracellular vesicular exosome, plasma membrane";0,00115942028985507
"7";7;"O00182";"O00182-1,O00182-2";"LEG9_HUMAN";"Galectin-9";"LGALS9";6;8;0,000791436415692717;6;2;6;2;NA;NA;"extracellular region, cytoplasm";0,00154589371980676
"8";8;"O00232";"O00232-1,O00232-2";"PSD12_HUMAN";"26S proteasome non-ATPase regulatory subunit 12";"PSMD12";1;2;0,00015403504801037;1;1;1;1;NA;NA;"cytosol, proteasome accessory complex, proteasome regulatory particle, nucleoplasm, extracellular vesicular exosome";0,000386473429951691
"11";11;"O00560";"O00560-1,O00560-2";"SDCB1_HUMAN";"Syntenin-1";"SDCBP";5;9;0,00106067086750765;4;4;4;5;NA;NA;"focal adhesion, extracellular vesicular exosome, melanosome, nucleus, cytosol, interleukin-5 receptor complex, cytoskeleton, cytoplasm, blood microparticle, adherens junction, membrane, plasma membrane, endoplasmic reticulum membrane";0,00173913043478261
"12";12;"O00571";"O00571-1";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";14;19;0,00201595114193632;11;6;13;6;NA;NA;"nuclear speck, cytoplasmic stress granule, mitochondrial outer membrane, extracellular vesicular exosome, nucleus, cytoplasm";0,00367149758454106
"13";13;"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";12;18;0,00169026694394267;9;7;10;8;0,00236909905762629;0,00210686592276404;"Golgi apparatus, nucleus, plasma membrane, integral component of membrane, cell surface, extracellular vesicular exosome, postsynaptic density, cytoplasm, Golgi-associated vesicle";0,00347826086956522
"14";14;"O14773";"O14773-1,O14773-2";"TPP1_HUMAN";"Tripeptidyl-peptidase 1";"TPP1";3;4;0,000249520361963512;3;1;3;1;NA;NA;"mitochondrion, lysosomal lumen, melanosome, lysosome, extracellular vesicular exosome";0,000772946859903382
"15";15;"O14828";"O14828-1,O14828-2";"SCAM3_HUMAN";"Secretory carrier-associated membrane protein 3";"SCAMP3";3;5;0,000506051742743001;3;2;3;2;NA;NA;"extracellular vesicular exosome, integral component of membrane, Golgi membrane";0,000966183574879227
"16";16;"O14950";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";1;1;0,000204781288316993;NA;1;NA;1;NA;0,000574320594106233;"cytosol, apical part of cell, stress fiber, myosin II complex, Z disc, extracellular vesicular exosome";0,000193236714975845
"18";18;"O15031";"O15031";"PLXB2_HUMAN";"Plexin-B2";"PLXNB2";16;19;0,000726093392797521;7;12;7;12;0,000674896771802572;0,00128612816395063;"intracellular, integral component of plasma membrane, extracellular vesicular exosome";0,00367149758454106
"19";19;"O15127";"O15127";"SCAM2_HUMAN";"Secretory carrier-associated membrane protein 2";"SCAMP2";1;1;0,000213495385692184;NA;1;NA;1;NA;0,00059875976832352;"transport vesicle, intracellular membrane-bounded organelle, integral component of membrane, Golgi apparatus, extracellular vesicular exosome, recycling endosome membrane, nucleus, trans-Golgi network membrane";0,000193236714975845
"20";20;"O15143";"O15143";"ARC1B_HUMAN";"Actin-related protein 2/3 complex subunit 1B";"ARPC1B";6;13;0,00245462302313299;6;5;7;6;0,00333457060906755;0,0031772897383619;"cytoplasm, extracellular vesicular exosome, Arp2/3 protein complex, actin cytoskeleton";0,00251207729468599
"21";21;"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";3;3;0,000702399818927286;3;NA;3;NA;0,00177208609510447;NA;"focal adhesion, extracellular vesicular exosome, actin cytoskeleton, neuron projection, cytoplasm, cell leading edge, endosome, synapse, plasma membrane, Golgi apparatus, Arp2/3 protein complex, cytosol";0,000579710144927536
"22";22;"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";2;2;0,00078921327969358;2;NA;2;NA;0,00199110797202749;NA;"Arp2/3 protein complex, actin cytoskeleton, extracellular vesicular exosome, cytosol, lamellipodium";0,000386473429951691
"27";27;"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";2;6;0,00090632234700295;2;2;3;3;0,0011432813516803;0,00127091589534476;"membrane, actin cytoskeleton, integral component of plasma membrane, plasma membrane, nuclear membrane";0,00115942028985507
"28";28;"O15511";"O15511-1,O15511-2";"ARPC5_HUMAN";"Actin-related protein 2/3 complex subunit 5";"ARPC5";1;1;0,000232582721499101;1;NA;1;NA;NA;NA;"extracellular vesicular exosome, cell projection, cytosol, cytoplasm, Arp2/3 protein complex, actin cytoskeleton";0,000193236714975845
"30";30;"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";5;5;0,000658911650025597;NA;5;NA;5;NA;0,0018479546320679;"cytosol, extracellular vesicular exosome";0,000966183574879227
"31";31;"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";2;2;0,000263071093231193;2;NA;2;NA;0,000663702657342497;NA;"cytoplasm, nucleus, proteasome complex, cytosol, proteasome accessory complex, nucleoplasm, extracellular vesicular exosome";0,000386473429951691
