"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"Go.Cc";"norm.sc"
"8";8;"O00139";"O00139-1,O00139-2,O00139-3,O00139-4";"KIF2A_HUMAN";"Kinesin-like protein KIF2A";"KIF2A";2;2;1,26346787747801e-05;2;NA;2;NA;2,50893198207464e-05;NA;"kinesin complex, cytosol, spindle pole, membrane, centrosome, microtubule";8,8008800880088e-05
"9";9;"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";5;9;0,000689374112634252;4;5;4;5;0,000587137993513644;0,000803943206175292;"cytoplasm, membrane, nucleus";0,000396039603960396
"12";12;"O00170";"O00170";"AIP_HUMAN";"AH receptor-interacting protein";"AIP";3;6;0,000324366662363444;3;3;3;3;0,000322055632608126;0,000326936903844619;"cytosol, cytoplasm, membrane, nucleus";0,000264026402640264
"13";13;"O00203";"O00203-1,Q13367-1";"AP3B1_HUMAN, AP3B2_HUMAN";"AP-3 complex subunit beta-1, AP-3 complex subunit beta-2";"AP3B1, AP3B2";1;1;8,19860589613485e-06;NA;1;NA;1;NA;1,652714127891e-05;"Golgi apparatus, lysosomal membrane, membrane, AP-3 adaptor complex, clathrin-coated vesicle membrane";4,4004400440044e-05
"14";14;"O00217";"O00217";"NDUS8_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial";"NDUFS8";3;6;0,000509719040856841;2;3;2;4;0,000337391615113275;0,00068501065567444;"mitochondrial respiratory chain complex I, mitochondrion, mitochondrial inner membrane";0,000264026402640264
"19";19;"O00303";"O00303";"EIF3F_HUMAN";"Eukaryotic translation initiation factor 3 subunit F";"EIF3F";9;21;0,00104942155470526;7;9;10;11;0,000992328279744927;0,00110810547241453;"eukaryotic translation initiation factor 3 complex, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, membrane, cytosol";0,000924092409240924
"20";20;"O00410";"O00410-1,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";15;29;0,000235808945519459;12;14;14;15;0,000226055457710353;0,000245873241268743;"cytoplasm, membrane, Golgi apparatus, nuclear membrane, intracellular membrane-bounded organelle, nucleus, nuclear pore";0,00127612761276128
"23";23;"O00429";"O00429-1,O00429-3,O00429-6";"DNM1L_HUMAN";"Dynamin-1-like protein";"DNM1L";7;11;8,8877640729114e-05;6;4;7;4;0,000112311067530914;6,51504699690364e-05;"synaptic vesicle membrane, mitochondrion, membrane, microtubule, cytosol, cytoplasm, cell junction, mitochondrial outer membrane, protein complex, Golgi apparatus, coated pit, perinuclear region of cytoplasm, peroxisome, intracellular membrane-bounded organelle";0,000484048404840484
"26";26;"O00541";"O00541-1,O00541-2";"PESC_HUMAN";"Pescadillo homolog";"PES1";1;1;1,51702095493107e-05;NA;1;NA;1;NA;3,05808328426089e-05;"PeBoW complex, cytoplasm, nucleolus, membrane, nucleoplasm, condensed chromosome, preribosome, large subunit precursor";4,4004400440044e-05
"32";32;"O14561";"O14561";"ACPM_HUMAN";"Acyl carrier protein, mitochondrial";"NDUFAB1";3;6;0,000686160247307286;2;3;2;4;0,000454181020344794;0,000922129728792515;"mitochondrial matrix, mitochondrial membrane, mitochondrial inner membrane, mitochondrial respiratory chain complex I";0,000264026402640264
