"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc";"norm.sc"
"3";3;"A6NHL2";"A6NHL2-1,A6NHL2-2";"TBAL3_HUMAN";"Tubulin alpha chain-like 3";"TUBAL3";1;2;9,02077670608238e-05;1;1;1;1;0,000101069382698896;7,95495696010859e-05;"microtubule, cytoplasm";8,9118616879066e-05
"4";4;"A6NHR9";"A6NHR9-1,A6NHR9-2,A6NHR9-3";"SMHD1_HUMAN";"Structural maintenance of chromosomes flexible hinge domain-containing protein 1";"SMCHD1";1;1;2,97276542784723e-06;1;NA;1;NA;5,9952711133776e-06;NA;"Barr body";4,4559308439533e-05
"6";6;"A8MWD9";"A8MWD9,P62308";"RUXG_HUMAN, RUXGL_HUMAN";"Small nuclear ribonucleoprotein G, Small nuclear ribonucleoprotein G-like protein";"SNRPG";2;4;0,000470557474960554;2;2;2;2;0,000474494154565346;0,000466830368974794;"spliceosomal complex";0,000178237233758132
"8";8;"O00115";"O00115";"DNS2A_HUMAN";"Deoxyribonuclease-2-alpha";"DNASE2";2;3;0,000149009867070842;2;1;2;1;0,000200341976372035;9,85530778946787e-05;"extracellular vesicular exosome, intracellular, lysosome";0,000133677925318599
"10";10;"O00151";"O00151";"PDLI1_HUMAN";"PDZ and LIM domain protein 1";"PDLIM1";11;15;0,00081525155236327;8;7;8;7;0,000876876735488542;0,000754874639193283;"transcription factor complex, cytoskeleton, cytoplasm";0,000668389626592995
"11";11;"O00154";"O00154-1,O00154-4,O00154-6";"BACH_HUMAN";"Cytosolic acyl coenzyme A thioester hydrolase";"ACOT7";8;16;0,000250963986645629;7;7;8;8;0,000253063549101518;0,000248976196786557;"nucleus, mitochondrion, extracellular vesicular exosome, cytoplasm, cytosol, cell body, neuron projection";0,000712948935032528
"18";18;"O00233";"O00233-1,O00233-2";"PSMD9_HUMAN";"26S proteasome non-ATPase regulatory subunit 9";"PSMD9";2;4;0,000160369363663687;2;2;2;2;0,000161711012318234;0,000159099139202172;"cytosol, nucleus, nucleoplasm, proteasome regulatory particle";0,000178237233758132
"22";22;"O00418";"O00418";"EF2K_HUMAN";"Eukaryotic elongation factor 2 kinase";"EEF2K";1;2;4,93274042717271e-05;1;1;1;1;4,97400768923673e-05;4,89367007477025e-05;"cytosol, cytoplasm";8,9118616879066e-05
"23";23;"O00425";"O00425-1";"IF2B3_HUMAN";"Insulin-like growth factor 2 mRNA-binding protein 3";"IGF2BP3";1;1;3,6497942005105e-05;0;1;0;1;0;7,00303144181284e-05;"nucleus, cytoplasm, cytosol";4,4559308439533e-05
"27";27;"O00487";"O00487";"PSDE_HUMAN";"26S proteasome non-ATPase regulatory subunit 14";"PSMD14";4;9;0,000519131149795192;4;4;5;4;0,000581637995918811;0,000457794942478507;"proteasome complex, proteasome accessory complex, extracellular vesicular exosome, cytosol, nucleoplasm, nucleus, proteasome regulatory particle, lid subcomplex";0,000401033775955797
"28";28;"O00505";"O00505";"IMA4_HUMAN";"Importin subunit alpha-4";"KPNA3";3;4;0,00014976388663899;2;2;2;2;0,000161504088438109;0,000136196192100132;"cytosol, nuclear pore, nucleoplasm";0,000178237233758132
"29";29;"O00507";"O00507-1,O00507-2";"USP9Y_HUMAN";"Probable ubiquitin carboxyl-terminal hydrolase FAF-Y";"USP9Y";1;1;5,24887985768133e-06;NA;1;NA;1;NA;1,04146109712576e-05;"cytoplasm";4,4559308439533e-05
