"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5836.1.id.csv";"peptide.count.P5836.2.id.csv";"spectra.count.P5836.1.id.csv";"spectra.count.P5836.2.id.csv";"dNSAF.P5836.1.id.csv";"dNSAF.P5836.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A0FGR8";"A0FGR8-1,A0FGR8-2,A0FGR8-4,A0FGR8-5,A0FGR8-6";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";1;4;1,54963443474392e-05;1;1;2;2;1,53859368455565e-05;1,56191354714042e-05;"integral component of plasma membrane, membrane, extrinsic component of cytoplasmic side of plasma membrane, organelle membrane contact site, intrinsic component of endoplasmic reticulum membrane";0,000176017601760176
"3";3;"A6NIZ1";"A6NIZ1,P61224";"RAP1B_HUMAN, RP1BL_HUMAN";"Ras-related protein Rap-1b, Ras-related protein Rap-1b-like protein";"RAP1B";5;8;0,00038782970499977;5;3;5;3;0,000481333146561058;0,000293177114860664;"cytosol, plasma membrane";0,000352035203520352
"5";5;"B0I1T2";"B0I1T2-1,B0I1T2-3,B0I1T2-4";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";3;7;4,08910167026608e-05;2;2;4;3;4,63996327267766e-05;3,53271703564912e-05;"plasma membrane, myosin complex, extracellular vesicular exosome, membrane";0,000308030803080308
"18";18;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";11;30;0,00235535958147729;9;11;14;16;0,0021951454460482;0,00252023284107055;"brush border, blood microparticle, plasma membrane, cytoplasm, chloride channel complex, nuclear envelope, mitochondrion, vesicle, nucleus, extracellular vesicular exosome, perinuclear region of cytoplasm, extracellular space, nuclear membrane, membrane";0,00132013201320132
"34";34;"O14641";"O14641,Q92997";"DVL2_HUMAN, DVL3_HUMAN";"Segment polarity protein dishevelled homolog DVL-2, Segment polarity protein dishevelled homolog DVL-3";"DVL2, DVL3";1;2;2,45732319972306e-05;1;1;1;1;2,43981539854641e-05;2,4767947260956e-05;"cytosol, clathrin-coated endocytic vesicle, cytoplasmic vesicle, apical part of cell, cell cortex, cytoplasm, clathrin-coated vesicle, nucleus, plasma membrane";8,8008800880088e-05
"52";52;"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";12;27;0,00160561497869905;11;12;13;14;0,0015351318487654;0,00167827610640238;"cell leading edge, synapse, extracellular vesicular exosome, Arp2/3 protein complex, focal adhesion, actin cytoskeleton, Golgi apparatus, neuron projection, endosome, plasma membrane, cytosol, cytoplasm";0,00118811881188119
"56";56;"O15294";"O15294-1,O15294-2,O15294-3";"OGT1_HUMAN";"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit";"OGT";2;3;1,70556084416725e-05;2;NA;3;NA;3,38681831614664e-05;NA;"mitochondrion, cytoplasm, nucleus, cytosol, microtubule organizing center, histone acetyltransferase complex, MLL5-L complex, plasma membrane, nucleoplasm";0,000132013201320132
"79";79;"O43491";"O43491-1,O43491-2";"E41L2_HUMAN";"Band 4.1-like protein 2";"EPB41L2";3;5;7,98813422238333e-05;2;2;2;3;5,2874805353573e-05;0,000107352416187785;"spectrin, plasma membrane, extracellular vesicular exosome, extrinsic component of membrane";0,00022002200220022
"83";83;"O43665";"O43665-1,O43665-2,O43665-3";"RGS10_HUMAN";"Regulator of G-protein signaling 10";"RGS10";1;2;6,87482328708649e-05;1;NA;2;NA;0,00013651683848514;NA;"cytoplasm, plasma membrane, axon terminus, neuronal cell body, nucleus, dendritic spine";8,8008800880088e-05
"95";95;"O43813";"O43813";"LANC1_HUMAN";"LanC-like protein 1";"LANCL1";1;2;8,94243931327791e-05;1;1;1;1;8,87872671350724e-05;9,01329810097947e-05;"cytoplasm, nucleus, integral component of plasma membrane, extracellular vesicular exosome";8,8008800880088e-05
"117";117;"O60711";"O60711-1,O60711-2";"LPXN_HUMAN";"Leupaxin";"LPXN";4;8;0,000184872190984346;4;4;4;4;0,00018355502376629;0,000186337095455482;"perinuclear region of cytoplasm, nucleus, focal adhesion, membrane, podosome, plasma membrane, cytoplasm, cell projection";0,000352035203520352
"126";126;"O75122";"O75122-1";"CLAP2_HUMAN";"CLIP-associating protein 2";"CLASP2";1;2;2,75736729984381e-05;1;1;1;1;2,73772176096553e-05;2,77921633871005e-05;"kinetochore microtubule, microtubule organizing center, plasma membrane, condensed chromosome kinetochore, cell cortex, cytosol, ruffle membrane, trans-Golgi network, microtubule, cytoplasmic microtubule, cytoplasm, membrane, Golgi apparatus";8,8008800880088e-05
"131";131;"O75323";"O75323-1";"NIPS2_HUMAN";"Protein NipSnap homolog 2";"GBAS";6;12;0,000787935212218893;6;5;6;6;0,000743205306018753;0,000829916755913263;"membrane, mitochondrion, integral component of plasma membrane";0,000528052805280528
"133";133;"O75348";"O75348";"VATG1_HUMAN";"V-type proton ATPase subunit G 1";"ATP6V1G1";3;4;0,000604751404406421;3;1;3;1;0,000900664057293913;0,000304771690024645;"cytosol, lysosomal membrane, vacuolar proton-transporting V-type ATPase complex, plasma membrane, extracellular vesicular exosome";0,000176017601760176
"136";136;"O75369";"O75369-1,O75369-2,O75369-8,O75369-9";"FLNB_HUMAN";"Filamin-B";"FLNB";38;75;0,000134535513158962;36;32;40;35;0,000142338192736105;0,000126695379724567;"extracellular vesicular exosome, cytoplasm, integral component of membrane, actin cytoskeleton, focal adhesion, stress fiber, cytosol, cell cortex, plasma membrane, Z disc";0,0033003300330033
"142";142;"O75449";"O75449-1,O75449-2";"KTNA1_HUMAN";"Katanin p60 ATPase-containing subunit A1";"KATNA1";1;2;3,63343511812412e-05;1;1;1;1;3,6075478194393e-05;3,66222601047944e-05;"midbody, spindle, lipid particle, plasma membrane, growth cone, spindle pole, cytoplasm, axon, nucleus, microtubule, neuronal cell body, centrosome";8,8008800880088e-05
"147";147;"O75534";"O75534-1,O75534-2";"CSDE1_HUMAN";"Cold shock domain-containing protein E1";"CSDE1";6;10;0,000111780491415974;4;6;4;6;8,87872671350724e-05;0,000135199471514692;"CRD-mediated mRNA stability complex, cytoplasm, plasma membrane, Golgi apparatus";0,00044004400440044
"166";166;"O94804";"O94804";"STK10_HUMAN";"Serine/threonine-protein kinase 10";"STK10";6;11;0,000236517357973345;5;4;7;4;0,000288203193953295;0,00018575960445717;"extracellular vesicular exosome, plasma membrane";0,000484048404840484
"174";174;"O95232";"O95232-1";"LC7L3_HUMAN";"Luc7-like protein 3";"LUC7L3";5;5;0,000206483407754507;3;2;3;2;0,00024601471935343;0,000166495645476426;"nuclear speck, nucleus, plasma membrane, U1 snRNP, focal adhesion";0,00022002200220022
"184";184;"O95466";"O95466-1,O95466-2,O95466-3";"FMNL_HUMAN";"Formin-like protein 1";"FMNL1";3;6;3,24366662363444e-05;3;2;4;2;4,29407510144168e-05;2,17957935896413e-05;"phagocytic vesicle, cell cortex, cytosol, extracellular vesicular exosome, plasma membrane, membrane, bleb";0,000264026402640264
"191";191;"O95782";"O95782-1,O95782-2";"AP2A1_HUMAN";"AP-2 complex subunit alpha-1";"AP2A1";4;8;7,30405995086568e-05;4;4;4;4;7,25202038626283e-05;7,36193642229439e-05;"clathrin-coated endocytic vesicle membrane, clathrin coat of trans-Golgi network vesicle, plasma membrane, cytosol, AP-2 adaptor complex, endocytic vesicle membrane, membrane, basolateral plasma membrane, apical plasma membrane";0,000352035203520352
"198";198;"O96019";"O96019-1";"ACL6A_HUMAN";"Actin-like protein 6A";"ACTL6A";6;10;0,000415854695337749;4;6;4;6;0,000330313469341668;0,000502979852068644;"nucleoplasm, nuclear chromatin, Ino80 complex, nucleus, protein complex, SWI/SNF complex, plasma membrane, NuA4 histone acetyltransferase complex, npBAF complex";0,00044004400440044
"206";206;"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";13;31;0,00128615153332482;13;12;16;15;0,00131818119393094;0,0012545253287061;"extracellular vesicular exosome, mitochondrial inner membrane, plasma membrane, mitochondrion, mitochondrial matrix";0,00136413641364136
"208";208;"P00813";"P00813";"ADA_HUMAN";"Adenosine deaminase";"ADA";5;12;0,000589757567933535;3;5;6;6;0,000585555695651139;0,000594430734262943;"cytosol, neuronal cell body, extracellular space, lysosome, cytoplasm, plasma membrane, membrane, external side of plasma membrane, cytoplasmic membrane-bounded vesicle lumen, dendrite cytoplasm, cell junction, cell surface";0,000528052805280528
"209";209;"P00918";"P00918";"CAH2_HUMAN";"Carbonic anhydrase 2";"CA2";3;4;0,000274464098922914;2;2;2;2;0,000272508612206876;0,000276638918637754;"axon, extracellular vesicular exosome, apical part of cell, basolateral plasma membrane, plasma membrane, extracellular space, cytoplasm, cytosol, microvillus";0,000176017601760176
"210";210;"P02647";"P02647";"APOA1_HUMAN";"Apolipoprotein A-I";"APOA1";2;3;0,000200451308202128;1;2;1;2;0,000132682095831063;0,000269386212905679;"cytosol, very-low-density lipoprotein particle, early endosome, extracellular vesicular exosome, blood microparticle, secretory granule lumen, endocytic vesicle, endoplasmic reticulum lumen, cytoplasmic vesicle, spherical high-density lipoprotein particle, extracellular region, high-density lipoprotein particle, plasma membrane, extracellular space, endocytic vesicle lumen, nucleus";0,000132013201320132
"215";215;"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";22;54;0,00182802464368013;20;22;26;28;0,00174777819593784;0,00191075078527785;"peroxisomal membrane, cytosol, plasma membrane, endoplasmic reticulum, Golgi apparatus, extracellular vesicular exosome, peroxisome, membrane, intracellular membrane-bounded organelle, mitochondrial intermembrane space, lysosome, peroxisomal matrix";0,00237623762376238
"221";221;"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";3;5;0,000138510608928489;2;3;2;3;0,000110019004928242;0,000167529779920379;"extracellular vesicular exosome, plasma membrane, keratin filament, nucleus, cytoskeleton, extracellular space, membrane, blood microparticle";0,00022002200220022
"223";223;"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";17;129;0,00686979543124966;17;17;58;71;0,00613347742101447;0,00762202154933276;"plasma membrane, GAIT complex, microtubule cytoskeleton, membrane, cytoplasm, ribonucleoprotein complex, cytosol, perinuclear region of cytoplasm, extracellular vesicular exosome, nucleus, lipid particle, vesicle";0,00567656765676568
"224";224;"P04632";"P04632";"CPNS1_HUMAN";"Calpain small subunit 1";"CAPNS1";9;13;0,000865381207424861;5;8;5;8;0,000660935066919662;0,00107352416187785;"extracellular vesicular exosome, cytoplasm, plasma membrane, cytosol, membrane";0,000572057205720572
"225";225;"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";5;8;0,000696201616780075;4;4;4;4;0,000691241357793052;0,000701718232642109;"spindle, nucleus, Z disc, extracellular vesicular exosome, proteasome complex, plasma membrane, cytosol, extracellular space, cytoplasm, cytoskeleton";0,000352035203520352
"228";228;"P05023";"P05023-1,P05023-3";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";5;7;0,00010681429069764;2;5;2;5;6,92592758297046e-05;0,000140618023158976;"melanosome, membrane, sodium:potassium-exchanging ATPase complex, extracellular vesicular exosome, endoplasmic reticulum, Golgi apparatus, basolateral plasma membrane, protein complex, T-tubule, caveola, integral component of membrane, endosome, plasma membrane";0,000308030803080308
"230";230;"P05141";"P05141";"ADT2_HUMAN";"ADP/ATP translocase 2";"SLC25A5";4;18;0,00220203980154232;4;4;8;10;0,00198132659881957;0,00241362814918846;"mitochondrial nucleoid, mitochondrion, extracellular vesicular exosome, integral component of plasma membrane, mitochondrial inner membrane, MMXD complex, nucleus, membrane";0,000792079207920792
"237";237;"P05556";"P05556-1";"ITB1_HUMAN";"Integrin beta-1";"ITGB1";2;4;8,94243931327791e-05;2;2;2;2;8,87872671350724e-05;9,01329810097947e-05;"myelin sheath abaxonal region, external side of plasma membrane, sarcolemma, cytoplasm, membrane, cell surface, integrin alpha7-beta1 complex, melanosome, extracellular vesicular exosome, neuromuscular junction, lamellipodium, integrin alpha9-beta1 complex, membrane raft, recycling endosome, focal adhesion, intercalated disc, plasma membrane, filopodium, integrin alpha8-beta1 complex, acrosomal vesicle, integrin complex, cleavage furrow, basement membrane, receptor complex, ruffle, integrin alpha3-beta1 complex, hemidesmosome";0,000176017601760176
"244";244;"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";23;78;0,00263049712956366;22;23;37;41;0,00247781932838388;0,00278730706302312;"mitochondrial membrane, plasma membrane, membrane, nucleus, mitochondrial proton-transporting ATP synthase complex, mitochondrial nucleoid, mitochondrial proton-transporting ATP synthase, catalytic core, mitochondrion, cell surface, mitochondrial matrix, extracellular vesicular exosome";0,00343234323432343
"246";246;"P06733";"P06733-1";"ENOA_HUMAN";"Alpha-enolase";"ENO1";21;151;0,00849387501869252;20;21;75;76;0,00845806123413744;0,00853501179852427;"membrane, nucleus, M band, plasma membrane, phosphopyruvate hydratase complex, extracellular space, cytosol, cytoplasm, extracellular vesicular exosome";0,00664466446644664
"247";247;"P06737";"P06737";"PYGL_HUMAN";"Glycogen phosphorylase, liver form";"PYGL";14;35;0,000829346579906533;14;11;18;17;0,000828143055278039;0,000830080061060039;"plasma membrane, cytoplasm, cytosol";0,00154015401540154
"248";248;"P06744";"P06744-1";"G6PI_HUMAN";"Glucose-6-phosphate isomerase";"GPI";19;51;0,00166761086497335;16;19;25;26;0,00162590373136807;0,00171135126057307;"extracellular space, nucleus, cytoplasm, neuron projection, cytosol, extracellular vesicular exosome, membrane, plasma membrane";0,00224422442244224
"256";256;"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";20;41;0,00143985595202671;19;18;21;20;0,00146446557347396;0,00141586848121685;"extracellular region, endoplasmic reticulum, procollagen-proline 4-dioxygenase complex, extracellular vesicular exosome, endoplasmic reticulum-Golgi intermediate compartment, melanosome, plasma membrane, endoplasmic reticulum lumen";0,0018041804180418
"258";258;"P07355";"P07355-1,P07355-2";"ANXA2_HUMAN";"Annexin A2";"ANXA2";8;18;0,000473632737079365;8;7;9;9;0,000470258224604786;0,000477385744551877;"Schmidt-Lanterman incisure, ruffle, nucleus, midbody, macropinosome, perinuclear region of cytoplasm, protein complex, extrinsic component of plasma membrane, cell surface, plasma membrane, late endosome membrane, vesicle, lipid particle, membrane, cell cortex, myelin sheath adaxonal region, basement membrane, extracellular space, extracellular vesicular exosome, melanosome, early endosome, sarcolemma, lysosomal membrane";0,000792079207920792
"259";259;"P07384";"P07384";"CAN1_HUMAN";"Calpain-1 catalytic subunit";"CAPN1";9;20;0,000499724549859648;9;7;13;7;0,000645013381834203;0,000352579013950079;"cytosol, plasma membrane, extracellular vesicular exosome, membrane, cytoplasm";0,00088008800880088
