"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5837.1.id.csv";"peptide.count.P5837.2.id.csv";"spectra.count.P5837.1.id.csv";"spectra.count.P5837.2.id.csv";"dNSAF.P5837.1.id.csv";"dNSAF.P5837.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A0FGR8";"A0FGR8-1,A0FGR8-2,A0FGR8-4,A0FGR8-5,A0FGR8-6";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";1;4;1,55319731148761e-05;1;1;2;2;1,56619134623089e-05;1,54089502897217e-05;"integral component of plasma membrane, membrane, extrinsic component of cytoplasmic side of plasma membrane, organelle membrane contact site, intrinsic component of endoplasmic reticulum membrane";0,000178237233758132
"5";5;"A6NIZ1";"A6NIZ1,P61224";"RAP1B_HUMAN, RP1BL_HUMAN";"Ras-related protein Rap-1b, Ras-related protein Rap-1b-like protein";"RAP1B";3;5;0,000242950870224199;3;2;3;2;0,000293980074024182;0,000192821239359154;"cytosol, plasma membrane";0,000222796542197665
"7";7;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";3;5;8,78250690004964e-05;2;2;2;3;7,08478501905035e-05;0,000104555328218323;"plasma membrane, myosin complex, extracellular vesicular exosome, membrane";0,000222796542197665
"19";19;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";11;28;0,0020774819641412;10;11;14;14;0,0020948621595748;0,00206102702319162;"brush border, blood microparticle, plasma membrane, cytoplasm, chloride channel complex, nuclear envelope, mitochondrion, vesicle, nucleus, extracellular vesicular exosome, perinuclear region of cytoplasm, extracellular space, nuclear membrane, membrane";0,00124766063630692
"32";32;"O00592";"O00592-1,O00592-2";"PODXL_HUMAN";"Podocalyxin";"PODXL";1;1;1,60225663517035e-05;1;NA;1;NA;3,23132219954895e-05;NA;"apical plasma membrane, cell body, filopodium, membrane raft, extracellular vesicular exosome, integral component of plasma membrane, extracellular space, ruffle, slit diaphragm, cytoplasm, lamellipodium, plasma membrane, microvillus membrane";4,4559308439533e-05
"42";42;"O14641";"O14641,Q92997";"DVL2_HUMAN, DVL3_HUMAN";"Segment polarity protein dishevelled homolog DVL-2, Segment polarity protein dishevelled homolog DVL-3";"DVL2, DVL3";1;2;2,46297300943541e-05;1;1;1;1;2,48357821948804e-05;2,44346474119038e-05;"cytosol, clathrin-coated endocytic vesicle, cytoplasmic vesicle, apical part of cell, cell cortex, cytoplasm, clathrin-coated vesicle, nucleus, plasma membrane";8,9118616879066e-05
"45";45;"O14745";"O14745";"NHRF1_HUMAN";"Na(+)/H(+) exchange regulatory cofactor NHE-RF1";"SLC9A3R1";3;7;0,00034963209033382;3;2;5;2;0,000503653013225786;0,000198207307497678;"microvillus membrane, filopodium, sperm midpiece, plasma membrane, actin cytoskeleton, ruffle, intracellular membrane-bounded organelle, apical plasma membrane, membrane, microvillus, vesicle, brush border membrane, extracellular vesicular exosome, cell periphery, membrane raft, centrosome, endomembrane system, cytoplasm";0,000311915159076731
"60";60;"O15144";"O15144";"ARPC2_HUMAN";"Actin-related protein 2/3 complex subunit 2";"ARPC2";12;27;0,0016093065643651;11;12;13;14;0,00156266741570187;0,0016556917086306;"cell leading edge, synapse, extracellular vesicular exosome, Arp2/3 protein complex, focal adhesion, actin cytoskeleton, Golgi apparatus, neuron projection, endosome, plasma membrane, cytosol, cytoplasm";0,00120310132786739
"64";64;"O15294";"O15294-1,O15294-2,O15294-3";"OGT1_HUMAN";"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit";"OGT";2;3;1,70948222261004e-05;2;NA;3;NA;3,44756747102928e-05;NA;"mitochondrion, cytoplasm, nucleus, cytosol, microtubule organizing center, histone acetyltransferase complex, MLL5-L complex, plasma membrane, nucleoplasm";0,000133677925318599
"89";89;"O43491";"O43491-1,O43491-2";"E41L2_HUMAN";"Band 4.1-like protein 2";"EPB41L2";3;4;7,11688917353276e-05;1;3;1;3;5,38232175327855e-05;8,82564876668764e-05;"spectrin, plasma membrane, extracellular vesicular exosome, extrinsic component of membrane";0,000178237233758132
