"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6287.1.id.csv";"peptide.count.P6287.2.id.csv";"spectra.count.P6287.1.id.csv";"spectra.count.P6287.2.id.csv";"dNSAF.P6287.1.id.csv";"dNSAF.P6287.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"A8MWD9";"A8MWD9,P62308";"RUXG_HUMAN, RUXGL_HUMAN";"Small nuclear ribonucleoprotein G, Small nuclear ribonucleoprotein G-like protein";"SNRPG";4;7;0,00307289388682101;4;3;4;3;0,00439708793646957;0,00391578811640607;"spliceosomal complex";0,00134151015714833
"3";3;"E9PAV3";"E9PAV3-1,E9PAV3-2,Q13765-1";"NACA_HUMAN, NACAM_HUMAN";"Nascent polypeptide-associated complex subunit alpha, Nascent polypeptide-associated complex subunit alpha, muscle-specific form";"NACA";2;4;6,10621787491314e-05;2;2;2;2;NA;NA;"cytoplasm, nucleus";0,00076657723265619
"6";6;"O00303";"O00303";"EIF3F_HUMAN";"Eukaryotic translation initiation factor 3 subunit F";"EIF3F";1;1;0,000186906711003119;1;NA;1;NA;0,000468037371388918;NA;"eukaryotic 48S preinitiation complex, cytosol, eukaryotic 43S preinitiation complex, eukaryotic translation initiation factor 3 complex";0,000191644308164048
"13";13;"O14776";"O14776-1,O14776-2";"TCRG1_HUMAN";"Transcription elongation regulator 1";"TCERG1";5;6;0,000182310644339107;5;1;5;1;NA;NA;"nucleus";0,00114986584898429
"16";16;"O14979";"O14979-1,O14979-2,O14979-3";"HNRDL_HUMAN";"Heterogeneous nuclear ribonucleoprotein D-like";"HNRNPDL";4;8;0,000500683431899263;4;4;4;4;NA;NA;"cytoplasm, nucleus, spliceosomal complex";0,00153315446531238
"19";19;"O15347";"O15347";"HMGB3_HUMAN";"High mobility group protein B3";"HMGB3";5;12;0,00415182107374927;5;5;5;7;0,00433194589296632;0,00720118268913394;"nucleus, chromosome";0,00229973169796857
"21";21;"O15446";"O15446-1,O15446-2";"RPA34_HUMAN";"DNA-directed RNA polymerase I subunit RPA34";"CD3EAP";2;2;0,000130834697702183;2;NA;2;NA;NA;NA;"chromosome, nucleus, cytoplasm, mitochondrion, DNA-directed RNA polymerase I complex, RNA polymerase I transcription factor complex, nucleolus";0,000383288616328095
"25";25;"O43390";"O43390-1,O43390-2";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";12;18;0,00114276019352327;9;9;9;9;NA;NA;"nucleus, catalytic step 2 spliceosome, spliceosomal complex, ribonucleoprotein complex, nucleoplasm, cytoplasm";0,00344959754695286
"26";26;"O43432";"O43432-1,O43432-3,Q04637-1,Q04637-3,Q04637-4,Q04637-5,Q04637-6,Q04637-7,Q04637-8,Q04637-9";"IF4G1_HUMAN, IF4G3_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1, Eukaryotic translation initiation factor 4 gamma 3";"EIF4G1, EIF4G3";1;1;4,18028416414693e-06;NA;1;NA;1;NA;NA;"cytosol, eukaryotic translation initiation factor 4F complex";0,000191644308164048
"29";29;"O43809";"O43809";"CPSF5_HUMAN";"Cleavage and polyadenylation specificity factor subunit 5";"NUDT21";3;5;0,00146972898299809;3;2;3;2;0,00220822918395388;0,00174801701525323;"nucleus, paraspeckles, mRNA cleavage factor complex, centrosome, nucleoplasm";0,000958221540820238
"30";30;"O60234";"O60234";"GMFG_HUMAN";"Glia maturation factor gamma";"GMFG";1;1;0,000469899266395164;NA;1;NA;1;NA;0,00139718261430451;"intracellular";0,000191644308164048
"34";34;"O60869";"O60869-1";"EDF1_HUMAN";"Endothelial differentiation-related factor 1";"EDF1";5;12;0,00541019155363081;4;5;6;6;NA;NA;"nucleus, cytoplasm, intracellular, nucleolus";0,00229973169796857
"38";38;"O75400";"O75400-1,O75400-2,O75400-3";"PR40A_HUMAN";"Pre-mRNA-processing factor 40 homolog A";"PRPF40A";2;3;6,97238200920725e-05;1;2;1;2;NA;NA;"nuclear speck, nuclear matrix, cytoplasm, nucleus";0,000574932924492143
"39";39;"O75475";"O75475-1";"PSIP1_HUMAN";"PC4 and SFRS1-interacting protein";"PSIP1";7;13;0,00163666801087825;6;7;6;7;NA;NA;"nuclear heterochromatin, nucleus, nuclear periphery, nucleoplasm, cytosol, transcriptionally active chromatin";0,00249137600613262
"41";41;"O75569";"O75569-3";"PRKRA_HUMAN";"Interferon-inducible double-stranded RNA-dependent protein kinase activator A";"PRKRA";2;2;0,000426362273662066;2;NA;2;NA;NA;NA;"cytoplasm, perinuclear region of cytoplasm, cytosol";0,000383288616328095
"43";43;"O75937";"O75937";"DNJC8_HUMAN";"DnaJ homolog subfamily C member 8";"DNAJC8";6;9;0,00237364135356925;5;4;5;4;0,003302160900906;0,00313675780602753;"nucleoplasm";0,00172479877347643
"47";47;"O94903";"O94903";"PROSC_HUMAN";"Proline synthase co-transcribed bacterial homolog protein";"PROSC";2;4;0,000970555575681648;2;2;2;2;0,00121519521153341;0,00144290859077266;"mitochondrion, intracellular, cytoplasm";0,00076657723265619
"51";51;"O95757";"O95757";"HS74L_HUMAN";"Heat shock 70 kDa protein 4L";"HSPA4L";1;1;9,27850359151357e-05;1;NA;1;NA;0,000232345131327157;NA;"cytoplasm, cytosol, nucleus";0,000191644308164048
"54";54;"P00367";"P00367,P49448";"DHE3_HUMAN, DHE4_HUMAN";"Glutamate dehydrogenase 1, mitochondrial, Glutamate dehydrogenase 2, mitochondrial";"GLUD1, GLUD2";2;2;0,000119580100050382;2;NA;2;NA;0,000299443264490759;NA;"cytoplasm, mitochondrial matrix, mitochondrion";0,000383288616328095
