"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6287.1.id.csv";"peptide.count.P6287.2.id.csv";"spectra.count.P6287.1.id.csv";"spectra.count.P6287.2.id.csv";"dNSAF.P6287.1.id.csv";"dNSAF.P6287.2.id.csv";"Go.Cc";"norm.sc"
"7";7;"O00410";"O00410-1,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";6;9;0,000273715251801741;3;6;3;6;NA;NA;"cytoplasm, nuclear pore, intracellular membrane-bounded organelle, Golgi apparatus, nucleus, nuclear membrane";0,00172479877347643
"8";8;"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";3;5;0,0041188701128465;3;2;3;2;0,00618849413280903;0,00489876373410472;"mitochondrial respiratory chain complex I, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex IV";0,000958221540820238
"22";22;"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";3;6;0,00274215188334712;3;3;3;3;0,00343334263532556;0,00407671091571043;"integral component of membrane, mitochondrial outer membrane";0,00114986584898429
"31";31;"O60506";"O60506-1,O60506-2,O60506-3,O60506-4";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";15;26;0,000838574427724538;13;12;13;13;NA;NA;"nucleus, CRD-mediated mRNA stability complex, GAIT complex, histone pre-mRNA 3'end processing complex, catalytic step 2 spliceosome, ribonucleoprotein complex, nucleoplasm, endoplasmic reticulum, membrane";0,00498275201226524
"32";32;"O60763";"O60763-1,O60763-2";"USO1_HUMAN";"General vesicular transport factor p115";"USO1";1;1;3,4680715087377e-05;NA;1;NA;1;NA;NA;"Golgi apparatus, nucleolus, cytosol, ER to Golgi transport vesicle membrane, Golgi membrane, endoplasmic reticulum, Golgi stack";0,000191644308164048
"40";40;"O75477";"O75477,O94905-1";"ERLN1_HUMAN, ERLN2_HUMAN";"Erlin-1, Erlin-2";"ERLIN1, ERLIN2";1;1;9,74097749315523e-05;1;NA;1;NA;0,000482917172213421;NA;"endoplasmic reticulum, integral component of membrane, endoplasmic reticulum membrane, protein complex";0,000191644308164048
"42";42;"O75643";"O75643-1,O75643-2";"U520_HUMAN";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";1;1;1,56193108211876e-05;1;NA;1;NA;NA;NA;"spliceosomal complex, U5 snRNP, membrane, nucleoplasm, catalytic step 2 spliceosome, nucleus";0,000191644308164048
"44";44;"O75947";"O75947-1,O75947-2";"ATP5H_HUMAN";"ATP synthase subunit d, mitochondrial";"ATP5H";2;2;0,000414445315702567;NA;2;NA;2;NA;NA;"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, mitochondrion";0,000383288616328095
"46";46;"O94826";"O94826";"TOM70_HUMAN";"Mitochondrial import receptor subunit TOM70";"TOMM70A";2;3;0,000329238630730822;2;1;2;1;0,000549635992058696;0,000326315676367173;"mitochondrion, integral component of membrane, mitochondrial outer membrane translocase complex";0,000574932924492143
"48";48;"O95182";"O95182";"NDUA7_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7";"NDUFA7";1;1;0,000590492883434631;NA;1;NA;1;NA;0,00175575160381629;"mitochondrial respiratory chain complex I, mitochondrial inner membrane";0,000191644308164048
"49";49;"O95202";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";2;3;0,000270875625824547;2;1;2;1;NA;NA;"mitochondrial inner membrane, integral component of membrane, mitochondrion";0,000574932924492143
"52";52;"O95831";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";8;14;0,00076195737487242;6;5;9;5;NA;NA;"mitochondrial inner membrane, nucleus, perinuclear region of cytoplasm, cytosol, mitochondrial intermembrane space, mitochondrion";0,00268302031429667
