"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5767.3.id.csv";"peptide.count.P5767.4.id.csv";"spectra.count.P5767.3.id.csv";"spectra.count.P5767.4.id.csv";"dNSAF.P5767.3.id.csv";"dNSAF.P5767.4.id.csv";"Go.Cc";"norm.sc"
"1";1;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";2;2;0,000985132172651727;NA;2;NA;2;NA;0,00229214314725046;"extracellular space, cytoplasm, brush border, blood microparticle, nuclear envelope, extracellular vesicular exosome, perinuclear region of cytoplasm, mitochondrion, nucleus, chloride channel complex, plasma membrane, nuclear membrane";0,000584453535943892
"2";2;"O00571";"O00571-1,O00571-2";"DDX3X_HUMAN";"ATP-dependent RNA helicase DDX3X";"DDX3X";7;9;0,000806930393686403;7;2;7;2;NA;NA;"nuclear speck, cytoplasmic stress granule, nucleus, cytoplasm, extracellular vesicular exosome, mitochondrial outer membrane";0,00263004091174752
"4";4;"O15372";"O15372";"EIF3H_HUMAN";"Eukaryotic translation initiation factor 3 subunit H";"EIF3H";1;1;0,000337239848876515;1;NA;1;NA;0,00083213011086468;NA;"extracellular vesicular exosome, eukaryotic translation initiation factor 3 complex, eukaryotic 48S preinitiation complex, eukaryotic 43S preinitiation complex, cytosol";0,000292226767971946
"5";5;"O15427";"O15427";"MOT4_HUMAN";"Monocarboxylate transporter 4";"SLC16A3";8;17;0,00433987796919799;7;8;7;10;0,00440939482402273;0,00593985482244475;"integral component of plasma membrane, plasma membrane, actin cytoskeleton, nuclear membrane, membrane";0,00496785505552309
"8";8;"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";5;7;0,00155902249086629;5;2;5;2;0,00274774670754566;0,00103640994087685;"extracellular vesicular exosome, cytosol";0,00204558737580362
"9";9;"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";1;1;0,000195458441500329;NA;1;NA;1;NA;0,000454780322574666;"ribonucleoprotein complex, neuron projection, extracellular vesicular exosome, nucleus, protein complex, cell-cell junction, Z disc, extracellular space, extracellular region, perinuclear region of cytoplasm, stress fiber, cortical cytoskeleton, pseudopodium, cytoplasm, platelet alpha granule lumen";0,000292226767971946
"11";11;"O60488";"O60488-1,O60488-2";"ACSL4_HUMAN";"Long-chain-fatty-acid--CoA ligase 4";"ACSL4";2;2;0,000166959812664604;2;NA;2;NA;NA;NA;"extracellular vesicular exosome, neuronal cell body, mitochondrial outer membrane, peroxisome, peroxisomal membrane, cytoplasm, integral component of membrane, mitochondrial membrane, endoplasmic reticulum membrane, lipid particle";0,000584453535943892
"13";13;"O60814";"O60814,P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1K_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-K, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BH, HIST1H2BI,HIST1H2BG,HIST1H2BC,HIST1H2BE,HIST1H2BF, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";4;9;0,000942130371464549;3;4;4;5;0,00132838911122162;0,00156577805693697;"nucleosome, nucleus, nucleoplasm, extracellular space";0,00263004091174752
"20";20;"P00338";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";9;15;0,00289619956962867;8;7;8;7;NA;NA;"extracellular vesicular exosome, cilium, nucleus, cytosol, mitochondrion";0,00438340151957919
"21";21;"P00387";"P00387-1,P00387-2,P00387-3";"NB5R3_HUMAN";"NADH-cytochrome b5 reductase 3";"CYB5R3";5;8;0,0010516804146581;4;4;4;4;NA;NA;"cytoplasm, mitochondrial outer membrane, endoplasmic reticulum membrane, endoplasmic reticulum, lipid particle, extracellular vesicular exosome, membrane, mitochondrion, hemoglobin complex, mitochondrial inner membrane";0,00233781414377557
