"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5768.3.id.csv";"peptide.count.P5768.4.id.csv";"spectra.count.P5768.3.id.csv";"spectra.count.P5768.4.id.csv";"dNSAF.P5768.3.id.csv";"dNSAF.P5768.4.id.csv";"Go.Cc";"norm.sc"
"11";11;"O60841";"O60841";"IF2P_HUMAN";"Eukaryotic translation initiation factor 5B";"EIF5B";3;3;0,000295299443148192;NA;3;NA;3;NA;0,000701959355916972;"cytosol";0,000866300895177592
"13";13;"O75717";"O75717";"WDHD1_HUMAN";"WD repeat and HMG-box DNA-binding protein 1";"WDHD1";1;1;0,000106367086105933;NA;1;NA;1;NA;0,000252846298854062;"cytoplasm, nucleus, chromosome, centromeric region, nucleoplasm";0,000288766965059197
"24";24;"P02795";"P02795,P13640-1,P13640-2,P80297";"MT1G_HUMAN, MT1X_HUMAN, MT2_HUMAN";"Metallothionein-1G, Metallothionein-1X, Metallothionein-2";"MT1G, MT1X, MT2A";3;6;0,00292898634667312;3;3;3;3;0,00710426323531422;0,00701959355916972;"perinuclear region of cytoplasm, nucleus, cytosol, cytoplasm";0,00173260179035518
"34";34;"P05165";"P05165-1";"PCCA_HUMAN";"Propionyl-CoA carboxylase alpha chain, mitochondrial";"PCCA";36;136;0,0224341042157271;35;32;72;64;NA;NA;"cytosol, mitochondrial matrix";0,0392723072480508
"35";35;"P05166";"P05166-1,P05166-2";"PCCB_HUMAN";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";6;10;0,00111399295188866;5;5;5;5;NA;NA;"mitochondrial matrix, cytosol, mitochondrion";0,00288766965059197
"49";49;"P07814";"P07814";"SYEP_HUMAN";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";8;13;0,00103250643040792;7;4;7;6;0,00133753104121657;0,00113279155319935;"GAIT complex, cytoplasm, cytosol, ribonucleoprotein complex";0,00375397054576956
"54";54;"P08559";"P08559-1,P08559-2,P08559-3,P08559-4";"ODPA_HUMAN";"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial";"PDHA1";2;2;0,000153959538735382;NA;2;NA;2;NA;NA;"mitochondrial matrix, mitochondrion, nucleus, pyruvate dehydrogenase complex";0,000577533930118394
"57";57;"P08729";"P08729";"K2C7_HUMAN";"Keratin, type II cytoskeletal 7";"KRT7";2;3;0,00088159471314618;2;1;2;1;0,00147762786944899;0,000669702468967082;"cytoplasm, keratin filament, nucleus, intermediate filament";0,000866300895177592
"62";62;"P09622";"P09622";"DLDH_HUMAN";"Dihydrolipoyl dehydrogenase, mitochondrial";"DLD";2;2;0,0004718602758884;2;NA;2;NA;0,00113519333950011;NA;"nucleus, mitochondrion, mitochondrial matrix, acrosomal matrix, cilium";0,000577533930118394
"64";64;"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";3;5;0,000592152072059161;2;3;2;3;0,000569835709867413;0,000844566483450401;"nucleus, nuclear envelope, transcription factor complex, nucleolus, nucleoplasm";0,00144383482529599
"73";73;"P11940";"P11940-1,P11940-2,Q13310-1,Q13310-2,Q13310-3";"PABP1_HUMAN, PABP4_HUMAN";"Polyadenylate-binding protein 1, Polyadenylate-binding protein 4";"PABPC1, PABPC4";2;4;0,00014992314633408;2;2;2;2;NA;NA;"cytosol, cytoplasm, ribonucleoprotein complex, nucleus, cytoplasmic stress granule, catalytic step 2 spliceosome";0,00115506786023679
"75";75;"P12035";"P12035";"K2C3_HUMAN";"Keratin, type II cytoskeletal 3";"KRT3";0;0;0;0;0;0;0;0;0;"keratin filament, intermediate filament";0
"84";84;"P14324";"P14324";"FPPS_HUMAN";"Farnesyl pyrophosphate synthase";"FDPS";2;2;0,000573214511759417;NA;2;NA;2;NA;0,00136259413559062;"nucleus, cytosol, cytoplasm, mitochondrion";0,000577533930118394
"93";93;"P16402";"P16402";"H13_HUMAN";"Histone H1.3";"HIST1H1D";4;7;0,00380370625110944;4;2;4;3;0,00522908063172449;0,00387506974759596;"nuclear euchromatin, nucleosome, nuclear chromatin";0,00202136875541438
