"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5768.3.id.csv";"peptide.count.P5768.4.id.csv";"spectra.count.P5768.3.id.csv";"spectra.count.P5768.4.id.csv";"dNSAF.P5768.3.id.csv";"dNSAF.P5768.4.id.csv";"Go.Cc";"norm.sc"
"9";9;"O60664";"O60664-1,O60664-3";"PLIN3_HUMAN";"Perilipin-3";"PLIN3";2;2;0,000276701475146539;2;NA;2;NA;NA;NA;"cytoplasm, intracellular membrane-bounded organelle, endosome, lipid particle, Golgi apparatus, endosome membrane";0,000577533930118394
"16";16;"O95202";"O95202-1";"LETM1_HUMAN";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";1;1;0,000162501272278211;1;NA;1;NA;NA;NA;"mitochondrial inner membrane, integral component of membrane, mitochondrion";0,000288766965059197
"18";18;"O95831";"O95831-1,O95831-3";"AIFM1_HUMAN";"Apoptosis-inducing factor 1, mitochondrial";"AIFM1";2;2;0,000195902838847631;NA;2;NA;2;NA;NA;"cytosol, nucleus, mitochondrial intermembrane space, perinuclear region of cytoplasm, mitochondrion, mitochondrial inner membrane";0,000577533930118394
"31";31;"P04844";"P04844-1,P04844-2";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";1;1;9,51572426415197e-05;1;NA;1;NA;NA;NA;"rough endoplasmic reticulum, endoplasmic reticulum membrane, autophagic vacuole membrane, endoplasmic reticulum, oligosaccharyltransferase complex, integral component of membrane, nucleus";0,000288766965059197
"71";71;"P11498";"P11498";"PYC_HUMAN";"Pyruvate carboxylase, mitochondrial";"PC";25;60;0,00611655892429191;22;24;32;28;0,00784805989549143;0,00678520984666774;"cytosol, mitochondrion, mitochondrial inner membrane, mitochondrial matrix";0,0173260179035518
"76";76;"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";4;5;0,000985947785004909;2;3;2;3;0,000948790492291554;0,00140622399707505;"nuclear telomere cap complex, nucleoplasm, nonhomologous end joining complex, membrane, nucleus, transcription factor complex, cytosol, Ku70:Ku80 complex, nucleolus";0,00144383482529599
"121";121;"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";4;7;0,00104037015036533;2;4;2;5;0,000715115606194996;0,00176648187751383;"nucleoplasm, centrosome, intracellular membrane-bounded organelle, nucleus, alpha DNA polymerase:primase complex, perinuclear region of cytoplasm, MCM complex";0,00202136875541438
"140";140;"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";2;2;0,000500368500889991;NA;2;NA;2;NA;0,00118943113085931;"mitochondrial inner membrane, mitochondrial respiratory chain, mitochondrion, mitochondrial respiratory chain complex III";0,000577533930118394
"152";152;"P37268";"P37268";"FDFT_HUMAN";"Squalene synthase";"FDFT1";1;1;0,000287981871015822;1;NA;1;NA;0,000692821834299228;NA;"endoplasmic reticulum, endoplasmic reticulum membrane, integral component of membrane";0,000288766965059197
"161";161;"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";3;5;0,000786949149499331;2;3;2;3;0,000757291493847387;0,00112239897014247;"mitochondrial fatty acid beta-oxidation multienzyme complex, mitochondrial inner membrane, mitochondrion, mitochondrial nucleoid";0,00144383482529599
