"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P6160.1.id.csv";"peptide.count.P6160.2.id.csv";"spectra.count.P6160.1.id.csv";"spectra.count.P6160.2.id.csv";"dNSAF.P6160.1.id.csv";"dNSAF.P6160.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A5A3E0";"A5A3E0,P60709,P62736,P63261,P63267-1,P63267-2,P68032,P68133,Q562R1,Q6S8J3-1,Q9BYX7";"ACTA_HUMAN, ACTB_HUMAN, ACTBL_HUMAN, ACTBM_HUMAN, ACTC_HUMAN, ACTG_HUMAN, ACTH_HUMAN, ACTS_HUMAN, POTEE_HUMAN, POTEF_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle, Actin, aortic smooth muscle, Actin, cytoplasmic 1, Actin, cytoplasmic 2, Actin, gamma-enteric smooth muscle, Beta-actin-like protein 2, POTE ankyrin domain family member E, POTE ankyrin domain family member F, Putative beta-actin-like protein 3";"ACTA1, ACTA2, ACTB, ACTBL2, ACTC1, ACTG1, ACTG2, POTEE, POTEF, POTEKP";1;1;0,00111811619700877;1;NA;1;NA;0,00269642085372801;NA;"blood microparticle, extracellular space, cell cortex";0,0123456790123457
"3";3;"P04075";"P04075-1,P04075-2";"ALDOA_HUMAN";"Fructose-bisphosphate aldolase A";"ALDOA";3;4;0,0339981045837721;2;2;2;2;NA;NA;"actin cytoskeleton, platelet alpha granule lumen, cytosol, extracellular space, extracellular vesicular exosome, extracellular region, I band";0,0493827160493827
"4";4;"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";2;3;0,0432367199597971;2;1;2;1;0,0413897809721314;0,0673480705577413;"extracellular vesicular exosome, plasma membrane, blood microparticle, extracellular space, membrane, cytoskeleton, keratin filament";0,037037037037037
"5";5;"P04406";"P04406-1,P04406-2";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";4;6;0,0554118361275808;2;4;2;4;NA;NA;"perinuclear region of cytoplasm, extracellular vesicular exosome, GAIT complex, ribonucleoprotein complex, cytosol, nucleus, microtubule cytoskeleton, lipid particle, cytoplasm, plasma membrane";0,0740740740740741
"6";6;"P04908";"P04908,P0C0S8,P20671,Q7L7L0,Q93077,Q96KK5,Q99878,Q9BTM1-1";"H2A1_HUMAN, H2A1B_HUMAN, H2A1C_HUMAN, H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2A3_HUMAN, H2AJ_HUMAN";"Histone H2A type 1, Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A type 3, Histone H2A.J";"H2AFJ, HIST1H2AC, HIST1H2AD, HIST1H2AE,HIST1H2AB, HIST1H2AH, HIST1H2AJ, HIST1H2AK,HIST1H2AI,HIST1H2AG,HIST1H2AL,HIST1H2AM, HIST3H2A";3;5;0,0298920533055387;3;1;4;1;0,0441308260696235;0,0239360692269235;"nucleus, extracellular vesicular exosome, nucleosome";0,0617283950617284
"7";7;"P06576";"P06576";"ATPB_HUMAN";"ATP synthase subunit beta, mitochondrial";"ATP5B";1;2;0,0233937808478129;1;1;1;1;0,0188953347916252;0,040994477730799;"mitochondrial nucleoid, mitochondrial membrane, mitochondrial proton-transporting ATP synthase, catalytic core, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, cell surface, mitochondrion, plasma membrane";0,0246913580246914
"8";8;"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";2;4;0,0650354132728613;2;2;2;2;0,0600338264550734;0,0976850392774446;"cytosol, cell body, microtubule, nuclear envelope lumen, extracellular vesicular exosome, cytoskeleton";0,0493827160493827
"9";9;"P07900";"P07900-1,P07900-2,P08238";"HS90A_HUMAN, HS90B_HUMAN";"Heat shock protein HSP 90-alpha, Heat shock protein HSP 90-beta";"HSP90AA1, HSP90AB1";2;2;0,00565599180461291;2;NA;2;NA;0,0276122433833418;NA;"cytosol, plasma membrane, mitochondrion, extracellular vesicular exosome, melanosome, nucleus, extracellular region, endocytic vesicle lumen, cytoplasm";0,0246913580246914
"10";10;"P09651";"P09651-1,P09651-2,P09651-3,Q32P51";"RA1L2_HUMAN, ROA1_HUMAN";"Heterogeneous nuclear ribonucleoprotein A1, Heterogeneous nuclear ribonucleoprotein A1-like 2";"HNRNPA1, HNRNPA1L2";2;2;0,00861790394741855;2;NA;2;NA;0,0624727006548108;NA;"spliceosomal complex, extracellular vesicular exosome, intermediate filament cytoskeleton, cytoplasm, ribonucleoprotein complex, nucleus, nucleoplasm, catalytic step 2 spliceosome";0,0246913580246914
"11";11;"P09972";"P09972";"ALDOC_HUMAN";"Fructose-bisphosphate aldolase C";"ALDOC";1;2;0,0339981045837721;1;NA;2;NA;0,0549210555207128;NA;"axon, mitochondrion, cytosol, cytoskeleton, extracellular vesicular exosome";0,0246913580246914
"12";12;"P16189";"P01891,P01892,P10314,P10316,P16189,P16190,P18462,P30450,P30453,P30456,P30457,P30459,P30512";"1A02_HUMAN, 1A25_HUMAN, 1A26_HUMAN, 1A29_HUMAN, 1A31_HUMAN, 1A32_HUMAN, 1A33_HUMAN, 1A34_HUMAN, 1A43_HUMAN, 1A66_HUMAN, 1A68_HUMAN, 1A69_HUMAN, 1A74_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain, HLA class I histocompatibility antigen, A-25 alpha chain, HLA class I histocompatibility antigen, A-26 alpha chain, HLA class I histocompatibility antigen, A-29 alpha chain, HLA class I histocompatibility antigen, A-31 alpha chain, HLA class I histocompatibility antigen, A-32 alpha chain, HLA class I histocompatibility antigen, A-33 alpha chain, HLA class I histocompatibility antigen, A-34 alpha chain, HLA class I histocompatibility antigen, A-43 alpha chain, HLA class I histocompatibility antigen, A-66 alpha chain, HLA class I histocompatibility antigen, A-68 alpha chain, HLA class I histocompatibility antigen, A-69 alpha chain, HLA class I histocompatibility antigen, A-74 alpha chain";"HLA-A";1;1;0,00326009222036171;0;1;0;1;NA;0,0068554516500293;"integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, early endosome membrane, Golgi membrane, ER to Golgi transport vesicle membrane, plasma membrane, phagocytic vesicle membrane";0,0123456790123457
"14";14;"P25705";"P25705-1,P25705-2";"ATPA_HUMAN";"ATP synthase subunit alpha, mitochondrial";"ATP5A1";1;2;0,011189249609849;1;1;1;1;NA;NA;"mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, extracellular vesicular exosome, plasma membrane, mitochondrial inner membrane, proton-transporting ATP synthase complex, catalytic core F(1), mitochondrion";0,0246913580246914
"15";15;"P30495";"P18465,P30464,P30484,P30492,P30493,P30495,Q29940";"1B15_HUMAN, 1B46_HUMAN, 1B54_HUMAN, 1B55_HUMAN, 1B56_HUMAN, 1B57_HUMAN, 1B59_HUMAN";"HLA class I histocompatibility antigen, B-15 alpha chain, HLA class I histocompatibility antigen, B-46 alpha chain, HLA class I histocompatibility antigen, B-54 alpha chain, HLA class I histocompatibility antigen, B-55 alpha chain, HLA class I histocompatibility antigen, B-56 alpha chain, HLA class I histocompatibility antigen, B-57 alpha chain, HLA class I histocompatibility antigen, B-59 alpha chain";"HLA-B";1;1;0,00610463203852261;0;1;0;1;NA;0,0128370631726081;"Golgi membrane, phagocytic vesicle membrane, MHC class I protein complex, early endosome membrane, ER to Golgi transport vesicle membrane, plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, cell surface";0,0123456790123457
"16";16;"P35908";"P35908";"K22E_HUMAN";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";1;1;0,0145250118174801;1;0;1;0;0,0208568223365044;0;"intermediate filament cytoskeleton, cytoplasm, extracellular space, intermediate filament, extracellular vesicular exosome, Golgi apparatus, keratin filament";0,0123456790123457
"17";17;"P40926";"P40926";"MDHM_HUMAN";"Malate dehydrogenase, mitochondrial";"MDH2";1;1;0,0183066716989542;1;NA;1;NA;0,0295728760496146;NA;"mitochondrial inner membrane, mitochondrion, mitochondrial matrix, nucleus, extracellular vesicular exosome, plasma membrane";0,0123456790123457
"18";18;"P61604";"P61604";"CH10_HUMAN";"10 kDa heat shock protein, mitochondrial";"HSPE1";1;2;0,121326569298951;1;1;1;1;0,0979963931840169;0,212608614897968;"mitochondrial matrix, mitochondrion, extracellular vesicular exosome";0,0246913580246914
"19";19;"P61978";"P61978-1,P61978-2,P61978-3";"HNRPK_HUMAN";"Heterogeneous nuclear ribonucleoprotein K";"HNRNPK";3;5;0,0222737762211898;2;3;2;3;NA;NA;"nucleus, catalytic step 2 spliceosome, podosome, nuclear chromatin, nucleoplasm, cell projection, extracellular vesicular exosome, cell junction, cytoplasm";0,0617283950617284
