"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834.1.id.csv";"peptide.count.P5834.2.id.csv";"spectra.count.P5834.1.id.csv";"spectra.count.P5834.2.id.csv";"dNSAF.P5834.1.id.csv";"dNSAF.P5834.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A0FGR8";"A0FGR8-2";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";14;23;0,000467097060248856;11;10;12;11;0,00048797746348211;0,000446420622416376;"integral component of plasma membrane, membrane, extrinsic component of cytoplasmic side of plasma membrane, organelle membrane contact site, intrinsic component of endoplasmic reticulum membrane";0,00109040914047314
"2";2;"A1L0T0";"A1L0T0";"ILVBL_HUMAN";"Acetolactate synthase-like protein";"ILVBL";11;23;0,000680690494444932;9;11;11;12;0,00065185913535565;0,000709700908939268;"integral component of membrane, membrane";0,00109040914047314
"3";3;"A2RRP1";"A2RRP1-1";"NBAS_HUMAN";"Neuroblastoma-amplified sequence";"NBAS";15;25;0,000197218378087212;13;11;13;12;0,000205347749552625;0,00018917375556711;"cytoplasm, membrane";0,00118522732660124
"4";4;"A5YKK6";"A5YKK6-1,A5YKK6-2,A5YKK6-3";"CNOT1_HUMAN";"CCR4-NOT transcription complex subunit 1";"CNOT1";4;10;2,6240447499707e-05;3;4;5;5;2,62712333910297e-05;2,62188420343257e-05;"nucleus, CCR4-NOT complex, cytosol, extracellular space, peroxisomal membrane, membrane, cytoplasmic mRNA processing body";0,000474090930640497
"6";6;"A6NJW9";"A6NJW9,P10966-1,P10966-2,P10966-3,P10966-4,P10966-6,P10966-7,P10966-8,P10966-9";"CD8B_HUMAN, CD8BL_HUMAN";"Putative T-cell surface glycoprotein CD8 beta-2 chain, T-cell surface glycoprotein CD8 beta chain";"CD8B, CD8BP";1;2;1,97823278453635e-05;1;1;1;1;1,98055369234542e-05;1,97660397695054e-05;"integral component of membrane, plasma membrane";9,48181861280994e-05
"7";7;"A8MV81";"A8MV81,Q9Y241-1,Q9Y241-2";"HIG1A_HUMAN, HIG1C_HUMAN";"HIG1 domain family member 1A, mitochondrial, HIG1 domain family member 1C";"HIGD1A, HIGD1C";1;1;6,60925476247038e-05;NA;1;NA;1;NA;0,000132076258671854;"integral component of membrane";4,74090930640497e-05
"8";8;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";14;30;0,000551204056319975;11;14;15;15;0,000551850741487013;0,000550750214206308;"plasma membrane, myosin complex, extracellular vesicular exosome, membrane";0,00142227279192149
"9";9;"B7ZAQ6";"B7ZAQ6-1,B7ZAQ6-2,B7ZAQ6-3,P0CG08";"GPHRA_HUMAN, GPHRB_HUMAN";"Golgi pH regulator A, Golgi pH regulator B";"GPR89A, GPR89B";2;7;7,19391960684276e-05;2;2;4;3;8,23126820269273e-05;6,16113975892332e-05;"integral component of membrane, Golgi-associated vesicle membrane, Golgi cisterna membrane";0,000331863651448348
"11";11;"O00116";"O00116";"ADAS_HUMAN";"Alkyldihydroxyacetonephosphate synthase, peroxisomal";"AGPS";16;40;0,00113703288618791;16;16;20;20;0,0011383668790958;0,0011360966931348;"peroxisomal membrane, peroxisomal matrix, mitochondrion, intracellular membrane-bounded organelle, peroxisome, nucleolus, membrane";0,00189636372256199
"12";12;"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";9;16;0,000700859615092877;9;4;11;5;0,000964812584413984;0,000437676594896192;"cytoplasm, membrane, nucleus";0,000758545489024795
"14";14;"O00161";"O00161-1,O00161-2";"SNP23_HUMAN";"Synaptosomal-associated protein 23";"SNAP23";3;6;0,000265936364613145;3;2;3;3;0,0002662483672198;0,000265717401925129;"plasma membrane, cell junction, extracellular vesicular exosome, nucleus, synapse, azurophil granule, neuron projection, specific granule";0,000284454558384298
"15";15;"O00165";"O00165-1,O00165-3";"HAX1_HUMAN";"HCLS1-associated protein X-1";"HAX1";7;13;0,000435760721704812;6;6;7;6;0,000469831348128608;0,000401909475313277;"endoplasmic reticulum, sarcoplasmic reticulum, actin cytoskeleton, cytoplasmic membrane-bounded vesicle, lamellipodium, nuclear envelope, mitochondrion, transcription factor complex, nuclear membrane";0,000616318209832646
"17";17;"O00186";"O00186";"STXB3_HUMAN";"Syntaxin-binding protein 3";"STXBP3";6;12;0,000379139006306578;4;6;5;7;0,000316319850694695;0,000441964642616459;"apical plasma membrane, specific granule, platelet alpha granule, cytosol, basolateral plasma membrane, tertiary granule, plasma membrane, extracellular vesicular exosome";0,000568909116768596
"18";18;"O00217";"O00217";"NDUS8_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial";"NDUFS8";6;13;0,00115787848910136;6;6;6;7;0,00107006486635005;0,00124591937347116;"mitochondrial respiratory chain complex I, mitochondrion, mitochondrial inner membrane";0,000616318209832646
"19";19;"O00264";"O00264";"PGRC1_HUMAN";"Membrane-associated progesterone receptor component 1";"PGRMC1";10;32;0,00339593822008123;10;9;16;16;0,00332909069531128;0,00346690608270236;"endoplasmic reticulum, extracellular vesicular exosome, membrane, nucleolus, integral component of membrane, endoplasmic reticulum membrane";0,00151709097804959
"20";20;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";2;4;0,000310443003780766;2;2;2;2;0,000310807222591302;0,000310187395884936;"brush border, blood microparticle, plasma membrane, cytoplasm, chloride channel complex, nuclear envelope, mitochondrion, vesicle, nucleus, extracellular vesicular exosome, perinuclear region of cytoplasm, extracellular space, nuclear membrane, membrane";0,000189636372256199
"21";21;"O00400";"O00400";"ACATN_HUMAN";"Acetyl-coenzyme A transporter 1";"SLC33A1";5;7;0,000238486952357993;3;4;3;4;0,000204657214875694;0,000272332103490964;"endoplasmic reticulum membrane, Golgi membrane, membrane, integral component of plasma membrane";0,000331863651448348
"22";22;"O00410";"O00410-1,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";35;81;0,000690537588514624;34;29;42;39;0,000716953214920046;0,000664414615752624;"cytoplasm, membrane, Golgi apparatus, nuclear membrane, intracellular membrane-bounded organelle, nucleus, nuclear pore";0,00384013653818802
"23";23;"O00461";"O00461";"GOLI4_HUMAN";"Golgi integral membrane protein 4";"GOLIM4";3;4;0,000107495350447076;1;3;1;3;5,38107332216263e-05;0,000161110263810926;"endosome membrane, nucleus, cis-Golgi network, membrane, Golgi cisterna membrane, integral component of membrane, Golgi apparatus, endocytic vesicle, Golgi lumen";0,000189636372256199
"25";25;"O00483";"O00483";"NDUA4_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";4;14;0,0032328231319639;4;4;7;7;0,00323661595377486;0,00323016133862893;"mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome, mitochondrial respiratory chain complex I, mitochondrial respiratory chain complex IV";0,000663727302896696
"26";26;"O00559";"O00559";"RCAS1_HUMAN";"Receptor-binding cancer antigen expressed on SiSo cells";"EBAG9";2;5;0,000439065515910591;2;2;2;3;0,000351664510068093;0,000526444805692039;"secretory granule, plasma membrane, focal adhesion, Golgi apparatus, integral component of membrane, Golgi membrane";0,000237045465320248
