"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A0FGR8";"A0FGR8-2";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";12;25;0,00054702378781842;11;11;12;13;0,000527071315844937;0,000567343903385574;"integral component of plasma membrane, membrane, extrinsic component of cytoplasmic side of plasma membrane, organelle membrane contact site, intrinsic component of endoplasmic reticulum membrane";0,00126071608673727
"6";6;"A5YKK6";"A5YKK6-1,A5YKK6-2";"CNOT1_HUMAN";"CCR4-NOT transcription complex subunit 1";"CNOT1";6;12;5,08897887455318e-05;6;3;7;5;5,95894495870565e-05;4,22918070948357e-05;"nucleus, CCR4-NOT complex, cytosol, extracellular space, peroxisomal membrane, membrane, cytoplasmic mRNA processing body";0,000605143721633888
"8";8;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";19;42;0,000831433169367078;15;17;19;23;0,000755011538635442;0,000908118928926751;"plasma membrane, myosin complex, extracellular vesicular exosome, membrane";0,00211800302571861
"12";12;"O00154";"O00154-1,O00154-4,O00154-6";"BACH_HUMAN";"Cytosolic acyl coenzyme A thioester hydrolase";"ACOT7";3;4;7,07100222569495e-05;2;2;2;2;7,09696903352613e-05;7,05160236191787e-05;"nucleus, mitochondrion, extracellular vesicular exosome, cytoplasm, cytosol, cell body, neuron projection";0,000201714573877963
"13";13;"O00161";"O00161-1,O00161-2";"SNP23_HUMAN";"Synaptosomal-associated protein 23";"SNAP23";3;4;0,000191017595670432;3;NA;4;NA;0,000383438137356388;NA;"plasma membrane, cell junction, extracellular vesicular exosome, nucleus, synapse, azurophil granule, neuron projection, specific granule";0,000201714573877963
"16";16;"O00182";"O00182-1,O00182-2";"LEG9_HUMAN";"Galectin-9";"LGALS9";2;5;0,000141918002417117;2;2;3;2;0,000170927000666615;0,000113222911163188;"cytoplasm, extracellular vesicular exosome";0,000252143217347453
"17";17;"O00186";"O00186";"STXB3_HUMAN";"Syntaxin-binding protein 3";"STXBP3";6;12;0,00040849370966008;4;6;6;6;0,000409993819166543;0,000407372974286471;"apical plasma membrane, specific granule, platelet alpha granule, cytosol, basolateral plasma membrane, tertiary granule, plasma membrane, extracellular vesicular exosome";0,000605143721633888
"19";19;"O00264";"O00264";"PGRC1_HUMAN";"Membrane-associated progesterone receptor component 1";"PGRMC1";9;27;0,0029298425760543;8;9;13;14;0,00283878761341045;0,00302314849977607;"endoplasmic reticulum, extracellular vesicular exosome, membrane, nucleolus, integral component of membrane, endoplasmic reticulum membrane";0,00136157337367625
"20";20;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";2;4;0,00033447894345611;2;2;2;2;0,000335707248888788;0,000333561273551302;"brush border, blood microparticle, plasma membrane, cytoplasm, chloride channel complex, nuclear envelope, mitochondrion, vesicle, nucleus, extracellular vesicular exosome, perinuclear region of cytoplasm, extracellular space, nuclear membrane, membrane";0,000201714573877963
"21";21;"O00400";"O00400";"ACATN_HUMAN";"Acetyl-coenzyme A transporter 1";"SLC33A1";4;7;0,000256951720223341;4;3;4;3;0,000294737511774856;0,000219640073567934;"endoplasmic reticulum membrane, Golgi membrane, membrane, integral component of plasma membrane";0,000353000504286435
