"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"A0PJW6";"A0PJW6";"TM223_HUMAN";"Transmembrane protein 223";"TMEM223";2;2;0,000199528280626046;NA;2;NA;2;NA;0,000397961717454771;"mitochondrion, integral component of membrane";0,000100857286938981
"3";3;"A1L0T0";"A1L0T0";"ILVBL_HUMAN";"Acetolactate synthase-like protein";"ILVBL";9;16;0,000510186236537484;8;6;9;7;0,00057606726490489;0,000445188187089435;"integral component of membrane, membrane";0,000806858295511851
"4";4;"A2RRP1";"A2RRP1-1,A2RRP1-2";"NBAS_HUMAN";"Neuroblastoma-amplified sequence";"NBAS";17;28;0,000118993247070953;14;12;15;13;0,000127960955792173;0,00011019058098231;"cytoplasm, membrane";0,00141200201714574
"5";5;"A5PLL7";"A5PLL7";"TM189_HUMAN";"Transmembrane protein 189";"TMEM189";1;1;7,463835682678e-05;NA;1;NA;1;NA;0,000148867160973822;"endoplasmic reticulum membrane, integral component of membrane";5,04286434694907e-05
"9";9;"B7ZAQ6";"B7ZAQ6-1,B7ZAQ6-2,B7ZAQ6-3,P0CG08";"GPHRA_HUMAN, GPHRB_HUMAN";"Golgi pH regulator A, Golgi pH regulator B";"GPR89A, GPR89B";4;10;0,000110727232655113;4;4;5;5;0,000111133855744777;0,000110423443579483;"integral component of membrane, Golgi-associated vesicle membrane, Golgi cisterna membrane";0,000504286434694907
"10";10;"O00116";"O00116";"ADAS_HUMAN";"Alkyldihydroxyacetonephosphate synthase, peroxisomal";"AGPS";16;36;0,00110256052941687;14;15;18;18;0,00110660945720331;0,00109953556585528;"peroxisomal membrane, peroxisomal matrix, mitochondrion, intracellular membrane-bounded organelle, peroxisome, nucleolus, membrane";0,00181543116490166
"11";11;"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";5;7;0,00033036649743001;3;4;3;4;0,000284211172068611;0,000376525840402172;"cytoplasm, membrane, nucleus";0,000353000504286435
"14";14;"O00165";"O00165-1";"HAX1_HUMAN";"HCLS1-associated protein X-1";"HAX1";10;18;0,00130015202214391;10;8;10;8;0,00144991840469889;0,00115251995592636;"endoplasmic reticulum, sarcoplasmic reticulum, actin cytoskeleton, cytoplasmic membrane-bounded vesicle, lamellipodium, nuclear envelope, mitochondrion, transcription factor complex, nuclear membrane";0,000907715582450832
"15";15;"O00178";"O00178";"GTPB1_HUMAN";"GTP-binding protein 1";"GTPBP1";1;1;3,01231036520637e-05;1;NA;1;NA;6,04674491645724e-05;NA;"cytoplasmic exosome (RNase complex), membrane, cytosol";5,04286434694907e-05
"18";18;"O00217";"O00217";"NDUS8_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial";"NDUFS8";5;10;0,000959636016344314;5;5;5;5;0,000963160083121403;0,000957003177688853;"mitochondrial respiratory chain complex I, mitochondrion, mitochondrial inner membrane";0,000504286434694907
