"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A0FGR8";"A0FGR8-2";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";12;25;0,00054702378781842;11;11;12;13;0,000527071315844937;0,000567343903385574;"integral component of plasma membrane, membrane, extrinsic component of cytoplasmic side of plasma membrane, organelle membrane contact site, intrinsic component of endoplasmic reticulum membrane";0,00126071608673727
"8";8;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";19;42;0,000831433169367078;15;17;19;23;0,000755011538635442;0,000908118928926751;"plasma membrane, myosin complex, extracellular vesicular exosome, membrane";0,00211800302571861
"13";13;"O00161";"O00161-1,O00161-2";"SNP23_HUMAN";"Synaptosomal-associated protein 23";"SNAP23";3;4;0,000191017595670432;3;NA;4;NA;0,000383438137356388;NA;"plasma membrane, cell junction, extracellular vesicular exosome, nucleus, synapse, azurophil granule, neuron projection, specific granule";0,000201714573877963
"17";17;"O00186";"O00186";"STXB3_HUMAN";"Syntaxin-binding protein 3";"STXBP3";6;12;0,00040849370966008;4;6;6;6;0,000409993819166543;0,000407372974286471;"apical plasma membrane, specific granule, platelet alpha granule, cytosol, basolateral plasma membrane, tertiary granule, plasma membrane, extracellular vesicular exosome";0,000605143721633888
"20";20;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";2;4;0,00033447894345611;2;2;2;2;0,000335707248888788;0,000333561273551302;"brush border, blood microparticle, plasma membrane, cytoplasm, chloride channel complex, nuclear envelope, mitochondrion, vesicle, nucleus, extracellular vesicular exosome, perinuclear region of cytoplasm, extracellular space, nuclear membrane, membrane";0,000201714573877963
"21";21;"O00400";"O00400";"ACATN_HUMAN";"Acetyl-coenzyme A transporter 1";"SLC33A1";4;7;0,000256951720223341;4;3;4;3;0,000294737511774856;0,000219640073567934;"endoplasmic reticulum membrane, Golgi membrane, membrane, integral component of plasma membrane";0,000353000504286435
"26";26;"O00559";"O00559";"RCAS1_HUMAN";"Receptor-binding cancer antigen expressed on SiSo cells";"EBAG9";4;6;0,000567672009668468;3;3;3;3;0,000569756668888717;0,000566114555815941;"secretory granule, plasma membrane, focal adhesion, Golgi apparatus, integral component of membrane, Golgi membrane";0,000302571860816944
"27";27;"O00560";"O00560-1,O00560-2,O00560-3";"SDCB1_HUMAN";"Syntenin-1";"SDCBP";2;3;6,76253568564785e-05;1;2;1;2;4,52491314218109e-05;8,99197616620399e-05;"adherens junction, blood microparticle, nucleus, focal adhesion, endoplasmic reticulum membrane, melanosome, interleukin-5 receptor complex, extracellular space, cytoplasm, extracellular vesicular exosome, plasma membrane, cytosol, membrane, cytoskeleton";0,000151285930408472
"37";37;"O14641";"O14641";"DVL2_HUMAN";"Segment polarity protein dishevelled homolog DVL-2";"DVL2";1;1;5,47618378892136e-05;1;0;1;0;0,000109925879051899;0;"cytosol, clathrin-coated endocytic vesicle, cytoplasmic vesicle, apical part of cell, cell cortex, cytoplasm, clathrin-coated vesicle, nucleus, plasma membrane";5,04286434694907e-05
"40";40;"O14672";"O14672";"ADA10_HUMAN";"Disintegrin and metalloproteinase domain-containing protein 10";"ADAM10";11;26;0,00070048297449732;10;11;13;13;0,000703055354791826;0,000698561143072345;"cytoplasm, nucleus, plasma membrane, postsynaptic density, membrane, integral component of membrane, extracellular vesicular exosome, Golgi-associated vesicle, cell surface, tetraspanin-enriched microdomain, Golgi apparatus, perinuclear endoplasmic reticulum";0,00131114473020676
