"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5835.1.id.csv";"peptide.count.P5835.2.id.csv";"spectra.count.P5835.1.id.csv";"spectra.count.P5835.2.id.csv";"dNSAF.P5835.1.id.csv";"dNSAF.P5835.2.id.csv";"Go.Cc";"norm.sc"
"1";1;"A0FGR8";"A0FGR8-2";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";12;25;0,00054702378781842;11;11;12;13;0,000527071315844937;0,000567343903385574;"integral component of plasma membrane, membrane, extrinsic component of cytoplasmic side of plasma membrane, organelle membrane contact site, intrinsic component of endoplasmic reticulum membrane";0,00126071608673727
"2";2;"A0PJW6";"A0PJW6";"TM223_HUMAN";"Transmembrane protein 223";"TMEM223";2;2;0,000199528280626046;NA;2;NA;2;NA;0,000397961717454771;"mitochondrion, integral component of membrane";0,000100857286938981
"3";3;"A1L0T0";"A1L0T0";"ILVBL_HUMAN";"Acetolactate synthase-like protein";"ILVBL";9;16;0,000510186236537484;8;6;9;7;0,00057606726490489;0,000445188187089435;"integral component of membrane, membrane";0,000806858295511851
"4";4;"A2RRP1";"A2RRP1-1,A2RRP1-2";"NBAS_HUMAN";"Neuroblastoma-amplified sequence";"NBAS";17;28;0,000118993247070953;14;12;15;13;0,000127960955792173;0,00011019058098231;"cytoplasm, membrane";0,00141200201714574
"5";5;"A5PLL7";"A5PLL7";"TM189_HUMAN";"Transmembrane protein 189";"TMEM189";1;1;7,463835682678e-05;NA;1;NA;1;NA;0,000148867160973822;"endoplasmic reticulum membrane, integral component of membrane";5,04286434694907e-05
"6";6;"A5YKK6";"A5YKK6-1,A5YKK6-2";"CNOT1_HUMAN";"CCR4-NOT transcription complex subunit 1";"CNOT1";6;12;5,08897887455318e-05;6;3;7;5;5,95894495870565e-05;4,22918070948357e-05;"nucleus, CCR4-NOT complex, cytosol, extracellular space, peroxisomal membrane, membrane, cytoplasmic mRNA processing body";0,000605143721633888
"8";8;"B0I1T2";"B0I1T2-1";"MYO1G_HUMAN";"Unconventional myosin-Ig";"MYO1G";19;42;0,000831433169367078;15;17;19;23;0,000755011538635442;0,000908118928926751;"plasma membrane, myosin complex, extracellular vesicular exosome, membrane";0,00211800302571861
"9";9;"B7ZAQ6";"B7ZAQ6-1,B7ZAQ6-2,B7ZAQ6-3,P0CG08";"GPHRA_HUMAN, GPHRB_HUMAN";"Golgi pH regulator A, Golgi pH regulator B";"GPR89A, GPR89B";4;10;0,000110727232655113;4;4;5;5;0,000111133855744777;0,000110423443579483;"integral component of membrane, Golgi-associated vesicle membrane, Golgi cisterna membrane";0,000504286434694907
"10";10;"O00116";"O00116";"ADAS_HUMAN";"Alkyldihydroxyacetonephosphate synthase, peroxisomal";"AGPS";16;36;0,00110256052941687;14;15;18;18;0,00110660945720331;0,00109953556585528;"peroxisomal membrane, peroxisomal matrix, mitochondrion, intracellular membrane-bounded organelle, peroxisome, nucleolus, membrane";0,00181543116490166
"11";11;"O00148";"O00148";"DX39A_HUMAN";"ATP-dependent RNA helicase DDX39A";"DDX39A";5;7;0,00033036649743001;3;4;3;4;0,000284211172068611;0,000376525840402172;"cytoplasm, membrane, nucleus";0,000353000504286435
"13";13;"O00161";"O00161-1,O00161-2";"SNP23_HUMAN";"Synaptosomal-associated protein 23";"SNAP23";3;4;0,000191017595670432;3;NA;4;NA;0,000383438137356388;NA;"plasma membrane, cell junction, extracellular vesicular exosome, nucleus, synapse, azurophil granule, neuron projection, specific granule";0,000201714573877963
"14";14;"O00165";"O00165-1";"HAX1_HUMAN";"HCLS1-associated protein X-1";"HAX1";10;18;0,00130015202214391;10;8;10;8;0,00144991840469889;0,00115251995592636;"endoplasmic reticulum, sarcoplasmic reticulum, actin cytoskeleton, cytoplasmic membrane-bounded vesicle, lamellipodium, nuclear envelope, mitochondrion, transcription factor complex, nuclear membrane";0,000907715582450832
"15";15;"O00178";"O00178";"GTPB1_HUMAN";"GTP-binding protein 1";"GTPBP1";1;1;3,01231036520637e-05;1;NA;1;NA;6,04674491645724e-05;NA;"cytoplasmic exosome (RNase complex), membrane, cytosol";5,04286434694907e-05
"17";17;"O00186";"O00186";"STXB3_HUMAN";"Syntaxin-binding protein 3";"STXBP3";6;12;0,00040849370966008;4;6;6;6;0,000409993819166543;0,000407372974286471;"apical plasma membrane, specific granule, platelet alpha granule, cytosol, basolateral plasma membrane, tertiary granule, plasma membrane, extracellular vesicular exosome";0,000605143721633888
"18";18;"O00217";"O00217";"NDUS8_HUMAN";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial";"NDUFS8";5;10;0,000959636016344314;5;5;5;5;0,000963160083121403;0,000957003177688853;"mitochondrial respiratory chain complex I, mitochondrion, mitochondrial inner membrane";0,000504286434694907
"19";19;"O00264";"O00264";"PGRC1_HUMAN";"Membrane-associated progesterone receptor component 1";"PGRMC1";9;27;0,0029298425760543;8;9;13;14;0,00283878761341045;0,00302314849977607;"endoplasmic reticulum, extracellular vesicular exosome, membrane, nucleolus, integral component of membrane, endoplasmic reticulum membrane";0,00136157337367625
"20";20;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";2;4;0,00033447894345611;2;2;2;2;0,000335707248888788;0,000333561273551302;"brush border, blood microparticle, plasma membrane, cytoplasm, chloride channel complex, nuclear envelope, mitochondrion, vesicle, nucleus, extracellular vesicular exosome, perinuclear region of cytoplasm, extracellular space, nuclear membrane, membrane";0,000201714573877963
"21";21;"O00400";"O00400";"ACATN_HUMAN";"Acetyl-coenzyme A transporter 1";"SLC33A1";4;7;0,000256951720223341;4;3;4;3;0,000294737511774856;0,000219640073567934;"endoplasmic reticulum membrane, Golgi membrane, membrane, integral component of plasma membrane";0,000353000504286435
"22";22;"O00410";"O00410-1,O00410-3";"IPO5_HUMAN";"Importin-5";"IPO5";22;52;0,000477631052802184;21;20;24;28;0,000442509281579934;0,000512960682298127;"cytoplasm, membrane, Golgi apparatus, nuclear membrane, intracellular membrane-bounded organelle, nucleus, nuclear pore";0,00262228946041351
"23";23;"O00461";"O00461";"GOLI4_HUMAN";"Golgi integral membrane protein 4";"GOLIM4";2;4;0,000115818139903624;2;2;2;2;0,000116243458307756;0,000115500383514172;"endosome membrane, nucleus, cis-Golgi network, membrane, Golgi cisterna membrane, integral component of membrane, Golgi apparatus, endocytic vesicle, Golgi lumen";0,000201714573877963
