"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5829.1.id.csv";"peptide.count.P5829.2.id.csv";"spectra.count.P5829.1.id.csv";"spectra.count.P5829.2.id.csv";"dNSAF.P5829.1.id.csv";"dNSAF.P5829.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";6;15;0,00472334140728768;5;6;8;7;0,00593881370848947;0,00515011119429661;"chloride channel complex, nuclear envelope, blood microparticle, extracellular vesicular exosome, brush border, nuclear membrane, perinuclear region of cytoplasm, nucleus, extracellular space, cytoplasm, plasma membrane, mitochondrion";0,00342231348391513
"36";36;"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";5;9;0,00158836085463674;2;5;3;6;0,00124818671838311;0,00247410657373851;"mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome, plasma membrane, mitochondrial matrix";0,00205338809034908
"38";38;"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";0;0;NA;0;0;0;0;NA;NA;"plasma membrane, integral component of lumenal side of endoplasmic reticulum membrane, MHC class I protein complex, phagocytic vesicle membrane, ER to Golgi transport vesicle membrane, early endosome membrane, Golgi membrane, cell surface";0
"42";42;"P02786";"P02786";"TFR1_HUMAN";"Transferrin receptor protein 1";"TFRC";2;4;0,000399412378651344;2;2;2;2;0,000470807270969066;0,000466607818731385;"cell surface, endosome, plasma membrane, integral component of plasma membrane, perinuclear region of cytoplasm, extracellular region, extracellular space, blood microparticle, melanosome, external side of plasma membrane, intracellular membrane-bounded organelle, membrane, cytoplasmic membrane-bounded vesicle, extracellular vesicular exosome, coated pit";0,000912616929044034
"43";43;"P04040";"P04040";"CATA_HUMAN";"Catalase";"CAT";7;12;0,00172800801389955;7;5;7;5;0,00237637066561237;0,00168226727815869;"endoplasmic reticulum, peroxisome, cytosol, intracellular membrane-bounded organelle, plasma membrane, mitochondrial intermembrane space, peroxisomal matrix, peroxisomal membrane, lysosome, Golgi apparatus";0,0027378507871321
"46";46;"P04264";"P04264";"K2C1_HUMAN";"Keratin, type II cytoskeletal 1";"KRT1";24;101;0,0148214871979749;23;22;48;53;0,0166472299577951;0,0181309644960771;"extracellular vesicular exosome, plasma membrane, blood microparticle, extracellular space, membrane, cytoskeleton, keratin filament";0,0230435774583619
"47";47;"P04406";"P04406";"G3P_HUMAN";"Glyceraldehyde-3-phosphate dehydrogenase";"GAPDH";11;41;0,00928782814834021;11;9;22;19;0,011749100851646;0,0100564431380316;"perinuclear region of cytoplasm, extracellular vesicular exosome, GAIT complex, ribonucleoprotein complex, cytosol, nucleus, microtubule cytoskeleton, lipid particle, cytoplasm, plasma membrane";0,00935432352270135
"48";48;"P04792";"P04792";"HSPB1_HUMAN";"Heat shock protein beta-1";"HSPB1";2;2;0,00074037416530493;2;NA;2;NA;0,00174543183383654;NA;"spindle, extracellular vesicular exosome, cytoskeleton, cytoplasm, nucleus, extracellular space, Z disc, proteasome complex, plasma membrane, cytosol";0,000456308464522017
"51";51;"P04899";"P04899-1,P04899-4";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";7;14;0,00149639003832757;7;6;8;6;NA;NA;"heterotrimeric G-protein complex, nucleus, centrosome, membrane raft, extrinsic component of cytoplasmic side of plasma membrane, extracellular vesicular exosome, cytosol, midbody, plasma membrane, cytoplasm";0,00319415925165412
"53";53;"P05023";"P05023-1,P05023-3";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";3;5;0,000185455405532149;3;2;3;2;NA;NA;"basolateral plasma membrane, integral component of membrane, endosome, endoplasmic reticulum, T-tubule, membrane, extracellular vesicular exosome, caveola, sodium:potassium-exchanging ATPase complex, Golgi apparatus, melanosome, plasma membrane";0,00114077116130504
