"";"X";"protein.acs";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5829.1.id.csv";"peptide.count.P5829.2.id.csv";"spectra.count.P5829.1.id.csv";"spectra.count.P5829.2.id.csv";"dNSAF.P5829.1.id.csv";"dNSAF.P5829.2.id.csv";"Go.Cc";"norm.sc"
"2";2;"O00299";"O00299";"CLIC1_HUMAN";"Chloride intracellular channel protein 1";"CLIC1";6;15;0,00472334140728768;5;6;8;7;0,00593881370848947;0,00515011119429661;"chloride channel complex, nuclear envelope, blood microparticle, extracellular vesicular exosome, brush border, nuclear membrane, perinuclear region of cytoplasm, nucleus, extracellular space, cytoplasm, plasma membrane, mitochondrion";0,00342231348391513
"4";4;"O00571";"O00571-1,O00571-2,O15523";"DDX3X_HUMAN, DDX3Y_HUMAN, O15523";"ATP-dependent RNA helicase DDX3X, ATP-dependent RNA helicase DDX3Y, ATP-dependent RNA helicase DDX3Y [Homo sapiens] ";"DDX3X, DDX3Y";1;1;4,41348200665451e-05;1;0;1;0;0,000316249328479221;0;"nuclear speck, cytoplasmic stress granule, mitochondrial outer membrane, extracellular vesicular exosome, nucleus, cytoplasm";0,000228154232261008
"5";5;"O14818";"O14818-1,O14818-2";"PSA7_HUMAN";"Proteasome subunit alpha type-7";"PSMA7";2;3;0,000459002128692069;2;1;2;1;NA;NA;"proteasome core complex, proteasome complex, proteasome core complex, alpha-subunit complex, extracellular vesicular exosome, nucleoplasm, cytosol";0,000684462696783025
"7";7;"O14950";"O14950,P19105";"ML12A_HUMAN, ML12B_HUMAN";"Myosin regulatory light chain 12A, Myosin regulatory light chain 12B";"MYL12A, MYL12B";2;4;0,000884995357944669;2;2;2;2;0,00104318812226382;0,00103388321351561;"cytosol, apical part of cell, stress fiber, myosin II complex, Z disc, extracellular vesicular exosome";0,000912616929044034
"10";10;"O15145";"O15145";"ARPC3_HUMAN";"Actin-related protein 2/3 complex subunit 3";"ARPC3";2;2;0,000852678111727588;2;NA;2;NA;0,00201018834795781;NA;"Arp2/3 protein complex, actin cytoskeleton, extracellular vesicular exosome, cytosol, lamellipodium";0,000456308464522017
"13";13;"O43175";"O43175";"SERA_HUMAN";"D-3-phosphoglycerate dehydrogenase";"PHGDH";6;12;0,0017085557660883;5;5;7;5;0,00234961977631842;0,00166332993544021;"cytosol, extracellular vesicular exosome";0,0027378507871321
"14";14;"O43242";"O43242";"PSMD3_HUMAN";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";2;4;0,000568452074485059;2;2;2;2;0,000670062782652604;0,000664086034149537;"cytoplasm, nucleus, proteasome complex, cytosol, proteasome accessory complex, nucleoplasm, extracellular vesicular exosome";0,000912616929044034
"16";16;"O43707";"O43707";"ACTN4_HUMAN";"Alpha-actinin-4";"ACTN4";2;3;0,000374860135836333;1;2;1;2;0,000392770061401197;0,000486583345548645;"pseudopodium, platelet alpha granule lumen, extracellular vesicular exosome, extracellular region, cell-cell junction, Z disc, ribonucleoprotein complex, neuron projection, stress fiber, protein complex, cortical cytoskeleton, perinuclear region of cytoplasm, cytoplasm, nucleus";0,000684462696783025
"17";17;"O43776";"O43776";"SYNC_HUMAN";"Asparagine--tRNA ligase, cytoplasmic";"NARS";2;2;0,000276964788115895;NA;2;NA;2;NA;0,000647120332547176;"cytoplasm, mitochondrion, extracellular vesicular exosome, cytosol";0,000456308464522017
"18";18;"O43790";"O43790";"KRT86_HUMAN";"Keratin, type II cuticular Hb6";"KRT86";4;7;0,00131165052742293;3;4;3;4;0,00132523528124626;0,00175121946783137;"keratin filament, extracellular space";0,00159707962582706
"24";24;"O75368";"O75368";"SH3L1_HUMAN";"SH3 domain-binding glutamic acid-rich-like protein";"SH3BGRL";4;7;0,00465981108426568;3;3;4;3;0,00627743027958755;0,00466607818731385;"nucleus, extracellular vesicular exosome, cytoplasm, extracellular space";0,00159707962582706
"26";26;"O75874";"O75874";"IDHC_HUMAN";"Isocitrate dehydrogenase [NADP] cytoplasmic";"IDH1";2;4;0,000733220791727105;2;2;2;2;0,000864283879073648;0,000856574739700127;"mitochondrion, peroxisome, cytosol, cytoplasm, extracellular vesicular exosome, peroxisomal matrix";0,000912616929044034
"27";27;"O76011";"O76011";"KRT34_HUMAN";"Keratin, type I cuticular Ha4";"KRT34";1;2;0,000506344299874932;1;1;1;1;0,000527575644401772;0,000711683943707273;"extracellular space, intermediate filament";0,000456308464522017
"29";29;"O95433";"O95433";"AHSA1_HUMAN";"Activator of 90 kDa heat shock protein ATPase homolog 1";"AHSA1";3;3;0,000673565253938657;NA;3;NA;3;NA;0,00157376601583958;"endoplasmic reticulum, cytosol, extracellular vesicular exosome, cytoplasm";0,000684462696783025
"31";31;"P00338";"P00338-1,P00338-3";"LDHA_HUMAN";"L-lactate dehydrogenase A chain";"LDHA";8;17;0,00202927688095919;8;7;9;8;NA;NA;"extracellular vesicular exosome, cytosol, cilium, mitochondrion";0,00387862194843714
"34";34;"P00491";"P00491";"PNPH_HUMAN";"Purine nucleoside phosphorylase";"PNP";2;4;0,00105035781237032;2;2;2;2;0,00123810908628543;0,00122706554406869;"intracellular, cytoskeleton, cytoplasm, extracellular vesicular exosome, cytosol";0,000912616929044034
"35";35;"P00492";"P00492";"HPRT_HUMAN";"Hypoxanthine-guanine phosphoribosyltransferase";"HPRT1";3;6;0,00208867023698409;2;3;2;4;0,00164134644924996;0,00325341231409039;"cytosol, extracellular vesicular exosome, cytoplasm";0,00136892539356605
"36";36;"P00505";"P00505";"AATM_HUMAN";"Aspartate aminotransferase, mitochondrial";"GOT2";5;9;0,00158836085463674;2;5;3;6;0,00124818671838311;0,00247410657373851;"mitochondrial inner membrane, mitochondrion, extracellular vesicular exosome, plasma membrane, mitochondrial matrix";0,00205338809034908
"37";37;"P00558";"P00558";"PGK1_HUMAN";"Phosphoglycerate kinase 1";"PGK1";23;47;0,00855336340852878;21;21;23;24;0,00986775910856029;0,0102049479780101;"extracellular vesicular exosome, cytosol";0,0107232489162674
